N,Database,Accession,Type
1,NCBI,SRR10403298,RUN
2,NCBI,SRR10403299,RUN
3,NCBI,SRR10403300,RUN
4,NCBI,SRR10403301,RUN
5,NCBI,SRR10403302,RUN
6,NCBI,SRR6238583,RUN
7,NCBI,SRR6238584,RUN
8,NCBI,SRR6238585,RUN
9,NCBI,SRR6238586,RUN
10,NCBI,SRR6191747,RUN
11,NCBI,SRR8695957,RUN
12,NCBI,SRR15204538,RUN
