Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Collection_ID,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ST,Clonal_Complex,Index,ID,Speciemen,Species,Sequence Type (ST),Clonal Complex (CC),Ciprofloxacin (ECOFF= 0.5 mg/L),Nalidixic acid (ECOFF= 16 mg/L),Tetracycline (ECOFF=2 mg/L),Erythromycin (ECOFF= 4 mg/L For C. jejuni and =8 mg/L for C. coli),Streptomycin (ECOFF= 4 mg/L),Gentamicin (ECOFF= 2mg/L)
SRR10257462,WGS,410,148582561,PRJNA576513,SAMN13011797,Pathogen.env,98626868,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt81,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975448,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt81,human,30.0448 N 31.1222 E,MilSeq35_S58_ElHadidy_Egypt81,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7689,SRP225063,50,ST-21 complex,7689,Camp_7689,Human stool,Campylobacter jejuni,ST50,ST-21 ClonalComplex,32,32,16,8,1,0.5
SRR10257463,WGS,353,116896399,PRJNA576513,SAMN13011796,Pathogen.env,73673219,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt80,public,"wgmlst_sig,fastq,sra,realign","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975447,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt80,human,30.0448 N 31.1222 E,MilSeq35_S57_ElHadidy_Egypt80,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7688,SRP225063,48,ST-48 complex,7688,Camp_7688,Human stool,Campylobacter jejuni,ST48,ST-48 ClonalComplex,0.25,8,8,32,0.5,0.25
SRR10257464,WGS,333,96850034,PRJNA576513,SAMN13011829,Pathogen.env,48503774,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt8,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975446,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt8,chicken,30.0448 N 31.1222 E,MilSeq35_S08_Egypt08,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7724,SRP225063,48,ST-48 complex,7724,Camp_7724,Broiler carcass,Campylobacter jejuni,ST48,ST-48 ClonalComplex,0.25,4,1,1,1,1
SRR10257465,WGS,466,116261242,PRJNA576513,SAMN13011795,Pathogen.env,77484611,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt78,public,"wgmlst_sig,realign,sra,fastq","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975445,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt78,human,30.0448 N 31.1222 E,MilSeq35_S55_ElHadidy_Egypt78,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7686,SRP225063,5221,NA,7686,Camp_7686,Human stool,Campylobacter jejuni,ST5221,NA,16,32,8,8,1,0.5
SRR10257466,WGS,460,132285111,PRJNA576513,SAMN13011794,Pathogen.env,88777695,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt77,public,"sra,realign,fastq,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975444,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt77,human,30.0448 N 31.1222 E,MilSeq35_S54_ElHadidy_Egypt77,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7685,SRP225063,58,NA,7685,Camp_7685,Human stool,Campylobacter jejuni,ST58,NA,0.25,8,0.5,1,1,1
SRR10257467,WGS,470,133282678,PRJNA576513,SAMN13011833,Pathogen.env,70561372,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt13,public,"fastq,realign,wgmlst_sig,sra","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975443,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt13,chicken,30.0448 N 31.1222 E,MilSeq35_S13_Egypt13,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7728,SRP225063,50,ST-21 complex,7728,Camp_7728,Broiler carcass,Campylobacter jejuni,ST50,ST-21 ClonalComplex,8,32,32,1,1,2
SRR10257468,WGS,407,160951520,PRJNA576513,SAMN13011793,Pathogen.env,107319748,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt76,public,"fastq,sra,wgmlst_sig,realign","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975442,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt76,human,30.0448 N 31.1222 E,MilSeq35_S53_ElHadidy_Egypt76,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7684,SRP225063,262,ST-21 complex,7684,Camp_7684,Human stool,Campylobacter jejuni,ST262,ST-21 ClonalComplex,0.25,8,0.5,1,0.5,0.5
SRR10257469,WGS,514,20795223,PRJNA576513,SAMN13011792,Pathogen.env,15571508,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt75,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975441,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt75,human,30.0448 N 31.1222 E,MilSeq35_S52_ElHadidy_Egypt75,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7683,SRP225063,NA,NA,7683,Camp_7683,Human stool,Campylobacter jejuni,NA,NA,8,32,2,1,1,0.5
SRR10257470,WGS,360,222636034,PRJNA576513,SAMN13011791,Pathogen.env,143778473,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt74,public,"sra,realign,wgmlst_sig,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975440,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt74,human,30.0448 N 31.1222 E,MilSeq35_S51_ElHadidy_Egypt74,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7682,SRP225063,50,ST-21 complex,7682,Camp_7682,Human stool,Campylobacter jejuni,ST50,ST-21 ClonalComplex,0.25,2,4,1,0.5,0.5
SRR10257471,WGS,407,192435473,PRJNA576513,SAMN13011790,Pathogen.env,126272701,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt73,public,"wgmlst_sig,fastq,realign,sra","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975439,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt73,human,30.0448 N 31.1222 E,MilSeq35_S50_ElHadidy_Egypt73,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7681,SRP225063,46,ST-206 complex,7681,Camp_7681,Human stool,Campylobacter jejuni,ST46,ST-206 ClonalComplex,2,32,2,1,1,0.5
SRR10257472,WGS,431,105656055,PRJNA576513,SAMN13011789,Pathogen.env,70241570,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt72,public,"realign,fastq,wgmlst_sig,sra","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975438,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt72,human,30.0448 N 31.1222 E,MilSeq35_S49_ElHadidy_Egypt72,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7680,SRP225063,48,ST-48 complex,7680,Camp_7680,Human stool,Campylobacter jejuni,ST48,ST-48 ClonalComplex,0.25,2,0.5,1,1,0.5
SRR10257473,WGS,456,74160806,PRJNA576513,SAMN13011788,Pathogen.env,48631849,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt71,public,"fastq,sra,realign,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975437,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt71,human,30.0448 N 31.1222 E,MilSeq35_S48_ElHadidy_Egypt71,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7679,SRP225063,48,ST-48 complex,7679,Camp_7679,Human stool,Campylobacter jejuni,ST48,ST-48 ClonalComplex,8,64,1,4,1,0.5
SRR10257474,WGS,408,117480389,PRJNA576513,SAMN13011787,Pathogen.env,77110788,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt70,public,"fastq,sra,realign,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975436,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt70,human,30.0448 N 31.1222 E,MilSeq35_S47_ElHadidy_Egypt70,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7678,SRP225063,2135,ST-21 complex,7678,Camp_7678,Human stool,Campylobacter jejuni,ST2135,ST-21 ClonalComplex,16,32,16,1,1,1
SRR10257475,WGS,455,115186250,PRJNA576513,SAMN13011828,Pathogen.env,60917819,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt7,public,"fastq,sra,realign,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975435,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt7,chicken,30.0448 N 31.1222 E,MilSeq35_S07_Egypt07,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7723,SRP225063,464,ST-464 complex,7723,Camp_7723,Broiler carcass,Campylobacter jejuni,ST464,ST-464 ClonalComplex,8,64,8,2,1,0.5
SRR10257476,WGS,392,131223340,PRJNA576513,SAMN13011786,Pathogen.env,85465897,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt69,public,"fastq,realign,sra,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975434,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt69,human,30.0448 N 31.1222 E,MilSeq35_S46_ElHadidy_Egypt69,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7677,SRP225063,464,ST-464 complex,7677,Camp_7677,Human stool,Campylobacter jejuni,ST464,ST-464 ClonalComplex,16,64,4,1,1,0.5
SRR10257477,WGS,369,177930674,PRJNA576513,SAMN13011785,Pathogen.env,113091443,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt68,public,"fastq,wgmlst_sig,sra,realign","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975433,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt68,human,30.0448 N 31.1222 E,MilSeq35_S45_ElHadidy_Egypt68,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7676,SRP225063,2254,ST-257 complex,7676,Camp_7676,Human stool,Campylobacter jejuni,ST2254,ST-257 ClonalComplex,16,32,64,1,1,1
SRR10257478,WGS,382,203172263,PRJNA576513,SAMN13011832,Pathogen.env,104272752,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt12,public,"fastq,sra,wgmlst_sig,realign","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975432,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt12,chicken,30.0448 N 31.1222 E,MilSeq35_S12_Egypt12,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7727,SRP225063,1033,ST-1034 complex,7727,Camp_7727,Broiler carcass,Campylobacter jejuni,ST1033,ST-1034 ClonalComplex,0.12,16,32,1,1,1
SRR10257479,WGS,356,149006619,PRJNA576513,SAMN13011784,Pathogen.env,93566305,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt67,public,"sra,wgmlst_sig,realign,fastq","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975431,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt67,human,30.0448 N 31.1222 E,MilSeq35_S44_ElHadidy_Egypt67,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7675,SRP225063,21,ST-21 complex,7675,Camp_7675,Human stool,Campylobacter jejuni,ST21,ST-21 ClonalComplex,0.5,1,2,2,1,0.5
SRR10257480,WGS,439,118563282,PRJNA576513,SAMN13011783,Pathogen.env,76296199,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt66,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975430,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt66,human,30.0448 N 31.1222 E,MilSeq35_S43_ElHadidy_Egypt66,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7674,SRP225063,44,ST-21 complex,7674,Camp_7674,Human stool,Campylobacter jejuni,ST44,ST-21 ClonalComplex,16,64,8,2,1,0.25
SRR10257481,WGS,409,157943514,PRJNA576513,SAMN13011782,Pathogen.env,103177364,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt65,public,"realign,fastq,sra,wgmlst_sig","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975429,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt65,human,30.0448 N 31.1222 E,MilSeq35_S42_ElHadidy_Egypt65,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7673,SRP225063,50,ST-21 complex,7673,Camp_7673,Human stool,Campylobacter jejuni,ST50,ST-21 ClonalComplex,0.12,8,0.5,1,0.5,0.25
SRR10257482,WGS,358,241437000,PRJNA576513,SAMN13011781,Pathogen.env,150371676,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt64,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975428,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt64,human,30.0448 N 31.1222 E,MilSeq35_S41_ElHadidy_Egypt64,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7672,SRP225063,572,ST-206 complex,7672,Camp_7672,Human stool,Campylobacter jejuni,ST572,ST-206 ClonalComplex,16,32,4,1,0.5,0.5
SRR10257483,WGS,478,131300799,PRJNA576513,SAMN13011780,Pathogen.env,86223261,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt63,public,"sra,realign,wgmlst_sig,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975427,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt63,human,30.0448 N 31.1222 E,MilSeq35_S40_ElHadidy_Egypt63,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7671,SRP225063,21,ST-21 complex,7671,Camp_7671,Human stool,Campylobacter jejuni,ST21,ST-21 ClonalComplex,0.25,8,0.5,2,0.5,0.5
SRR10257484,WGS,395,202828828,PRJNA576513,SAMN13011779,Pathogen.env,134178133,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt62,public,"wgmlst_sig,fastq,realign,sra","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975426,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt62,human,30.0448 N 31.1222 E,MilSeq35_S39_ElHadidy_Egypt62,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7670,SRP225063,464,ST-464 complex,7670,Camp_7670,Human stool,Campylobacter jejuni,ST464,ST-464 ClonalComplex,16,32,4,2,0.5,1
SRR10257485,WGS,387,180463126,PRJNA576513,SAMN13011778,Pathogen.env,115816450,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt61,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975425,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt61,human,30.0448 N 31.1222 E,MilSeq35_S38_ElHadidy_Egypt61,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7669,SRP225063,5224,ST-573 complex,7669,Camp_7669,Human stool,Campylobacter jejuni,ST5224,ST-573 ClonalComplex,2,64,32,1,1,0.5
SRR10257486,WGS,359,170741977,PRJNA576513,SAMN13011777,Pathogen.env,109357387,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt60,public,"wgmlst_sig,realign,sra,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975424,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt60,human,30.0448 N 31.1222 E,MilSeq35_S37_ElHadidy_Egypt60,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7668,SRP225063,356,ST-353 complex,7668,Camp_7668,Human stool,Campylobacter jejuni,ST356,ST-353 ClonalComplex,16,64,16,1,0.5,1
SRR10257487,WGS,430,174102810,PRJNA576513,SAMN13011776,Pathogen.env,112906259,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt59,public,"realign,fastq,sra,wgmlst_sig","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975423,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt59,human,30.0448 N 31.1222 E,MilSeq35_S36_ElHadidy_Egypt59,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7667,SRP225063,21,ST-21 complex,7667,Camp_7667,Human stool,Campylobacter jejuni,ST21,ST-21 ClonalComplex,8,32,8,1,1,0.5
SRR10257488,WGS,399,93169746,PRJNA576513,SAMN13011775,Pathogen.env,61039541,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt58,public,"wgmlst_sig,fastq,sra,realign","s3,ncbi","ncbi.public,s3.us-east-1",SRX6975422,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt58,human,30.0448 N 31.1222 E,MilSeq35_S35_ElHadidy_Egypt58,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7666,SRP225063,464,ST-464 complex,7666,Camp_7666,Human stool,Campylobacter jejuni,ST464,ST-464 ClonalComplex,16,64,4,1,0.5,0.5
SRR10257489,WGS,479,132802016,PRJNA576513,SAMN13011831,Pathogen.env,71314822,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt11,public,"sra,wgmlst_sig,fastq,realign","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975421,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt11,chicken,30.0448 N 31.1222 E,MilSeq35_S11_Egypt11,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7726,SRP225063,2274,NA,7726,Camp_7726,Broiler carcass,Campylobacter jejuni,ST2274,NA,16,64,64,1,1,0.5
SRR10257490,WGS,354,211987360,PRJNA576513,SAMN13011774,Pathogen.env,137046299,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt57,public,"realign,wgmlst_sig,fastq,sra","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975420,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt57,human,30.0448 N 31.1222 E,MilSeq35_S34_ElHadidy_Egypt57,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7665,SRP225063,122,ST-206 complex,7665,Camp_7665,Human stool,Campylobacter jejuni,ST122,ST-206 ClonalComplex,16,32,0.5,1,1,0.5
SRR10257491,WGS,446,133757831,PRJNA576513,SAMN13011773,Pathogen.env,87295992,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt56,public,"fastq,wgmlst_sig,realign,sra","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975419,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt56,human,30.0448 N 31.1222 E,MilSeq35_S33_ElHadidy_Egypt56,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7664,SRP225063,21,ST-21 complex,7664,Camp_7664,Human stool,Campylobacter jejuni,ST21,ST-21 ClonalComplex,0.25,8,1,1,1,0.25
SRR10257492,WGS,452,128281051,PRJNA576513,SAMN13011772,Pathogen.env,84491996,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt55,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975418,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt55,human,30.0448 N 31.1222 E,MilSeq35_S32_ElHadidy_Egypt55,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7663,SRP225063,8633,ST-21 complex,7663,Camp_7663,Human stool,Campylobacter jejuni,ST8633,ST-21 ClonalComplex,0.12,8,0.5,1,1,0.5
SRR10257494,WGS,449,108456371,PRJNA576513,SAMN13011770,Pathogen.env,71571302,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt53,public,"sra,wgmlst_sig,realign,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975416,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt53,human,30.0448 N 31.1222 E,MilSeq35_S30_ElHadidy_Egypt53,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7661,SRP225063,NA,NA,7661,Camp_7661,Human stool,Campylobacter jejuni,ST48,ST-48 ClonalComplex,0.12,8,0.5,2,1,0.5
SRR10257495,WGS,374,163600324,PRJNA576513,SAMN13011769,Pathogen.env,108494835,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt52,public,"fastq,sra,realign,wgmlst_sig","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975415,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt52,human,30.0448 N 31.1222 E,MilSeq35_S29_ElHadidy_Egypt52,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7660,SRP225063,257,ST-257 complex,7660,Camp_7660,Human stool,Campylobacter jejuni,ST257,ST-257 ClonalComplex,0.12,2,1,4,1,0.5
SRR10257496,WGS,446,59504342,PRJNA576513,SAMN13011768,Pathogen.env,41974759,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt51,public,"wgmlst_sig,realign,fastq,sra","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975414,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt51,human,30.0448 N 31.1222 E,MilSeq35_S28_ElHadidy_Egypt51,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7659,SRP225063,5222,ST-21 complex,7659,Camp_7659,Human stool,Campylobacter jejuni,ST5222,ST-21 ClonalComplex,0.25,1,0.5,1,0.5,0.5
SRR10257497,WGS,422,160493490,PRJNA576513,SAMN13011767,Pathogen.env,105155679,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt48,public,"fastq,sra,realign,wgmlst_sig","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975413,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt48,human,30.0448 N 31.1222 E,MilSeq35_S25_ElHadidy_Egypt48,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7656,SRP225063,572,ST-206 complex,7656,Camp_7656,Human stool,Campylobacter jejuni,ST572,ST-206 ClonalComplex,2,32,64,1,0.5,0.5
SRR10257498,WGS,404,74527876,PRJNA576513,SAMN13011766,Pathogen.env,47988328,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt47,public,"fastq,realign,sra,wgmlst_sig","s3,ncbi","s3.us-east-1,ncbi.public",SRX6975412,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt47,human,30.0448 N 31.1222 E,MilSeq35_S24_ElHadidy_Egypt47,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7655,SRP225063,44,ST-21 complex,7655,Camp_7655,Human stool,Campylobacter jejuni,ST44,ST-21 ClonalComplex,8,64,16,1,1,0.5
SRR10257499,WGS,363,152387835,PRJNA576513,SAMN13011823,Pathogen.env,99703084,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt18,public,"fastq,realign,sra,wgmlst_sig","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975411,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt18,chicken,30.0448 N 31.1222 E,MilSeq35_S18_Egypt18,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7717,SRP225063,19,ST-21 complex,7717,Camp_7717,Broiler carcass,Campylobacter jejuni,ST19,ST-21 ClonalComplex,16,32,0.5,4,4,2
SRR10257500,WGS,479,138576313,PRJNA576513,SAMN13011836,Pathogen.env,76584678,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2018,Egypt17,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3","s3.us-east-1,ncbi.public",SRX6975410,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt17,chicken,30.0448 N 31.1222 E,MilSeq35_S17_Egypt17,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7731,SRP225063,50,ST-21 complex,7731,Camp_7731,Broiler carcass,Campylobacter jejuni,ST50,ST-21 ClonalComplex,8,16,16,1,1,0.5
SRR10257501,WGS,429,112668802,PRJNA576513,SAMN13011830,Pathogen.env,58479721,UNIVERSITY OF BATH,SheppardLab and Mohamed ElHadidy,2017,Egypt10,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3","ncbi.public,s3.us-east-1",SRX6975409,Egypt,Africa,Egypt: Cairo,Illumina MiSeq,Egypt10,chicken,30.0448 N 31.1222 E,MilSeq35_S10_Egypt10,PAIRED,RANDOM,GENOMIC,Campylobacter jejuni,ILLUMINA,2019-10-10T00:00:00Z,SKS_7725,SRP225063,3769,ST-21 complex,7725,Camp_7725,Broiler carcass,Campylobacter jejuni,ST3769,ST-21 ClonalComplex,2,64,64,1,1,0.5
