PATRIC ID,Isolation Source,Isolation Date,Serotype,US State of Isolation,SRA Run Accession,AUG,AMP,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,NAL,STR,TET,TIO,KAN
590.11954,Hogs,2014,Derby,NC,SRR3295894,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,2,>64,<=4,1,NA
590.11958,Animal-Swine-Sow,2014,Worthington,TN,SRR3295677,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,<=16,4,0.5,4,8,>32,0.5,NA
590.11959,Hogs,2014,Derby,IA,SRR3295678,<=1,<=1,<=0.25,8,8,<=0.015,0.5,>256,4,0.5,4,>64,>32,1,NA
590.1196,Animal-Swine-Sow,2014,Johannesburg,IA,SRR3295680,<=1,<=1,<=0.25,8,8,0.03,<=0.125,32,4,0.5,4,4,>32,0.5,NA
590.11961,Hogs,2014,Anatum,CA,SRR3295679,<=1,<=1,<=0.25,8,8,0.03,<=0.125,32,4,<=0.25,4,8,32,1,NA
590.11962,Animal-Swine-Sow,2014,Muenchen,TN,SRR3295681,<=1,<=1,<=0.25,4,8,0.5,<=0.125,64,2,0.5,32,4,<=4,0.5,NA
590.11963,Animal-Swine-Sow,2014,Anatum,CA,SRR3295682,<=1,<=1,<=0.25,8,8,0.03,<=0.125,64,4,<=0.25,4,8,>32,1,NA
590.12048,Dairy Cattle,2014,Meleagridis,TN,SRR3295683,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,32,4,0.5,4,4,>32,1,NA
590.12049,Animal-Swine-Sow,2014,"I 4,[5],12:i:-",VA,SRR3295684,8,>32,<=0.25,4,8,0.03,<=0.125,>256,4,1,4,>64,>32,1,NA
590.1205,Hogs,2014,"I 4,[5],12:i:-",OR,SRR3295685,16,>32,<=0.25,2,8,<=0.015,<=0.125,>256,2,1,4,>64,>32,1,NA
590.12051,Dairy Cattle,2014,Montevideo,PA,SRR3295686,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,32,2,<=0.25,2,>64,>32,0.5,NA
590.12052,Animal-Swine-Sow,2014,Johannesburg,TN,SRR3295687,8,>32,<=0.25,4,8,<=0.015,<=0.125,32,4,>16,4,32,>32,1,NA
590.12053,Hogs,2014,Derby,VA,SRR3295688,8,>32,<=0.25,4,8,<=0.015,<=0.125,>256,4,0.5,4,>64,>32,1,NA
590.12054,Beef Cattle,2014,Altona,TX,SRR3295689,<=1,<=1,<=0.25,4,8,0.03,0.25,>256,4,<=0.25,4,32,>32,1,NA
590.12055,Animal-Swine-Sow,2014,Derby,ID,SRR3295690,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,8,0.5,4,16,>32,1,NA
590.12056,Animal-Swine-Sow,2014,Anatum,PA,SRR3295691,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,<=0.25,4,8,>32,1,NA
590.12057,Animal-Swine-Sow,2014,Derby,NC,SRR3295692,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,4,>64,>32,1,NA
590.12058,Animal-Swine-Sow,2014,Anatum,PA,SRR3295693,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,8,>32,1,NA
590.12059,Dairy Cattle,2014,Newport,UT,SRR3295694,>32,>32,32,4,>32,<=0.015,0.25,>256,>32,0.5,4,>64,>32,>8,NA
590.1206,Young Chicken,2014,Typhimurium,MD,SRR3295695,>32,>32,16,4,8,<=0.015,0.25,>256,16,1,4,8,>32,8,NA
590.12061,Dairy Cattle,2014,Meleagridis,FL,SRR3295696,<=1,<=1,<=0.25,8,8,0.03,<=0.125,64,4,0.5,4,8,>32,1,NA
590.12062,Hogs,2014,Saintpaul,IA,SRR3295697,8,>32,<=0.25,4,8,0.03,<=0.125,64,2,>16,4,64,>32,1,NA
590.12063,Young Chicken,2014,Idikan,LA,SRR3295698,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,>256,4,1,4,64,>32,1,NA
590.12064,Hogs,2014,Derby,UT,SRR3295699,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,4,>64,>32,1,NA
590.12065,Animal-Swine-Sow,2014,Hadar,WI,SRR3295700,<=1,<=1,<=0.25,2,4,0.03,<=0.125,32,2,0.5,4,64,>32,1,NA
590.12066,Dairy Cattle,2014,Montevideo,MN,SRR3295701,2,2,<=0.25,8,8,0.03,<=0.125,32,4,0.5,4,8,>32,1,NA
590.12067,Animal-Swine-Sow,2014,Saintpaul,IL,SRR3295702,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,2,0.5,4,16,>32,1,NA
590.12068,Hogs,2014,"I 4,[5],12:i:-",OK,SRR3295703,8,>32,<=0.25,4,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,1,NA
590.12069,Young Turkey,2014,Reading,NC,SRR3295704,16,>32,<=0.25,4,8,<=0.015,<=0.125,>256,4,16,4,>64,<=4,1,NA
590.1207,Hogs,2014,"I 4,[5],12:i:-",MN,SRR3295705,8,>32,<=0.25,4,8,<=0.015,<=0.125,>256,4,0.5,4,>64,>32,1,NA
590.12072,Animal-Swine-Sow,2014,Johannesburg,AL,SRR3295675,<=1,<=1,<=0.25,8,8,0.03,<=0.125,<=16,4,<=0.25,4,4,>32,0.5,NA
590.12073,Hogs,2014,Agona,TX,SRR3295676,<=1,<=1,<=0.25,8,8,0.03,1,>256,8,<=0.25,4,16,>32,1,NA
590.12074,Beef Cattle,2014,Agona,TX,SRR3295706,8,>32,16,4,8,0.25,>4,>256,4,0.5,16,64,>32,4,NA
590.12075,Hogs,2014,Brandenburg,UT,SRR3295707,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,>256,4,0.5,4,8,>32,1,NA
590.12076,Hogs,2014,Derby,WA,SRR3295708,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,4,>64,>32,1,NA
590.12077,Young Chicken,2014,Typhimurium,SC,SRR3295709,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,>256,4,8,4,32,>32,0.5,NA
590.12078,Animal-Swine-Sow,2014,Anatum,TN,SRR3295710,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,4,0.5,4,8,32,0.5,NA
590.12079,Dairy Cattle,2014,Montevideo,SD,SRR3295711,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,32,4,0.5,2,8,32,0.5,NA
590.1208,Hogs,2014,Johannesburg,CA,SRR3295712,>32,>32,32,4,8,<=0.015,<=0.125,<=16,32,0.5,2,4,<=4,>8,NA
590.12184,Cattle,2015,"3,10:e,h:-",TN,SRR2188129,<=1,<=1,<=0.25,4,8,0.03,<=0.125,64,4,0.5,4,4,<=4,1,NA
590.12185,Swine,2015,Chailey,TN,SRR2188117,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,<=16,2,0.5,4,8,>32,1,NA
590.12186,Cattle,2015,Newport,WI,SRR2188125,32,>32,32,4,>32,<=0.015,0.25,>256,>32,0.5,4,>64,>32,>8,NA
590.12187,Cattle,2015,Meleagridis,TX,SRR2239753,<=1,<=1,<=0.25,8,>32,<=0.015,0.5,>256,4,0.5,4,>64,>32,1,NA
590.12188,Cattle,2015,Anatum,TX,SRR2239754,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,<=16,4,0.5,4,8,<=4,0.5,NA
590.12189,Swine,2015,Anatum,NC,SRR2239741,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,64,4,0.5,4,8,>32,1,NA
590.1219,Swine,2015,Mbandaka,NC,SRR2239755,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,2,64,>32,1,NA
590.12191,Cattle,2015,Agona,FL,SRR2239742,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,32,2,0.5,4,16,<=4,0.5,NA
590.12192,Swine,2015,Derby,MN,SRR2239760,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,64,4,0.5,4,32,>32,1,NA
590.12193,Swine,2015,Anatum,PA,SRR2239743,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,64,4,<=0.25,4,8,<=4,0.5,NA
590.12194,Cattle,2015,Cerro,NJ,SRR2239756,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,64,2,0.5,2,8,<=4,0.5,NA
590.12195,Cattle,2015,Muenchen,TX,SRR2239757,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,128,4,0.5,4,4,<=4,0.5,NA
590.12196,Cattle,2015,Orion,NE,SRR2239758,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,4,0.5,4,8,<=4,1,NA
590.12197,Cattle,2015,Soerenga,TX,SRR2239738,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,1,4,8,<=4,0.5,NA
590.12198,Swine,2015,Minnesota,FL,SRR2239762,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,0.5,4,8,<=4,1,NA
590.12205,Swine,2015,Johannesburg,NJ,SRR3115369,2,>32,<=0.25,8,8,0.03,<=0.125,32,2,1,2,4,<=4,1,NA
590.12206,Swine,2015,"I 4,[5],12:i:-",MI,SRR3115429,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,2,1,4,16,>32,1,NA
590.12207,Swine,2015,Derby,IA,SRR2228224,<=1,<=1,<=0.25,8,16,<=0.015,0.5,>256,8,1,4,>64,>32,1,NA
590.12208,Swine,2015,Derby,GA,SRR2228225,<=1,<=1,<=0.25,4,8,0.03,<=0.125,32,4,1,4,8,<=4,1,NA
590.12209,Swine,2015,Eko,SC,SRR2188122,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,<=16,8,0.5,4,8,<=4,1,NA
590.1221,Swine,2015,Infantis,WI,SRR2188123,<=1,2,<=0.25,4,8,0.03,<=0.125,32,8,0.5,4,8,<=4,1,NA
590.12211,Swine,2015,Mbandaka,PA,SRR2188119,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,256,4,1,4,16,<=4,1,NA
590.12212,Swine,2015,Senftenberg,NC,SRR2188131,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,4,16,>32,1,NA
590.12213,Chickens,2015,Enteritidis,AL,SRR2188124,<=1,2,<=0.25,2,8,0.03,<=0.125,64,2,0.5,4,4,<=4,1,NA
590.12214,Chickens,2015,Heidelberg,NY,SRR2188120,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,4,16,<=4,1,NA
590.12215,Cattle,2015,Cerro,WI,SRR2188126,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,<=16,2,1,2,8,<=4,0.5,NA
590.12216,Swine,2015,Eko,VA,SRR2188121,<=1,<=1,<=0.25,4,16,<=0.015,<=0.125,64,4,0.5,4,16,<=4,1,NA
590.12217,Swine,2015,Johannesburg,IL,SRR2188116,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,<=16,2,0.5,4,4,<=4,0.5,NA
590.12218,Cattle,2015,Infantis,TX,SRR2188127,<=1,<=1,<=0.25,8,8,<=0.015,<=0.125,64,4,0.5,4,8,<=4,1,NA
590.12219,Swine,2015,"I 4,[5],12:i:-",CA,SRR3062674,8,>32,<=0.25,2,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,1,NA
590.1222,Cattle,2015,"I 4,[5],12:i:-",WA,SRR3062675,4,>32,<=0.25,2,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,0.5,NA
590.12221,Swine,2015,Typhimurium,KY,SRR3062676,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,>256,4,0.5,4,8,>32,0.5,NA
590.12222,Swine,2015,"I 4,[5],12:i:-",NY,SRR3000018,8,>32,<=0.25,2,8,<=0.015,<=0.125,>256,2,1,4,>64,>32,0.5,NA
590.12223,Turkeys,2015,Anatum,MI,SRR3062680,8,>32,<=0.25,2,8,<=0.015,0.25,>256,8,0.5,4,4,>32,1,NA
590.12224,Swine,2015,Saintpaul,PA,SRR3062683,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,64,2,0.5,4,8,>32,0.5,NA
590.12225,Cattle,2015,Meleagridis,WI,SRR3062690,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,64,8,1,4,8,32,1,NA
590.12226,Swine,2015,Worthington,OK,SRR3062689,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,8,>32,0.5,NA
590.12227,Turkeys,2015,"I 4,[5],12:i:-",IA,SRR3056915,8,>32,<=0.25,4,8,0.03,<=0.125,>256,8,0.5,4,>64,>32,1,NA
590.12228,Swine,2015,London,MO,SRR3056905,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,128,1,16,4,32,>32,0.5,NA
590.12229,Swine,2015,"I 4,[5],12:i:-",MI,SRR3056916,<=1,2,<=0.25,4,8,<=0.015,<=0.125,64,4,1,4,16,>32,1,NA
590.1223,Swine,2015,Newport,IA,SRR3056919,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,2,0.5,2,8,>32,1,NA
590.12231,Swine,2015,Typhimurium,VA,SRR3056920,16,>32,<=0.25,4,8,<=0.015,0.25,>256,2,1,4,16,<=4,1,NA
590.12232,Chickens,2015,Heidelberg,AL,SRR3062665,>32,>32,16,4,16,<=0.015,0.25,>256,32,16,4,>64,>32,>8,NA
590.12233,Chickens,2015,Typhimurium,WV,SRR3056907,<=1,<=1,<=0.25,2,8,<=0.015,0.25,>256,4,16,4,>64,>32,1,NA
590.12234,Swine,2015,Worthington,IL,SRR3056918,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,8,>32,1,NA
590.12235,Swine,2015,Anatum,OK,SRR3056921,<=1,<=1,<=0.25,4,8,0.03,<=0.125,64,4,0.5,4,8,>32,1,NA
590.12236,Swine,2015,Anatum,PA,SRR3000017,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,<=0.25,4,4,>32,1,NA
590.12237,Swine,2015,Saintpaul,IL,SRR3062666,<=1,<=1,<=0.25,2,8,0.03,<=0.125,32,2,0.5,4,8,>32,0.5,NA
590.12238,Swine,2015,Saintpaul,MA,SRR3000042,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,2,0.5,4,8,>32,0.5,NA
590.12239,Cattle,2015,Anatum,TX,SRR3000041,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,64,4,0.5,4,32,<=4,1,NA
590.1224,Cattle,2015,Kentucky,TX,SRR3000034,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,128,4,1,4,16,>32,1,NA
590.12241,Swine,2015,Muenchen,NC,SRR2227323,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,64,2,0.5,4,4,<=4,0.5,NA
590.12242,Cattle,2015,Cerro,PA,SRR2226895,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,2,1,2,16,<=4,1,NA
590.12243,Turkeys,2015,Reading,NC,SRR2226943,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,16,0.5,4,8,<=4,1,NA
590.12244,Cattle,2015,Cerro,WI,SRR2226935,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,32,2,1,2,4,<=4,0.5,NA
590.12245,Swine,2015,Derby,TN,SRR2227278,>32,>32,32,4,8,<=0.015,<=0.125,32,>32,0.5,2,8,<=4,>8,NA
590.12246,Cattle,2015,Bredeney,SD,SRR2226896,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,4,8,<=4,0.5,NA
590.12247,Cattle,2015,Typhimurium,TX,SRR2227437,32,>32,16,4,>32,<=0.015,0.25,>256,32,0.5,4,>64,>32,>8,NA
590.12248,Swine,2015,Rough/ Nonmotile Isolate,TN,SRR2227324,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,<=16,4,0.5,4,4,<=4,1,NA
590.12249,Cattle,2015,Montevideo,WA,SRR2226944,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,2,0.5,2,8,<=4,0.5,NA
590.1225,Swine,2015,Anatum,TN,SRR2227325,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,<=16,4,0.5,4,8,<=4,1,NA
590.12251,Chickens,2015,Typhimurium,NC,SRR2226880,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,>256,2,0.5,4,8,>32,0.5,NA
590.12252,Swine,2015,Adelaide,AL,SRR2226881,<=1,<=1,<=0.25,8,8,0.03,<=0.125,<=16,4,<=0.25,4,8,<=4,1,NA
590.12253,Cattle,2015,Montevideo,MN,SRR2226882,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,4,8,<=4,1,NA
590.12254,Swine,2015,"I 4,[5],12:i:-",KY,SRR2227438,4,>32,<=0.25,4,8,0.03,<=0.125,>256,2,0.5,4,>64,>32,0.5,NA
590.12255,Swine,2015,Eko,WI,SRR2227279,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,<=16,4,<=0.25,4,4,<=4,1,NA
590.12256,Cattle,2015,Anatum,FL,SRR2226821,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,8,<=0.25,4,8,>32,1,NA
590.12259,Swine,2015,Adelaide,KS,SRR2227612,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,<=16,4,<=0.25,2,8,<=4,1,NA
590.1226,Cattle,2015,Montevideo,PA,SRR2227603,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,<=16,2,1,2,16,<=4,1,NA
590.12261,Swine,2015,Anatum,AL,SRR2227598,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,4,<=0.25,4,4,>32,1,NA
590.12262,Cattle,2015,Cerro,MI,SRR2227628,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,2,2,2,8,<=4,0.5,NA
590.12263,Cattle,2015,Cerro,NH,SRR2227605,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,<=16,4,0.5,2,8,<=4,1,NA
590.12264,Swine,2015,Derby,TN,SRR2227999,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,2,8,<=4,1,NA
590.12265,Chickens,2015,Heidelberg,MO,SRR3062688,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,>256,2,>16,4,64,8,1,NA
590.12266,Cattle,2015,Cerro,FL,SRR2228223,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,2,0.5,2,8,<=4,0.5,NA
590.12267,Cattle,2015,Typhimurium,UT,SRR3098374,>32,>32,32,2,>32,<=0.015,<=0.125,>256,>32,0.5,4,>64,>32,>8,NA
590.12268,Swine,2015,Mbandaka,IA,SRR3062684,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,2,8,>32,1,NA
590.12269,Swine,2015,Derby,FL,SRR3098373,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,2,8,>32,1,NA
590.1227,Chickens,2015,Typhimurium,MD,SRR3098379,<=1,2,<=0.25,2,4,<=0.015,<=0.125,>256,4,<=0.25,4,8,>32,0.5,NA
590.12271,Chickens,2015,Kentucky,KY,SRR3062681,<=1,2,<=0.25,2,4,<=0.015,<=0.125,<=16,2,0.5,2,>64,>32,1,NA
590.12272,Swine,2015,Anatum,NC,SRR3000049,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,8,32,1,NA
590.12273,Swine,2015,Agona,NY,SRR3000043,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,256,4,0.5,4,32,>32,1,NA
590.12274,Swine,2015,Infantis,PA,SRR3000039,4,>32,<=0.25,2,4,<=0.015,<=0.125,64,4,0.5,2,64,>32,1,NA
590.12275,Chickens,2015,Schwarzengrund,TN,SRR3000047,<=1,2,<=0.25,4,4,<=0.015,<=0.125,32,2,0.5,4,64,<=4,1,NA
590.12276,Cattle,2015,Anatum,WI,SRR3000044,2,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,0.5,4,16,>32,1,NA
590.12277,Turkeys,2015,"I 4,[5],12:i:-",MN,SRR3000033,8,>32,<=0.25,2,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,1,NA
590.12278,Cattle,2015,Infantis,CA,SRR2939561,2,>32,64,2,>32,0.125,>4,>256,4,8,>32,8,>32,>8,NA
590.12279,Cattle,2015,Anatum,IL,SRR3148245,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,4,<=0.25,4,8,32,1,NA
590.1228,Swine,2015,"I 4,[5],12:i:-",PA,SRR3148341,8,>32,<=0.25,2,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,1,NA
590.12281,Swine,2015,Derby,TX,SRR3000048,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,0.5,4,8,>32,1,NA
590.12282,Swine,2015,"I 4,[5],12:i:-",SC,SRR3148312,8,>32,<=0.25,4,8,<=0.015,<=0.125,>256,4,0.5,4,>64,>32,0.5,NA
590.12283,Swine,2015,Derby,KS,SRR3000045,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,<=16,4,0.5,4,8,>32,1,NA
590.12284,Cattle,2015,Montevideo,CA,SRR3000037,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,2,>64,>32,0.5,NA
590.12285,Swine,2015,Agona,IA,SRR3148240,>32,>32,16,4,>32,<=0.015,<=0.125,>256,>32,0.5,4,>64,>32,>8,NA
590.12286,Chickens,2015,Schwarzengrund,AL,SRR3148244,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,64,<=4,1,NA
590.12287,Turkeys,2015,Derby,MO,SRR3000040,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,4,8,>32,1,NA
590.12288,Chickens,2015,Montevideo,MD,SRR3000036,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,4,>64,>32,0.5,NA
590.12289,Swine,2015,Johannesburg,WI,SRR2973698,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,0.5,NA
590.1229,Chickens,2015,Heidelberg,TX,SRR2973701,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,>256,1,>16,4,>64,8,1,NA
590.12291,Swine,2015,Derby,MN,SRR2973708,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,1,4,16,>32,1,NA
590.12293,Cattle,2015,Muenchen,GA,SRR2239949,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,<=16,2,0.5,4,8,<=4,0.5,NA
590.12294,Chickens,2015,Schwarzengrund,TN,SRR2239959,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,2,0.5,4,64,<=4,1,NA
590.12295,Swine,2015,Typhimurium,CA,SRR3031824,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,2,0.5,4,>64,>32,1,NA
590.12296,Cattle,2015,Newport,UT,SRR3115378,>32,>32,32,2,>32,<=0.015,<=0.125,>256,>32,0.5,2,>64,>32,>8,NA
590.12299,Swine,2015,Anatum,TN,SRR2973705,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,4,<=0.25,4,4,32,1,NA
590.123,Chickens,2015,Typhimurium,NC,SRR2973699,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,>256,2,0.5,4,4,>32,0.5,NA
590.12301,Chickens,2015,Anatum,TX,SRR2973704,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,32,4,<=0.25,4,8,32,1,NA
590.12302,Swine,2015,Typhimurium,ID,SRR2973706,16,>32,<=0.25,2,>32,<=0.015,0.25,>256,2,0.5,4,64,32,1,NA
590.12303,Chickens,2015,Kentucky,TX,SRR2973707,<=1,<=1,<=0.25,2,4,<=0.015,>4,>256,1,0.5,2,8,<=4,0.5,NA
590.12304,Chickens,2015,Schwarzengrund,AL,SRR2973709,<=1,2,<=0.25,4,8,<=0.015,<=0.125,32,2,1,4,>64,<=4,1,NA
590.12305,Chickens,2015,Schwarzengrund,GA,SRR2973702,<=1,<=1,<=0.25,2,4,<=0.015,2,<=16,2,8,4,>64,<=4,1,NA
590.12306,Cattle,2015,Cerro,NE,SRR2973700,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,2,1,2,32,<=4,0.5,NA
590.12307,Swine,2015,Worthington,VA,SRR2973703,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,4,0.5,2,64,<=4,0.5,NA
590.12308,Swine,2015,Mbandaka,TX,SRR3115432,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,>256,4,0.5,2,>64,>32,1,NA
590.12309,Swine,2015,Anatum,IA,SRR3115379,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,4,<=0.25,4,16,32,0.5,NA
590.1231,Swine,2015,Anatum,NY,SRR3115381,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,32,4,<=0.25,4,4,32,1,NA
590.12311,Swine,2015,Anatum,PA,SRR3115380,<=1,<=1,<=0.25,2,4,<=0.015,<=0.125,64,4,<=0.25,4,16,32,0.5,NA
590.12312,Swine,2015,Agona,PA,SRR2973732,2,2,<=0.25,8,16,0.03,<=0.125,64,8,0.5,8,64,<=4,2,NA
590.12313,Turkeys,2015,Reading,IA,SRR2973722,16,>32,<=0.25,4,8,<=0.015,0.25,>256,4,0.5,4,8,<=4,1,NA
590.12314,Cattle,2015,Cerro,WI,SRR2973730,<=1,<=1,<=0.25,4,4,<=0.015,<=0.125,<=16,2,1,2,64,32,1,NA
590.12315,Cattle,2015,Anatum,WI,SRR2973728,<=1,<=1,<=0.25,2,8,<=0.015,<=0.125,128,4,0.5,4,64,>32,1,NA
590.12316,Cattle,2015,Reading,FL,SRR2973723,32,>32,16,4,>32,<=0.015,0.25,>256,>32,<=0.25,4,>64,>32,>8,NA
590.12317,Cattle,2015,Kentucky,WI,SRR2973737,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,32,2,0.5,2,>64,>32,0.5,NA
590.12318,Chickens,2015,Anatum,GA,SRR2973721,<=1,2,<=0.25,8,8,<=0.015,<=0.125,32,4,<=0.25,4,8,>32,1,NA
590.12319,Chickens,2015,Anatum,TX,SRR2973724,2,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,<=0.25,4,4,>32,1,NA
590.1232,Cattle,2015,"I 4,[5],12:i:-",WI,SRR2973725,4,>32,<=0.25,4,8,<=0.015,<=0.125,>256,2,0.5,4,>64,>32,0.5,NA
590.12321,Swine,2015,Anatum,IL,SRR2973731,<=1,2,<=0.25,8,8,<=0.015,<=0.125,64,8,0.5,4,8,>32,1,NA
590.12322,Cattle,2015,Agona,NJ,SRR2973726,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,8,0.5,4,8,>32,1,NA
590.12323,Swine,2015,Derby,TX,SRR2973727,>32,>32,32,8,16,0.03,<=0.125,32,>32,0.5,4,8,<=4,>8,NA
590.12324,Swine,2015,Typhimurium,PA,SRR2973729,<=1,<=1,<=0.25,4,8,<=0.015,0.25,>256,4,16,4,64,>32,1,NA
590.12325,Cattle,2015,Anatum,CA,SRR2973831,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,0.5,4,8,>32,1,NA
590.12326,Cattle,2015,Schwarzengrund,CA,SRR2973741,<=1,2,<=0.25,4,8,<=0.015,<=0.125,32,4,2,4,64,<=4,1,NA
590.12327,Swine,2015,Derby,WI,SRR2973736,8,>32,<=0.25,4,8,<=0.015,0.25,>256,4,1,4,>64,>32,1,NA
590.12328,Swine,2015,Anatum,NC,SRR2973834,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,<=0.25,4,8,>32,1,NA
590.12329,Cattle,2015,Anatum,NE,SRR3925188,<=1,<=1,<=0.25,4,8,<=0.015,<=0.125,64,4,0.5,4,8,<=4,1,NA
