SRA_run,BioSample_ID,isolate_name,isolation_latitude,isolation_longitude,ERS Number,MLST,spa,SCCMec,isolation_country,city,source,HosCom,mrsa,mrsa__groupcolour,PEN_phenotype,FOX_phenotype,CIP_phenotype,MFX_phenotype,AMK_phenotype,GEN_phenotype,TOB_phenotype,ERY_phenotype,CLI_phenotype,TCY_phenotype,FUS_phenotype,MUP_phenotype,RIF_phenotype,TMP_phenotype
ERR033451,SAMEA698395,322_FR_81,42.69833,2.893867,ERS026786,81,t127,,France,PERPIGNAN,BC,HA,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033312,SAMEA698373,324_AT_1,47.26269,11.3947,ERS026649,1,t127,,Austria,Innsbruck,PF,CO,0,#FFF734,,,,,,,,,,,,,,
ERR033439:ERR033633,SAMEA698604,325_FR_2873,49.11613,6.172695,ERS026761,2873,t590,,France,METZ,PF,CO,0,#76F013,resistant,,,,,,,,,resistant,,,,
ERR033437:ERR033631,SAMEA698606,326_FR_1,49.11613,6.172695,ERS026763,1,t590,,France,METZ,PF,CO,0,#76F013,resistant,,,,,,,,,resistant,,,,
ERR033538,SAMEA698676,327_IT_2875,43.81818,7.781754,ERS026874,2875,t127,,Italy,Sanremo,BC,CO,0,#76F013,,,,,,,,,,resistant,,,resistant,
ERR033698,SAMEA698316,328_NO_1,59.2181,10.92983,ERS026893,1,t174,,Norway,Fredrikstad,BC,HA,0,#76F013,resistant,,resistant,resistant,,,,resistant,resistant,,,,,
ERR033533,SAMEA698527,329_ES_1,41.54859,2.10744,ERS026985,1,t127,,Spain,SABADELL,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033584,SAMEA698192,33_SE_45,57.64071,18.29606,ERS027022,45,t2642,,Sweden,Visby,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR038690,SAMEA698360,330_PL_1815,54.51889,18.53054,ERS026923,1815,t127,,Poland,Gdynia,BC,HA,0,#76F013,,,,,,,,,,,,,,
ERR033432,SAMEA698326,332_DK_1,55.40211,11.35162,ERS026743,1,t127,,Denmark,Slagelse,BC,CO,0,#76F013,resistant,,,,,,,,,,resistant,,,
ERR033577,SAMEA698262,34_SE_45,56.16082,15.58671,ERS027018,45,t050,,Sweden,Karlskrona,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033364,SAMEA698539,35_CZ_45,50.76702,15.05614,ERS026722,45,t630,,Czech,Liberec,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033582,SAMEA698186,36_SE_45,59.27375,15.20754,ERS027024,45,t302,,Sweden,Orebro,BC,,0,#76F013,,,,,,,,,,,,,,
ERR033594,SAMEA698555,37_SE_45,59.85814,17.64459,ERS027037,45,t050,,Sweden,Uppsala,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033566,SAMEA698263,38_SE_45,56.67397,12.85729,ERS027015,45,t050,,Sweden,Halmstad,BC,,0,#76F013,resistant,,,,,,,,,resistant,,,,
ERR033597,SAMEA698558,39_SE_45,57.7818,14.15851,ERS027034,45,t050,,Sweden,Jonkoping,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033415,SAMEA698610,40_HR_45,46.38709,16.44155,ERS026711,45,t050,,Croatia,Cakovec,BC,HA,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033330,SAMEA698462,41_BG_45,42.64987,23.38783,ERS026692,45,t050,,Bulgaria,Sofia,BC,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033526,SAMEA698531,42_ES_45,40.34912,-3.828811,ERS026981,45,t630,,Spain,Alcorcon,BC,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033479,SAMEA698282,43_DE_45,52.34715,14.55047,ERS026808,45,t015,,Germany,FRANKFURT AN DER ODER,BC,,0,#FFF734,,,,,,,,,,,,,,
ERR033565,SAMEA698420,44_SE_45,60.60218,15.63221,ERS027005,45,t2641,,Sweden,Falun,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033564,SAMEA698417,45_SE_45,60.60218,15.63221,ERS027006,45,t015,,Sweden,Falun,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033239,SAMEA698513,46_BE_45,51.20941,3.22523,ERS026656,45,t740,IVk*,Belgium,Brugge,BC,CO,1,#ED462F,resistant,resistant,resistant,resistant,,,,,,,,,,
ERR033265:ERR033343,SAMEA698306,47_BE_45,51.20941,3.22523,ERS026680,45,t740,IVk*,Belgium,Brugge,BC,HA,1,#ED462F,resistant,resistant,resistant,resistant,,,,resistant,resistant,,,,,
ERR033240,SAMEA698505,48_BE_45,50.96356,5.500185,ERS026658,45,t2537,Ivk*,Belgium,GENK,PF,,1,#FFF734,resistant,resistant,resistant,resistant,,,,,,,,,,
ERR033249,SAMEA698629,49_BE_45,50.94466,3.123372,ERS026660,45,t038,Ivk*,Belgium,ROESELARE,BC,HA,1,#ED462F,resistant,resistant,resistant,resistant,,,,,,,,,,
ERR033310,SAMEA698365,50_BE_45,50.41146,4.44424,ERS026647,45,t038,IVk*,Belgium,CHARLEROI,BC,HA,1,#ED462F,resistant,resistant,resistant,resistant,,,,resistant,resistant,,,,,
ERR033435:ERR033629,SAMEA698165,51_FR_2872,43.64766,0.585159,ERS026754,2872,t2214,,France,AUCH,BC,CO,0,#FFF734,,,,,,,,,,,,,,
ERR033454,SAMEA698392,52_FR_2866,48.11176,-1.680265,ERS026783,2866,t571,,France,RENNES,PF,CO,0,#FFF734,resistant,,,,,,,,,,,,,resistant
ERR033361,SAMEA698542,54_CZ_398,49.21585,15.87992,ERS026725,398,t034,,Czech,Trebic,BC,CO,0,#FFF734,,,resistant,,,,,resistant,resistant,resistant,,,,
ERR033500:ERR038668,SAMEA698600,55_FR_398,48.3906,-4.486901,ERS026765,398,t034,,France,BREST,BC,CO,0,#FFF734,resistant,,,,,,,resistant,resistant,resistant,,,,
ERR033572,SAMEA698416,56_SE_2881,55.60333,13.0013,ERS027009,2881,t153,,Sweden,Malmo,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR045843:ERR045850,SAMEA1028326,57_UK_34,55.01928,-1.652436,ERS026930,34,t136,,United Kingdom,Newcastle Upon Tyne,BC,HA,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033502:ERR038659,SAMEA698475,58_FR_34,47.63883,6.862221,ERS026774,34,t2506,,France,BELFORT,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR038688,SAMEA698358,59_PL_30,53.01379,18.59844,ERS026925,30,t021,,Poland,Torun,BC,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR038672,SAMEA698499,6_PL_2880,54.11152,22.93079,ERS026917,2880,t159,,Poland,SUWALKI,BC,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR038684,SAMEA698354,60_UK_30,55.13199,-6.668451,ERS026929,30,t2864,,United Kingdom,Coleraine,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033431,SAMEA698323,61_DK_2862,55.40211,11.35162,ERS026744,2862,t1414,,Denmark,Slagelse,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033480,SAMEA698285,62_DE_30,52.37207,9.735686,ERS026807,30,t122,,Germany,Hannover,BC,HA,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033464,SAMEA698250,63_FR_30,49.11613,6.172695,ERS026798,30,t021,,France,METZ,PF,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033414,SAMEA698613,64_CY_39,35.1676,33.37362,ERS026712,39,t382,,Cyprus,Nicosia,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033341,SAMEA698457,66_BG_1829,42.69783,23.32329,ERS026695,1829,t1143,IV,Bulgaria,Sofia,PF,HA,1,#FFF734,resistant,resistant,,,,,,,,,,,,
ERR033593,SAMEA698560,67_SE_30,58.41612,15.62664,ERS027038,30,t342,,Sweden,Linkoping,BC,,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033550,SAMEA698211,68_PL_30,52.40638,16.92517,ERS026932,30,t338,,Poland,Inowroc?aw,BC,HA,0,#76F013,resistant,,resistant,,,,,resistant,resistant,,,,,
ERR033428,SAMEA698322,69_DK_30,55.67629,12.56812,ERS026747,30,t363,,Denmark,Copenhagen,BC,HA,0,#76F013,resistant,,,,,,,resistant,resistant,,,,,
ERR033535,SAMEA698536,7_ES_123,36.50994,-4.886352,ERS026983,123,t2221,,Spain,MARBELLA,BC,CO,0,#76F013,resistant,,,,,,,,,,resistant,,,
ERR033441:ERR033635,SAMEA698172,70_FI_30,60.16988,24.93841,ERS026759,30,t2602,,Finland,Helsinki,BC,HA,0,#FFF734,resistant,,,,,,,resistant,resistant,,,,,
ERR033542,SAMEA698724,71_IT_30,43.1107,12.38917,ERS026881,30,t012,,Italy,Perugia,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033373,SAMEA698404,72_CZ_2864,49.74749,13.3776,ERS026738,2864,t122,,Czech,Plzen,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033298,SAMEA698688,73_ES_2858,39.47618,-6.37076,ERS026975,2858,t122,,Spain,CACERES,BC,,1,#ED462F,resistant,,,,,,,,,,,,,
ERR038685,SAMEA698353,74_PL_30,51.76728,18.08535,ERS026928,30,t122,,Poland,Kalisz,BC,HA,0,#FFF734,resistant,,,,,,,resistant,resistant,,,,,
ERR033537,SAMEA698672,75_IT_30,46.06667,11.13333,ERS026872,30,t021,,Italy,Trento,BC,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033590,SAMEA698554,76_SE_30,58.34898,11.93833,ERS027030,30,t840,,Sweden,Uddevalla,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033581,SAMEA698187,77_SE_2879,59.27375,15.20754,ERS027025,2879,t012,,Sweden,Orebro,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033589,SAMEA698194,78_SE_30,58.41612,15.62664,ERS027028,30,t021,,Sweden,Linkoping,BC,,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033556,SAMEA698579,79_PT_30,41.55176,-8.422891,ERS026940,30,t021,,Portugal,Braga,BC,HA,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033521,SAMEA698547,8_PT_121,38.71667,-9.133333,ERS026948,121,t645,,Portugal,Lisbon,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR038674,SAMEA698501,80_NO_30,61.45193,5.843864,ERS026915,30,t012,,Norway,Forde,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033529,SAMEA698185,81_ES_36,42.43362,-8.648053,ERS026989,36,t018,II,Spain,PONTEVEDRA,BC,HA,1,#ED462F,resistant,resistant,resistant,resistant,resistant,,resistant,resistant,resistant,,,,,
ERR033578,SAMEA698265,83_SE_30,59.60672,16.55082,ERS027017,30,t021,,Sweden,Vasteras,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033508:ERR038665,SAMEA698597,84_FR_30,44.85327,0.48295,ERS026768,30,t012,,France,BERGERAC,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033424,SAMEA698168,85_DK_30,56.45319,9.402029,ERS026751,30,t2005,,Denmark,Viborg,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033374,SAMEA698405,86_DK_30,55.92918,12.30809,ERS026737,30,t840,,Denmark,Hillerod,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033291,SAMEA698299,87_ES_30,38.34604,-0.484756,ERS026968,30,t021,,Spain,ALICANTE,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033461,SAMEA698242,88_FR_2868,43.64051,5.086604,ERS026790,2868,t018,,France,SALON-DE-PROVENCE,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033506:ERR038663,SAMEA698471,89_FR_30,44.44563,1.441466,ERS026770,30,t012,,France,CAHORS,BC,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033507:ERR038664,SAMEA698598,9_FR_121,44.83737,-0.576144,ERS026769,121,t645,,France,BORDEAUX,PF,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033505:ERR038662,SAMEA698470,91_FR_30,43.29834,5.383221,ERS026771,30,t019,,France,MARSEILLE,PF,HA,0,#FFF734,resistant,,,,,,,,,,resistant,,,
ERR033498:ERR038658,SAMEA698599,92_FR_30,47.74949,7.339781,ERS026764,30,t2018,,France,MULHOUSE,BC,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033583,SAMEA698193,93_SE_22,59.85814,17.64459,ERS027023,22,t223,,Sweden,Uppsala,BC,,0,#76F013,resistant,,,,,,,,,,,,,
ERR033425,SAMEA698169,94_DK_22,55.67629,12.56812,ERS026750,22,t005,,Denmark,Copenhagen,BC,HA,0,#76F013,resistant,,,,,,,,,,,,,
ERR033474,SAMEA698290,95_DE_22,54.32269,10.13586,ERS026802,22,t2183,,Germany,Kiel,BC,,0,#FFF734,,,,,,,,,,,,,,
ERR033457,SAMEA698393,96_FR_22,45.77717,3.082418,ERS026780,22,t005,,France,CLERMONT-FERRAND,PF,CO,0,#76F013,resistant,,,,,,,,,,,,,
ERR033436:ERR033630,SAMEA698170,97_FR_22,43.64766,0.585159,ERS026753,22,t2044,,France,AUCH,PF,CO,0,#FFF734,resistant,,,,,,,,,,,,,
ERR033333,SAMEA698254,98_HR_22,43.51267,16.44239,ERS026703,22,t005,,Croatia,Split,BC,HA,0,#FFF734,resistant,,,,,,,,,,,,,
ERR038402:ERR039397,SAMEA698664,99_AT_22,48.00697,13.65322,ERS026622,22,t005,,Austria,Vocklabruck,BC,,0,#76F013,resistant,,,,,,,,,,,,,
