Run,ArrayExpress-SPECIES,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,STRAIN,Submitter_Id,ShortName,NAME,Azithromycin,Ceftriaxone,Cefixime,Ciprofloxacin,Penicillin,Sulfonamides,Spectinomycin,Tetracycline
ERR1555209,Neisseria gonorrhoeae,WGS,BioProject23,250,620094500,PRJEB9227,SAMEA3468268,105820502,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625965,SAMEA3468268,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:54Z,public,Illumina HiSeq 2000,14640817,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468268,RB13002252-sc-2287674,ERP010312,RB13002252,RB13002252-sc-2287674,RB13002252,ECDC_RB13002252,0,0,0,0,1,0,0,0
ERR1555210,Neisseria gonorrhoeae,WGS,BioProject23,250,607732250,PRJEB9227,SAMEA3468269,106624355,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625966,SAMEA3468269,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:18:27Z,public,Illumina HiSeq 2000,14640829,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468269,RB13001981-sc-2287675,ERP010312,RB13001981,RB13001981-sc-2287675,RB13001981,ECDC_RB13001981,0,0,0,0,1,1,0,1
ERR1555211,Neisseria gonorrhoeae,WGS,BioProject23,250,620852750,PRJEB9227,SAMEA3468270,111910465,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625967,SAMEA3468270,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:08Z,public,Illumina HiSeq 2000,14640841,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468270,RB13002254-sc-2287677,ERP010312,RB13002254,RB13002254-sc-2287677,RB13002254,ECDC_RB13002254,0,0,0,0,1,1,0,1
ERR1555212,Neisseria gonorrhoeae,WGS,BioProject23,250,620517250,PRJEB9227,SAMEA3468271,107666223,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625968,SAMEA3468271,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:13Z,public,Illumina HiSeq 2000,14640758,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468271,RB13002255-sc-2287678,ERP010312,RB13002255,RB13002255-sc-2287678,RB13002255,ECDC_RB13002255,0,0,0,0,1,0,0,0
ERR1555213,Neisseria gonorrhoeae,WGS,BioProject23,250,577529500,PRJEB9227,SAMEA3468272,107106371,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625969,SAMEA3468272,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:15:14Z,public,Illumina HiSeq 2000,14640770,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468272,RB13002308-sc-2287679,ERP010312,RB13002308,RB13002308-sc-2287679,RB13002308,ECDC_RB13002308,0,0,0,0,1,1,0,1
ERR1555214,Neisseria gonorrhoeae,WGS,BioProject23,250,593226750,PRJEB9227,SAMEA3468273,104118548,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625970,SAMEA3468273,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:16:46Z,public,Illumina HiSeq 2000,14640782,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468273,RB13002309-sc-2287680,ERP010312,RB13002309,RB13002309-sc-2287680,RB13002309,ECDC_RB13002309,0,0,0,0,1,0,0,0
ERR1555215,Neisseria gonorrhoeae,WGS,BioProject23,250,666819250,PRJEB9227,SAMEA3468274,116537291,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625971,SAMEA3468274,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:54Z,public,Illumina HiSeq 2000,14640794,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468274,RB13002310-sc-2287681,ERP010312,RB13002310,RB13002310-sc-2287681,RB13002310,ECDC_RB13002310,0,0,0,0,1,1,0,1
ERR1555216,Neisseria gonorrhoeae,WGS,BioProject23,250,663923250,PRJEB9227,SAMEA3468275,113660638,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625972,SAMEA3468275,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:13Z,public,Illumina HiSeq 2000,14640806,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468275,RB13002311-sc-2287682,ERP010312,RB13002311,RB13002311-sc-2287682,RB13002311,ECDC_RB13002311,0,0,0,0,1,1,0,1
ERR1555217,Neisseria gonorrhoeae,WGS,BioProject23,250,600642750,PRJEB9227,SAMEA3468276,108995861,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625973,SAMEA3468276,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:10Z,public,Illumina HiSeq 2000,14640818,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468276,RB13002323-sc-2287683,ERP010312,RB13002323,RB13002323-sc-2287683,RB13002323,ECDC_RB13002323,0,0,0,0,1,1,0,1
ERR1555218,Neisseria gonorrhoeae,WGS,BioProject23,250,681819000,PRJEB9227,SAMEA3468277,114783038,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625974,SAMEA3468277,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:57Z,public,Illumina HiSeq 2000,14640830,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468277,RB13002324-sc-2287684,ERP010312,RB13002324,RB13002324-sc-2287684,RB13002324,ECDC_RB13002324,0,0,0,0,1,0,0,0
ERR1555219,Neisseria gonorrhoeae,WGS,BioProject23,250,709926000,PRJEB9227,SAMEA3468278,116861861,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625975,SAMEA3468278,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:15:22Z,public,Illumina HiSeq 2000,14640842,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468278,RB13002397-sc-2287685,ERP010312,RB13002397,RB13002397-sc-2287685,RB13002397,ECDC_RB13002397,0,0,0,0,1,1,0,1
ERR1555220,Neisseria gonorrhoeae,WGS,BioProject23,250,632597500,PRJEB9227,SAMEA3468279,120570337,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625976,SAMEA3468279,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:22:34Z,public,Illumina HiSeq 2000,14640759,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468279,RB13002398-sc-2287686,ERP010312,RB13002398,RB13002398-sc-2287686,RB13002398,ECDC_RB13002398,0,0,0,0,1,1,0,1
ERR1555221,Neisseria gonorrhoeae,WGS,BioProject23,250,644737500,PRJEB9227,SAMEA3468280,111979268,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625977,SAMEA3468280,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:57Z,public,Illumina HiSeq 2000,14640771,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468280,RB13002399-sc-2287687,ERP010312,RB13002399,RB13002399-sc-2287687,RB13002399,ECDC_RB13002399,0,0,1,1,1,1,0,1
ERR1555222,Neisseria gonorrhoeae,WGS,BioProject23,250,627516000,PRJEB9227,SAMEA3468281,110724592,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625978,SAMEA3468281,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:10Z,public,Illumina HiSeq 2000,14640783,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468281,CY13_002-sc-2287688,ERP010312,CY13-002,CY13_002-sc-2287688,CY13_002,ECDC_CY13_002,0,0,1,1,1,1,0,1
ERR1555223,Neisseria gonorrhoeae,WGS,BioProject23,250,654716000,PRJEB9227,SAMEA3468282,116826023,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625979,SAMEA3468282,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:57Z,public,Illumina HiSeq 2000,14640795,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468282,CY13_003-sc-2287689,ERP010312,CY13-003,CY13_003-sc-2287689,CY13_003,ECDC_CY13_003,0,0,1,1,1,1,0,1
ERR1555224,Neisseria gonorrhoeae,WGS,BioProject23,250,659294250,PRJEB9227,SAMEA3468283,116620745,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625980,SAMEA3468283,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:14:37Z,public,Illumina HiSeq 2000,14640807,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468283,CY13_004-sc-2287690,ERP010312,CY13-004,CY13_004-sc-2287690,CY13_004,ECDC_CY13_004,0,0,1,1,1,1,0,1
ERR1555225,Neisseria gonorrhoeae,WGS,BioProject23,250,650393250,PRJEB9227,SAMEA3468284,115234321,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625981,SAMEA3468284,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:57Z,public,Illumina HiSeq 2000,14640819,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468284,CY13_005-sc-2287691,ERP010312,CY13-005,CY13_005-sc-2287691,CY13_005,ECDC_CY13_005,0,0,0,0,1,0,0,1
ERR1555226,Neisseria gonorrhoeae,WGS,BioProject23,250,669300750,PRJEB9227,SAMEA3468285,124695077,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625982,SAMEA3468285,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:22:01Z,public,Illumina HiSeq 2000,14640831,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468285,CY13_006-sc-2287692,ERP010312,CY13-006,CY13_006-sc-2287692,CY13_006,ECDC_CY13_006,0,0,0,1,1,1,0,1
ERR1555227,Neisseria gonorrhoeae,WGS,BioProject23,250,665678250,PRJEB9227,SAMEA3468286,114841891,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625983,SAMEA3468286,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:57Z,public,Illumina HiSeq 2000,14640843,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468286,CY13_007-sc-2287693,ERP010312,CY13-007,CY13_007-sc-2287693,CY13_007,ECDC_CY13_007,0,0,1,1,1,1,0,1
ERR1555228,Neisseria gonorrhoeae,WGS,BioProject23,250,604855750,PRJEB9227,SAMEA3468287,108943382,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625984,SAMEA3468287,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:11Z,public,Illumina HiSeq 2000,14640760,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468287,CY13_009-sc-2287694,ERP010312,CY13-009,CY13_009-sc-2287694,CY13_009,ECDC_CY13_009,0,0,1,1,1,1,0,1
ERR1555229,Neisseria gonorrhoeae,WGS,BioProject23,250,627706250,PRJEB9227,SAMEA3468288,115400239,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625985,SAMEA3468288,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:57Z,public,Illumina HiSeq 2000,14640772,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468288,CY13_010-sc-2287695,ERP010312,CY13-010,CY13_010-sc-2287695,CY13_010,ECDC_CY13_010,0,0,1,1,1,1,0,1
ERR1555230,Neisseria gonorrhoeae,WGS,BioProject23,250,590362750,PRJEB9227,SAMEA3468289,101410601,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625986,SAMEA3468289,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:14:42Z,public,Illumina HiSeq 2000,14640784,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468289,MT13_001-sc-2287696,ERP010312,MT13-001,MT13_001-sc-2287696,MT13_001,ECDC_MT13_001,0,0,0,0,1,1,0,1
ERR1555231,Neisseria gonorrhoeae,WGS,BioProject23,250,611490000,PRJEB9227,SAMEA3468290,111035092,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625987,SAMEA3468290,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:23Z,public,Illumina HiSeq 2000,14640796,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468290,MT13_002-sc-2287697,ERP010312,MT13-002,MT13_002-sc-2287697,MT13_002,ECDC_MT13_002,0,0,0,1,1,1,0,1
ERR1555232,Neisseria gonorrhoeae,WGS,BioProject23,250,669393750,PRJEB9227,SAMEA3468291,116745593,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625988,SAMEA3468291,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:22:01Z,public,Illumina HiSeq 2000,14640808,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468291,MT13_003-sc-2287698,ERP010312,MT13-003,MT13_003-sc-2287698,MT13_003,ECDC_MT13_003,0,0,0,1,1,1,0,1
ERR1555233,Neisseria gonorrhoeae,WGS,BioProject23,250,647705250,PRJEB9227,SAMEA3468292,105357941,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625989,SAMEA3468292,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:11Z,public,Illumina HiSeq 2000,14640820,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468292,MT13_008-sc-2287699,ERP010312,MT13-008,MT13_008-sc-2287699,MT13_008,ECDC_MT13_008,0,0,0,0,1,1,0,1
ERR1555234,Neisseria gonorrhoeae,WGS,BioProject23,250,632628750,PRJEB9227,SAMEA3468293,108838301,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625990,SAMEA3468293,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:14:49Z,public,Illumina HiSeq 2000,14640832,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468293,MT13_009-sc-2287700,ERP010312,MT13-009,MT13_009-sc-2287700,MT13_009,ECDC_MT13_009,0,0,0,0,1,1,0,1
ERR1555235,Neisseria gonorrhoeae,WGS,BioProject23,250,658945750,PRJEB9227,SAMEA3468294,108560226,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625991,SAMEA3468294,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:16:46Z,public,Illumina HiSeq 2000,14640844,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468294,MT13_012-sc-2287701,ERP010312,MT13-012,MT13_012-sc-2287701,MT13_012,ECDC_MT13_012,0,0,0,0,1,1,0,1
ERR1555236,Neisseria gonorrhoeae,WGS,BioProject23,250,664532000,PRJEB9227,SAMEA3468295,114910824,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625992,SAMEA3468295,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:22:02Z,public,Illumina HiSeq 2000,14640761,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468295,MT13_013-sc-2287702,ERP010312,MT13-013,MT13_013-sc-2287702,MT13_013,ECDC_MT13_013,0,0,0,0,1,1,0,1
ERR1555237,Neisseria gonorrhoeae,WGS,BioProject23,250,355544750,PRJEB9227,SAMEA3468296,56761074,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625993,SAMEA3468296,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:13Z,public,Illumina HiSeq 2000,14640773,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468296,MT13_015-sc-2287703,ERP010312,MT13-015,MT13_015-sc-2287703,MT13_015,ECDC_MT13_015,0,0,0,0,1,1,0,1
ERR1555238,Neisseria gonorrhoeae,WGS,BioProject23,250,687598500,PRJEB9227,SAMEA3468297,121138830,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625994,SAMEA3468297,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:11Z,public,Illumina HiSeq 2000,14640785,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468297,MT13_016-sc-2287704,ERP010312,MT13-016,MT13_016-sc-2287704,MT13_016,ECDC_MT13_016,0,0,0,1,1,0,0,1
ERR1555239,Neisseria gonorrhoeae,WGS,BioProject23,250,715450250,PRJEB9227,SAMEA3468298,118901939,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625995,SAMEA3468298,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:23Z,public,Illumina HiSeq 2000,14640797,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468298,MT13_017-sc-2287706,ERP010312,MT13-017,MT13_017-sc-2287706,MT13_017,ECDC_MT13_017,0,0,1,1,1,1,0,1
ERR1555240,Neisseria gonorrhoeae,WGS,BioProject23,250,654000500,PRJEB9227,SAMEA3468299,117946636,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625996,SAMEA3468299,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:14:49Z,public,Illumina HiSeq 2000,14640809,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468299,MT13_019-sc-2287708,ERP010312,MT13-019,MT13_019-sc-2287708,MT13_019,ECDC_MT13_019,0,0,1,1,1,1,0,1
ERR1555241,Neisseria gonorrhoeae,WGS,BioProject23,250,707109500,PRJEB9227,SAMEA3468300,116945036,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625997,SAMEA3468300,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:16:46Z,public,Illumina HiSeq 2000,14640821,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468300,MT13_020-sc-2287710,ERP010312,MT13-020,MT13_020-sc-2287710,MT13_020,ECDC_MT13_020,0,0,1,1,1,1,0,1
ERR1555242,Neisseria gonorrhoeae,WGS,BioProject23,250,663640250,PRJEB9227,SAMEA3468301,115272898,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625998,SAMEA3468301,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:22:09Z,public,Illumina HiSeq 2000,14640833,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468301,MT13_021-sc-2287713,ERP010312,MT13-021,MT13_021-sc-2287713,MT13_021,ECDC_MT13_021,0,0,0,0,1,1,0,1
ERR1555243,Neisseria gonorrhoeae,WGS,BioProject23,250,646227000,PRJEB9227,SAMEA3468302,110535353,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1625999,SAMEA3468302,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:13Z,public,Illumina HiSeq 2000,14640845,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468302,MT13_022-sc-2287715,ERP010312,MT13-022,MT13_022-sc-2287715,MT13_022,ECDC_MT13_022,0,0,0,0,1,1,0,1
ERR1555244,Neisseria gonorrhoeae,WGS,BioProject23,250,625114000,PRJEB9227,SAMEA3468303,111664542,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1626000,SAMEA3468303,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:24:11Z,public,Illumina HiSeq 2000,14640762,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468303,MT13_010-sc-2287717,ERP010312,MT13-010,MT13_010-sc-2287717,MT13_010,ECDC_MT13_010,0,0,0,1,1,1,0,1
ERR1555245,Neisseria gonorrhoeae,WGS,BioProject23,250,642893750,PRJEB9227,SAMEA3468304,115801546,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1626001,SAMEA3468304,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:21:23Z,public,Illumina HiSeq 2000,14640774,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468304,MT13_025-sc-2287719,ERP010312,MT13-025,MT13_025-sc-2287719,MT13_025,ECDC_MT13_025,0,0,0,0,1,1,0,1
ERR1555246,Neisseria gonorrhoeae,WGS,BioProject23,250,670590250,PRJEB9227,SAMEA3468305,113937058,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-08-04,2016-08-03,2018-11-16,2018-03-09,ERX1626002,SAMEA3468305,SC,Wellcome Sanger Institute,2016-08-03T17:32:56Z,2018-03-09T10:14:49Z,public,Illumina HiSeq 2000,14640786,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-08-05T00:00:00Z,SAMEA3468305,MT13_026-sc-2287721,ERP010312,MT13-026,MT13_026-sc-2287721,MT13_026,ECDC_MT13_026,0,0,0,1,1,0,0,1
