Run,ArrayExpress-SPECIES,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,STRAIN,Submitter_Id,ShortName,NAME,Azithromycin,Ceftriaxone,Cefixime,Ciprofloxacin,Penicillin,Sulfonamides,Spectinomycin,Tetracycline
ERR1528254,Neisseria gonorrhoeae,WGS,BioProject23,250,637310250,PRJEB9227,SAMEA3431805,108353868,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599146,SAMEA3431805,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:23:45Z,public,Illumina HiSeq 2000,14277634,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431805,NL25-sc-2287154,ERP010312,NL25,NL25-sc-2287154,NL25,ECDC_NL25,0,0,0,0,1,0,0,1
ERR1528255,Neisseria gonorrhoeae,WGS,BioProject23,250,643347250,PRJEB9227,SAMEA3431807,119297212,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599147,SAMEA3431807,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:37Z,public,Illumina HiSeq 2000,14277646,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431807,NL26-sc-2287156,ERP010312,NL26,NL26-sc-2287156,NL26,ECDC_NL26,0,0,0,0,1,1,0,1
ERR1528256,Neisseria gonorrhoeae,WGS,BioProject23,250,619862000,PRJEB9227,SAMEA3431809,106329456,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599148,SAMEA3431809,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:50Z,public,Illumina HiSeq 2000,14277658,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431809,NL27-sc-2287158,ERP010312,NL27,NL27-sc-2287158,NL27,ECDC_NL27,0,0,0,0,1,1,0,1
ERR1528257,Neisseria gonorrhoeae,WGS,BioProject23,250,590254750,PRJEB9227,SAMEA3431811,101776151,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599149,SAMEA3431811,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:23:45Z,public,Illumina HiSeq 2000,14277670,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431811,NL28-sc-2287160,ERP010312,NL28,NL28-sc-2287160,NL28,ECDC_NL28,0,0,0,0,1,1,0,1
ERR1528258,Neisseria gonorrhoeae,WGS,BioProject23,250,626635500,PRJEB9227,SAMEA3431813,104600142,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599150,SAMEA3431813,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:37Z,public,Illumina HiSeq 2000,14277587,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431813,NL29-sc-2287162,ERP010312,NL29,NL29-sc-2287162,NL29,ECDC_NL29,0,0,0,0,1,1,0,1
ERR1528259,Neisseria gonorrhoeae,WGS,BioProject23,250,608361500,PRJEB9227,SAMEA3431815,111322802,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599151,SAMEA3431815,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:50Z,public,Illumina HiSeq 2000,14277599,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431815,NL30-sc-2287164,ERP010312,NL30,NL30-sc-2287164,NL30,ECDC_NL30,0,0,0,0,1,1,0,1
ERR1528260,Neisseria gonorrhoeae,WGS,BioProject23,250,634853250,PRJEB9227,SAMEA3431817,103744909,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599152,SAMEA3431817,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:23:45Z,public,Illumina HiSeq 2000,14277611,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431817,NL31-sc-2287166,ERP010312,NL31,NL31-sc-2287166,NL31,ECDC_NL31,0,0,0,0,1,1,0,1
ERR1528261,Neisseria gonorrhoeae,WGS,BioProject23,250,598542750,PRJEB9227,SAMEA3431819,104482244,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599153,SAMEA3431819,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:37Z,public,Illumina HiSeq 2000,14277623,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431819,NL32-sc-2287168,ERP010312,NL32,NL32-sc-2287168,NL32,ECDC_NL32,0,0,0,1,1,1,0,1
ERR1528262,Neisseria gonorrhoeae,WGS,BioProject23,250,642270500,PRJEB9227,SAMEA3431820,109914087,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599154,SAMEA3431820,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277635,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431820,NL33-sc-2287169,ERP010312,NL33,NL33-sc-2287169,NL33,ECDC_NL33,0,0,0,0,1,1,0,1
ERR1528263,Neisseria gonorrhoeae,WGS,BioProject23,250,619197750,PRJEB9227,SAMEA3431823,110594756,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599155,SAMEA3431823,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:23:45Z,public,Illumina HiSeq 2000,14277647,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431823,NL35-sc-2287172,ERP010312,NL35,NL35-sc-2287172,NL35,ECDC_NL35,0,0,0,1,1,1,0,1
ERR1528264,Neisseria gonorrhoeae,WGS,BioProject23,250,631103250,PRJEB9227,SAMEA3431824,111954872,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599156,SAMEA3431824,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:25:03Z,public,Illumina HiSeq 2000,14277659,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431824,NL36-sc-2287173,ERP010312,NL36,NL36-sc-2287173,NL36,ECDC_NL36,0,0,0,1,1,1,0,1
ERR1528265,Neisseria gonorrhoeae,WGS,BioProject23,250,669212250,PRJEB9227,SAMEA3431826,119691827,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599157,SAMEA3431826,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277671,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431826,NL37-sc-2287175,ERP010312,NL37,NL37-sc-2287175,NL37,ECDC_NL37,0,0,0,1,1,1,0,1
ERR1528266,Neisseria gonorrhoeae,WGS,BioProject23,250,636855250,PRJEB9227,SAMEA3431828,115393427,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599158,SAMEA3431828,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277588,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431828,NL38-sc-2287177,ERP010312,NL38,NL38-sc-2287177,NL38,ECDC_NL38,0,0,0,0,1,1,0,1
ERR1528267,Neisseria gonorrhoeae,WGS,BioProject23,250,604636000,PRJEB9227,SAMEA3431831,105693399,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599159,SAMEA3431831,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:37Z,public,Illumina HiSeq 2000,14277600,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431831,NL39-sc-2287180,ERP010312,NL39,NL39-sc-2287180,NL39,ECDC_NL39,0,0,0,0,1,1,0,1
ERR1528268,Neisseria gonorrhoeae,WGS,BioProject23,250,594865500,PRJEB9227,SAMEA3431833,103621233,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599160,SAMEA3431833,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:50Z,public,Illumina HiSeq 2000,14277612,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431833,NL41-sc-2287182,ERP010312,NL41,NL41-sc-2287182,NL41,ECDC_NL41,0,0,0,0,1,1,0,1
ERR1528269,Neisseria gonorrhoeae,WGS,BioProject23,250,596781500,PRJEB9227,SAMEA3431834,104905258,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599161,SAMEA3431834,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:23:45Z,public,Illumina HiSeq 2000,14277624,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431834,NL42-sc-2287183,ERP010312,NL42,NL42-sc-2287183,NL42,ECDC_NL42,0,0,0,0,0,0,0,0
ERR1528270,Neisseria gonorrhoeae,WGS,BioProject23,250,597200750,PRJEB9227,SAMEA3431836,104908369,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599162,SAMEA3431836,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277636,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431836,NL43-sc-2287185,ERP010312,NL43,NL43-sc-2287185,NL43,ECDC_NL43,0,0,0,0,1,1,0,1
ERR1528271,Neisseria gonorrhoeae,WGS,BioProject23,250,651042250,PRJEB9227,SAMEA3431838,111774724,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599163,SAMEA3431838,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:25:03Z,public,Illumina HiSeq 2000,14277648,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431838,NL44-sc-2287187,ERP010312,NL44,NL44-sc-2287187,NL44,ECDC_NL44,0,0,0,0,1,1,0,0
ERR1528272,Neisseria gonorrhoeae,WGS,BioProject23,250,613137500,PRJEB9227,SAMEA3431840,112930370,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599164,SAMEA3431840,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277660,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431840,NL45-sc-2287189,ERP010312,NL45,NL45-sc-2287189,NL45,ECDC_NL45,0,0,0,0,1,1,0,1
ERR1528273,Neisseria gonorrhoeae,WGS,BioProject23,250,623069250,PRJEB9227,SAMEA3431842,118509615,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599165,SAMEA3431842,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277672,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431842,NL46-sc-2287191,ERP010312,NL46,NL46-sc-2287191,NL46,ECDC_NL46,0,0,0,0,1,0,0,0
ERR1528274,Neisseria gonorrhoeae,WGS,BioProject23,250,659132750,PRJEB9227,SAMEA3431844,112439287,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599166,SAMEA3431844,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277589,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431844,NL47-sc-2287193,ERP010312,NL47,NL47-sc-2287193,NL47,ECDC_NL47,0,0,0,0,1,1,0,1
ERR1528275,Neisseria gonorrhoeae,WGS,BioProject23,250,614630000,PRJEB9227,SAMEA3431846,106901500,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599167,SAMEA3431846,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277601,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431846,NL49-sc-2287195,ERP010312,NL49,NL49-sc-2287195,NL49,ECDC_NL49,0,0,0,0,1,1,0,1
ERR1528276,Neisseria gonorrhoeae,WGS,BioProject23,250,674465250,PRJEB9227,SAMEA3431848,127419948,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599168,SAMEA3431848,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:25:03Z,public,Illumina HiSeq 2000,14277613,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431848,NL51-sc-2287197,ERP010312,NL51,NL51-sc-2287197,NL51,ECDC_NL51,0,0,0,0,1,0,0,0
ERR1528277,Neisseria gonorrhoeae,WGS,BioProject23,250,591333000,PRJEB9227,SAMEA3431850,105778555,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599169,SAMEA3431850,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277625,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431850,NL54-sc-2287199,ERP010312,NL54,NL54-sc-2287199,NL54,ECDC_NL54,0,0,0,1,1,1,0,1
ERR1528278,Neisseria gonorrhoeae,WGS,BioProject23,250,668095500,PRJEB9227,SAMEA3431851,114480355,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599170,SAMEA3431851,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:51Z,public,Illumina HiSeq 2000,14277637,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431851,NL57-sc-2287200,ERP010312,NL57,NL57-sc-2287200,NL57,ECDC_NL57,0,0,0,0,1,1,0,0
ERR1528279,Neisseria gonorrhoeae,WGS,BioProject23,250,685668500,PRJEB9227,SAMEA3431854,121692798,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599171,SAMEA3431854,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:25:03Z,public,Illumina HiSeq 2000,14277649,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431854,NL60-sc-2287203,ERP010312,NL60,NL60-sc-2287203,NL60,ECDC_NL60,0,0,0,0,1,0,0,0
ERR1528280,Neisseria gonorrhoeae,WGS,BioProject23,250,647876500,PRJEB9227,SAMEA3431856,111724047,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599172,SAMEA3431856,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277661,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431856,NL62-sc-2287205,ERP010312,NL62,NL62-sc-2287205,NL62,ECDC_NL62,0,0,1,1,1,1,0,1
ERR1528281,Neisseria gonorrhoeae,WGS,BioProject23,250,692750000,PRJEB9227,SAMEA3431858,119500588,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599173,SAMEA3431858,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277673,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431858,NL63-sc-2287207,ERP010312,NL63,NL63-sc-2287207,NL63,ECDC_NL63,0,0,1,1,1,1,0,1
ERR1528282,Neisseria gonorrhoeae,WGS,BioProject23,250,683528500,PRJEB9227,SAMEA3431860,126151889,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599174,SAMEA3431860,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:25:03Z,public,Illumina HiSeq 2000,14277590,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431860,NL65-sc-2287209,ERP010312,NL65,NL65-sc-2287209,NL65,ECDC_NL65,0,0,0,0,1,0,0,0
ERR1528283,Neisseria gonorrhoeae,WGS,BioProject23,250,669813250,PRJEB9227,SAMEA3431862,115017545,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599175,SAMEA3431862,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277602,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431862,NL68-sc-2287211,ERP010312,NL68,NL68-sc-2287211,NL68,ECDC_NL68,0,0,0,0,1,1,0,1
ERR1528284,Neisseria gonorrhoeae,WGS,BioProject23,250,638450250,PRJEB9227,SAMEA3431864,114336912,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599176,SAMEA3431864,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277614,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431864,NL69-sc-2287213,ERP010312,NL69,NL69-sc-2287213,NL69,ECDC_NL69,0,0,0,0,1,0,0,0
ERR1528285,Neisseria gonorrhoeae,WGS,BioProject23,250,608027500,PRJEB9227,SAMEA3431866,112547153,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599177,SAMEA3431866,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:25:03Z,public,Illumina HiSeq 2000,14277626,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431866,NL70-sc-2287215,ERP010312,NL70,NL70-sc-2287215,NL70,ECDC_NL70,0,0,0,0,1,1,0,1
ERR1528286,Neisseria gonorrhoeae,WGS,BioProject23,250,688106250,PRJEB9227,SAMEA3431868,118044686,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599178,SAMEA3431868,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277638,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431868,NL71-sc-2287217,ERP010312,NL71,NL71-sc-2287217,NL71,ECDC_NL71,0,0,0,0,1,1,0,1
ERR1528287,Neisseria gonorrhoeae,WGS,BioProject23,250,628701500,PRJEB9227,SAMEA3431870,105652638,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599179,SAMEA3431870,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277650,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431870,NL72-sc-2287219,ERP010312,NL72,NL72-sc-2287219,NL72,ECDC_NL72,0,0,0,0,1,1,0,1
ERR1528288,Neisseria gonorrhoeae,WGS,BioProject23,250,575214750,PRJEB9227,SAMEA3431872,102069422,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,s3","s3.us-east-1,ena",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599180,SAMEA3431872,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:50Z,public,Illumina HiSeq 2000,14277662,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431872,NL74-sc-2287221,ERP010312,NL74,NL74-sc-2287221,NL74,ECDC_NL74,0,0,0,1,1,1,0,1
ERR1528289,Neisseria gonorrhoeae,WGS,BioProject23,250,645149500,PRJEB9227,SAMEA3431874,113546743,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","ena,s3","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599181,SAMEA3431874,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:51Z,public,Illumina HiSeq 2000,14277674,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431874,NL75-sc-2287223,ERP010312,NL75,NL75-sc-2287223,NL75,ECDC_NL75,0,0,0,1,1,1,0,1
ERR1528290,Neisseria gonorrhoeae,WGS,BioProject23,250,624078250,PRJEB9227,SAMEA3431876,127994181,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599182,SAMEA3431876,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:34Z,public,Illumina HiSeq 2000,14277591,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431876,NL78-sc-2287225,ERP010312,NL78,NL78-sc-2287225,NL78,ECDC_NL78,0,0,0,0,1,1,0,1
ERR1528291,Neisseria gonorrhoeae,WGS,BioProject23,250,641649750,PRJEB9227,SAMEA3431878,110106004,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599183,SAMEA3431878,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:02Z,public,Illumina HiSeq 2000,14277603,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431878,NL79-sc-2287227,ERP010312,NL79,NL79-sc-2287227,NL79,ECDC_NL79,0,0,0,1,1,1,0,1
ERR1528292,Neisseria gonorrhoeae,WGS,BioProject23,250,665929250,PRJEB9227,SAMEA3431880,113140207,THE WELLCOME TRUST SANGER INSTITUTE,public,"sra,cram","s3,ena","ena,s3.us-east-1",2016-07-12,2016-07-12,2018-11-16,2018-03-09,ERX1599184,SAMEA3431880,SC,Wellcome Sanger Institute,2016-07-12T14:39:05Z,2018-03-09T13:24:50Z,public,Illumina HiSeq 2000,14277615,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-13T00:00:00Z,SAMEA3431880,NL81-sc-2287229,ERP010312,NL81,NL81-sc-2287229,NL81,ECDC_NL81,0,0,0,1,1,1,0,1
