isolate_id,taxon_name,sample_name,AMC,AMI,AMP,AMS,AMX,AZT,CAZ,CEP,CFZ,CHL,CIP,CL,CLI,CRO,CTX,CXM,DOR,DOX,ERP,ERY,FA,FEP,FOX,GEN,IMI,KAN,LEV,MET,MIN,MRP,NAL,NIT,NMN,OFL,OXA,PEN,PTZ,RIF,SIZ,SPT,STR,SXT,TCC,TET,TGC,TMP,TOB,study_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp
86259,Acinetobacter baumannii,SAMN06837830,NA,R,NA,S,NA,NA,R,NA,NA,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,NA,I,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167253,SRX2785220,SRR5511241,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5511241/SRR5511241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5511241/SRR5511241_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/001/SRR5511241
86260,Acinetobacter baumannii,SAMN06837831,NA,R,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167252,SRX2785219,SRR5511240,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5511240/SRR5511240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5511240/SRR5511240_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/000/SRR5511240
86261,Acinetobacter baumannii,SAMN06837832,NA,S,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167249,SRX2785216,SRR5511237,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5511237/SRR5511237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5511237/SRR5511237_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/007/SRR5511237
86262,Acinetobacter baumannii,SAMN06837833,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167250,SRX2785217,SRR5511238,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5511238/SRR5511238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5511238/SRR5511238_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/008/SRR5511238
86263,Acinetobacter baumannii,SAMN06837834,NA,S,NA,S,NA,NA,S,NA,NA,NA,R,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167251,SRX2785218,SRR5511239,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/009/SRR5511239/SRR5511239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/009/SRR5511239/SRR5511239_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/009/SRR5511239
86264,Acinetobacter baumannii,SAMN06837835,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167248,SRX2785215,SRR5511236,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5511236/SRR5511236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5511236/SRR5511236_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/006/SRR5511236
86265,Acinetobacter baumannii,SAMN06837836,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2167246,SRX2785213,SRR5511234,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5511234/SRR5511234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5511234/SRR5511234_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/004/SRR5511234
86266,Acinetobacter baumannii,SAMN06892204,NA,S,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174272,SRX2793117,SRR5519761,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5519761/SRR5519761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5519761/SRR5519761_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/001/SRR5519761
86267,Acinetobacter baumannii,SAMN06892205,NA,R,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174271,SRX2793116,SRR5519760,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5519760/SRR5519760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5519760/SRR5519760_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/000/SRR5519760
86268,Acinetobacter baumannii,SAMN06892206,NA,S,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,I,R,NA,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174273,SRX2793119,SRR5519763,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519763/SRR5519763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519763/SRR5519763_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/003/SRR5519763
86271,Acinetobacter baumannii,SAMN06892209,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174170,SRX2792978,SRR5519645,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/005/SRR5519645/SRR5519645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/005/SRR5519645/SRR5519645_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/005/SRR5519645
86272,Acinetobacter baumannii,SAMN06892210,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174199,SRX2793007,SRR5519647,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5519647/SRR5519647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5519647/SRR5519647_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/007/SRR5519647
86273,Acinetobacter baumannii,SAMN06892211,NA,R,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174169,SRX2792971,SRR5519638,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5519638/SRR5519638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5519638/SRR5519638_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/008/SRR5519638
86274,Acinetobacter baumannii,SAMN06892212,NA,S,NA,S,NA,NA,S,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,I,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174165,SRX2792967,SRR5519634,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519634/SRR5519634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519634/SRR5519634_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/004/SRR5519634
86275,Acinetobacter baumannii,SAMN06892213,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174164,SRX2792965,SRR5519632,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519632/SRR5519632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519632/SRR5519632_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/002/SRR5519632
86276,Acinetobacter baumannii,SAMN06892214,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174163,SRX2792966,SRR5519633,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519633/SRR5519633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519633/SRR5519633_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/003/SRR5519633
86277,Acinetobacter baumannii,SAMN06892215,NA,S,NA,S,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,S,NA,NA,NA,NA,I,NA,R,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174167,SRX2792969,SRR5519636,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5519636/SRR5519636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5519636/SRR5519636_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/006/SRR5519636
86278,Acinetobacter baumannii,SAMN06892217,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174233,SRX2793077,SRR5519721,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5519721/SRR5519721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5519721/SRR5519721_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/001/SRR5519721
86279,Acinetobacter baumannii,SAMN06892218,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174232,SRX2793076,SRR5519720,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5519720/SRR5519720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5519720/SRR5519720_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/000/SRR5519720
86280,Acinetobacter baumannii,SAMN06892219,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174234,SRX2793078,SRR5519722,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519722/SRR5519722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519722/SRR5519722_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/002/SRR5519722
86281,Acinetobacter baumannii,SAMN06892220,NA,S,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,I,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174231,SRX2793075,SRR5519716,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5519716/SRR5519716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5519716/SRR5519716_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/006/SRR5519716
86282,Acinetobacter baumannii,SAMN06892221,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174235,SRX2793079,SRR5519723,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519723/SRR5519723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519723/SRR5519723_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/003/SRR5519723
86283,Acinetobacter baumannii,SAMN06892222,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174230,SRX2793074,SRR5519714,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519714/SRR5519714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519714/SRR5519714_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/004/SRR5519714
86284,Acinetobacter baumannii,SAMN06892223,NA,R,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174229,SRX2793073,SRR5519713,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519713/SRR5519713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519713/SRR5519713_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/003/SRR5519713
86285,Acinetobacter baumannii,SAMN06892224,NA,R,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,R,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174226,SRX2793034,SRR5519674,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519674/SRR5519674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519674/SRR5519674_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/004/SRR5519674
86286,Acinetobacter baumannii,SAMN06892225,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174227,SRX2793071,SRR5519711,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5519711/SRR5519711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/001/SRR5519711/SRR5519711_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/001/SRR5519711
86287,Acinetobacter baumannii,SAMN06892226,NA,I,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,R,I,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174228,SRX2793072,SRR5519712,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519712/SRR5519712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519712/SRR5519712_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/002/SRR5519712
86288,Acinetobacter baumannii,SAMN06892227,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174221,SRX2793029,SRR5519669,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/009/SRR5519669/SRR5519669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/009/SRR5519669/SRR5519669_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/009/SRR5519669
86289,Acinetobacter baumannii,SAMN06892231,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174224,SRX2793032,SRR5519672,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519672/SRR5519672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/002/SRR5519672/SRR5519672_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/002/SRR5519672
86291,Acinetobacter baumannii,SAMN06892234,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,I,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174225,SRX2793033,SRR5519673,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519673/SRR5519673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519673/SRR5519673_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/003/SRR5519673
86294,Acinetobacter baumannii,SAMN06892237,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174219,SRX2793027,SRR5519667,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5519667/SRR5519667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5519667/SRR5519667_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/007/SRR5519667
86295,Acinetobacter baumannii,SAMN06892239,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174220,SRX2793028,SRR5519668,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5519668/SRR5519668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5519668/SRR5519668_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/008/SRR5519668
86297,Acinetobacter baumannii,SAMN06892241,NA,S,NA,S,NA,NA,S,NA,NA,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174216,SRX2793025,SRR5519665,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/005/SRR5519665/SRR5519665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/005/SRR5519665/SRR5519665_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/005/SRR5519665
86298,Acinetobacter baumannii,SAMN06892242,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174209,SRX2793017,SRR5519657,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5519657/SRR5519657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/007/SRR5519657/SRR5519657_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/007/SRR5519657
86299,Acinetobacter baumannii,SAMN06892244,NA,S,NA,S,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,S,NA,NA,NA,NA,I,NA,R,S,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174206,SRX2793014,SRR5519654,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519654/SRR5519654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/004/SRR5519654/SRR5519654_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/004/SRR5519654
86300,Acinetobacter baumannii,SAMN06892245,NA,R,NA,S,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,I,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174208,SRX2793016,SRR5519656,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5519656/SRR5519656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/006/SRR5519656/SRR5519656_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/006/SRR5519656
86302,Acinetobacter baumannii,SAMN06892248,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,S,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174202,SRX2793010,SRR5519650,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5519650/SRR5519650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/000/SRR5519650/SRR5519650_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/000/SRR5519650
86303,Acinetobacter baumannii,SAMN06892249,NA,R,NA,R,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174205,SRX2793013,SRR5519653,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519653/SRR5519653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/003/SRR5519653/SRR5519653_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/003/SRR5519653
86307,Acinetobacter baumannii,SAMN06892254,NA,R,NA,I,NA,NA,R,NA,NA,NA,R,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,I,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,PRJNA384060,SRS2174269,SRX2793114,SRR5519758,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5519758/SRR5519758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR551/008/SRR5519758/SRR5519758_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR551/008/SRR5519758
