isolate_id,taxon_name,sample_name,AMC,AMI,AMP,AMS,AMX,AZT,CAZ,CEP,CFZ,CHL,CIP,CL,CLI,CRO,CTX,CXM,DOR,DOX,ERP,ERY,FA,FEP,FOX,GEN,IMI,KAN,LEV,MET,MIN,MRP,NAL,NIT,NMN,OFL,OXA,PEN,PTZ,RIF,SIZ,SPT,STR,SXT,TCC,TET,TGC,TMP,TOB,study_accession,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp
121788,Acinetobacter baumannii,SAMN02380526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194683,SRS492972,SRX366831,SRR1015295,1310607,Acinetobacter baumannii 625974,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/005/SRR1015295/SRR1015295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/005/SRR1015295/SRR1015295_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/005/SRR1015295
121789,Acinetobacter baumannii,SAMN02380527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194686,SRS492973,SRX366833,SRR1015296,1310610,Acinetobacter baumannii 647609,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/006/SRR1015296/SRR1015296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/006/SRR1015296/SRR1015296_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/006/SRR1015296
121789,Acinetobacter baumannii,SAMN02380527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194686,SRS492973,SRX366832,SRR1015297,1310610,Acinetobacter baumannii 647609,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/007/SRR1015297/SRR1015297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/007/SRR1015297/SRR1015297_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/007/SRR1015297
121790,Acinetobacter baumannii,SAMN02380528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194726,SRS492974,SRX366834,SRR1015299,1310650,Acinetobacter baumannii 724909,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1015299/SRR1015299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1015299/SRR1015299_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/009/SRR1015299
121793,Acinetobacter baumannii,SAMN02380531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194729,SRS492977,SRX366852,SRR1015318,1310653,Acinetobacter baumannii 951631,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1015318/SRR1015318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1015318/SRR1015318_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/008/SRR1015318
121794,Acinetobacter baumannii,SAMN02380532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194706,SRS492982,SRX366854,SRR1015319,1310630,Acinetobacter baumannii 99063,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1015319/SRR1015319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1015319/SRR1015319_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/009/SRR1015319
121794,Acinetobacter baumannii,SAMN02380532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194706,SRS492982,SRX366855,SRR1015320,1310630,Acinetobacter baumannii 99063,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1015320/SRR1015320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1015320/SRR1015320_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/000/SRR1015320
121794,Acinetobacter baumannii,SAMN02380532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194878,SRS492982,SRX7658103,SRR10997019,1310630,Acinetobacter baumannii 99063,ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/019/SRR10997019/SRR10997019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/019/SRR10997019/SRR10997019_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR109/019/SRR10997019
121862,Acinetobacter baumannii,SAMN02384921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194731,SRS494453,SRX368887,SRR1019231,1310655,Acinetobacter baumannii 1277411,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/001/SRR1019231/SRR1019231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/001/SRR1019231/SRR1019231_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/001/SRR1019231
121863,Acinetobacter baumannii,SAMN02384922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194730,SRS494454,SRX368888,SRR1019232,1310654,Acinetobacter baumannii 1291820,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/002/SRR1019232/SRR1019232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/002/SRR1019232/SRR1019232_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/002/SRR1019232
121864,Acinetobacter baumannii,SAMN02384923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194733,SRS494455,SRX368892,SRR1019233,1310657,Acinetobacter baumannii 1096934,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019233/SRR1019233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019233/SRR1019233_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/003/SRR1019233
121865,Acinetobacter baumannii,SAMN02384924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194735,SRS494456,SRX368894,SRR1019234,1310659,Acinetobacter baumannii 1106579,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019234/SRR1019234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019234/SRR1019234_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/004/SRR1019234
121867,Acinetobacter baumannii,SAMN02384926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194738,SRS494461,SRX368898,SRR1019243,1310662,Acinetobacter baumannii 50595,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019243/SRR1019243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019243/SRR1019243_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/003/SRR1019243
121868,Acinetobacter baumannii,SAMN02384927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194739,SRS494462,SRX368900,SRR1019244,1310663,Acinetobacter baumannii 1440750,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019244/SRR1019244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019244/SRR1019244_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/004/SRR1019244
121869,Acinetobacter baumannii,SAMN02384928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194741,SRS494463,SRX368903,SRR1019245,1310665,Acinetobacter baumannii 1525283,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/005/SRR1019245/SRR1019245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/005/SRR1019245/SRR1019245_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/005/SRR1019245
121870,Acinetobacter baumannii,SAMN02384929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194742,SRS494464,SRX368905,SRR1019246,1310666,Acinetobacter baumannii 1552818,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/006/SRR1019246/SRR1019246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/006/SRR1019246/SRR1019246_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/006/SRR1019246
121872,Acinetobacter baumannii,SAMN02385026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194750,SRS494466,SRX368910,SRR1019249,1310674,Acinetobacter baumannii 1546444,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1019249/SRR1019249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1019249/SRR1019249_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/009/SRR1019249
121873,Acinetobacter baumannii,SAMN02385027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194748,SRS494467,SRX368911,SRR1019250,1310672,Acinetobacter baumannii 554515,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1019250/SRR1019250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1019250/SRR1019250_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/000/SRR1019250
121873,Acinetobacter baumannii,SAMN02385027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194748,SRS494467,SRX368912,SRR1019251,1310672,Acinetobacter baumannii 554515,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/001/SRR1019251/SRR1019251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/001/SRR1019251/SRR1019251_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/001/SRR1019251
121874,Acinetobacter baumannii,SAMN02385028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194751,SRS494468,SRX368914,SRR1019252,1310675,Acinetobacter baumannii 1526966,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/002/SRR1019252/SRR1019252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/002/SRR1019252/SRR1019252_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/002/SRR1019252
121875,Acinetobacter baumannii,SAMN02385029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194752,SRS494469,SRX368917,SRR1019253,1310676,Acinetobacter baumannii 43926,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019253/SRR1019253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019253/SRR1019253_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/003/SRR1019253
121878,Acinetobacter baumannii,SAMN02385032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194755,SRS494472,SRX368922,SRR1019256,1310679,Acinetobacter baumannii 1552865,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/006/SRR1019256/SRR1019256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/006/SRR1019256/SRR1019256_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/006/SRR1019256
121881,Acinetobacter baumannii,SAMN02385035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194760,SRS494475,SRX368929,SRR1019260,1310684,Acinetobacter baumannii 83444,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1019260/SRR1019260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/000/SRR1019260/SRR1019260_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/000/SRR1019260
121882,Acinetobacter baumannii,SAMN02385036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194764,SRS494476,SRX368931,SRR1019263,1310688,Acinetobacter baumannii 144107,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019263/SRR1019263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019263/SRR1019263_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/003/SRR1019263
121883,Acinetobacter baumannii,SAMN02385037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194762,SRS494477,SRX368932,SRR1019264,1310686,Acinetobacter baumannii 397971,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019264/SRR1019264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019264/SRR1019264_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/004/SRR1019264
121885,Acinetobacter baumannii,SAMN02385039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194767,SRS494479,SRX368934,SRR1019268,1310691,Acinetobacter baumannii 42887,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1019268/SRR1019268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1019268/SRR1019268_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/008/SRR1019268
121886,Acinetobacter baumannii,SAMN02385040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194768,SRS494480,SRX368935,SRR1019269,1310692,Acinetobacter baumannii 532279,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1019269/SRR1019269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/009/SRR1019269/SRR1019269_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/009/SRR1019269
121887,Acinetobacter baumannii,SAMN02385041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194770,SRS494481,SRX368936,SRR1019273,1310694,Acinetobacter baumannii 232184,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019273/SRR1019273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019273/SRR1019273_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/003/SRR1019273
121888,Acinetobacter baumannii,SAMN02385042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194769,SRS494482,SRX368937,SRR1019274,1310693,Acinetobacter baumannii 655378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019274/SRR1019274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/004/SRR1019274/SRR1019274_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/004/SRR1019274
121888,Acinetobacter baumannii,SAMN02385042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194769,SRS494482,SRX498147,SRR1201286,1310693,Acinetobacter baumannii 655378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/006/SRR1201286/SRR1201286_subreads.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/006/SRR1201286
121888,Acinetobacter baumannii,SAMN02385042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194769,SRS494482,SRX498146,SRR1201287,1310693,Acinetobacter baumannii 655378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/007/SRR1201287/SRR1201287_subreads.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR120/007/SRR1201287
121891,Acinetobacter baumannii,SAMN02385045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194774,SRS494485,SRX368941,SRR1019287,1310698,Acinetobacter baumannii 1593273,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/007/SRR1019287/SRR1019287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/007/SRR1019287/SRR1019287_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/007/SRR1019287
121892,Acinetobacter baumannii,SAMN02385046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194775,SRS494486,SRX368942,SRR1019288,1310699,Acinetobacter baumannii 1575710,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1019288/SRR1019288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1019288/SRR1019288_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/008/SRR1019288
121893,Acinetobacter baumannii,SAMN02385047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194777,SRS494488,SRX368943,SRR1019293,1310701,Acinetobacter baumannii 268680,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019293/SRR1019293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/003/SRR1019293/SRR1019293_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/003/SRR1019293
121894,Acinetobacter baumannii,SAMN02385048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194778,SRS494489,SRX368944,SRR1019298,1310702,Acinetobacter baumannii 831240,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1019298/SRR1019298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/008/SRR1019298/SRR1019298_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/008/SRR1019298
121895,Acinetobacter baumannii,SAMN02385049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194779,SRS494490,SRX368945,SRR1019301,1310703,Acinetobacter baumannii 1417041,ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/001/SRR1019301/SRR1019301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/001/SRR1019301/SRR1019301_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR101/001/SRR1019301
122732,Acinetobacter baumannii,SAMN02404477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194827,SRS502830,SRX378025,SRR1030397,1310751,Acinetobacter baumannii 1022959,ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/007/SRR1030397/SRR1030397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/007/SRR1030397/SRR1030397_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR103/007/SRR1030397
122732,Acinetobacter baumannii,SAMN02404477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRJNA194878,SRS502830,SRX7658104,SRR10997018,1310751,Acinetobacter baumannii 1022959,ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/018/SRR10997018/SRR10997018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/018/SRR10997018/SRR10997018_2.fastq.gz,NA,ftp.sra.ebi.ac.uk/vol1/srr/SRR109/018/SRR10997018
