labnumber,source,country,lineage,WGSlocation,SRA,Bioproject,phenotypicmethod,Agentsroutinelytestedinthis,Criticalconcentrations,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,Experiment,GENOTYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region
01-R0185,Harvard,Peru,Haarlem,USA,ERR2516405,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009401480,Harvard,Netherlands,Tur,USA,ERR2516406,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009900478,Harvard,Netherlands,LAM,USA,ERR2516407,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1457,Harvard,Peru,LAM,USA,ERR2516408,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1681,Harvard,Peru,LAM,USA,ERR2516409,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009901354,Harvard,Netherlands,Ural,USA,ERR2516410,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000201001,Harvard,Netherlands,Tur,USA,ERR2516411,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R1466,Harvard,Peru,LAM,USA,ERR2516412,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009900895,Harvard,Netherlands,Beijing,USA,ERR2516413,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R0451,Harvard,Peru,lineage4,USA,ERR2516414,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009402429,Harvard,Netherlands,Uganda,USA,ERR2516415,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000200042,Harvard,Netherlands,Beijing,USA,ERR2516416,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000700569,Harvard,Netherlands,LAM,USA,ERR2516417,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R0774,Harvard,Peru,Beijing,USA,ERR2516418,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000001768,Harvard,Netherlands,LAM,USA,ERR2516419,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1101,Harvard,Peru,Haarlem,USA,ERR2516420,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000400122,Harvard,Netherlands,LAM,USA,ERR2516421,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R0909,Harvard,Peru,lineage4,USA,ERR2516422,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000401745,Harvard,Netherlands,Beijing,USA,ERR2516423,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R0420,Harvard,Peru,LAM,USA,ERR2516424,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R1321,Harvard,Peru,Beijing,USA,ERR2516425,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000301149,Harvard,Netherlands,Haarlem,USA,ERR2516426,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R1505,Harvard,Peru,Beijing,USA,ERR2516427,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1275,Harvard,Peru,lineage4,USA,ERR2516428,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R0325,Harvard,Peru,LAM,USA,ERR2516429,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R1339,Harvard,Peru,lineage4,USA,ERR2516430,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-R0797,Harvard,Peru,Haarlem,USA,ERR2516431,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009601360,Harvard,Netherlands,LAM,USA,ERR2516432,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1076,Harvard,Peru,Haarlem,USA,ERR2516433,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01-R0878,Harvard,Peru,lineage4,USA,ERR2516434,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000017744,Harvard,Netherlands,LAM,USA,ERR2516435,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1140,Harvard,Peru,lineage4,USA,ERR2516436,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1645,Harvard,Peru,Haarlem,USA,ERR2516437,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000801695,Harvard,Netherlands,Beijing,USA,ERR2516438,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,n/a,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009901304,Harvard,Netherlands,lineage4,USA,ERR2516439,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-R0951,Harvard,Peru,Haarlem,USA,ERR2516440,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1683,Harvard,Peru,LAM,USA,ERR2516441,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000300848,Harvard,Netherlands,Haarlem,USA,ERR2516442,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-R1562,Harvard,Peru,Beijing,USA,ERR2516443,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009501837,Harvard,Netherlands,Haarlem,USA,ERR2516444,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009702191,Harvard,Netherlands,Tur,USA,ERR2516445,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-10017,Harvard,Peru,Beijing,USA,ERR2516446,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009802070,Harvard,Netherlands,EAI,USA,ERR2516447,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009702403,Harvard,Netherlands,Cameroon,USA,ERR2516448,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000017891,Harvard,Netherlands,LAM,USA,ERR2516449,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-R0795,Harvard,Peru,LAM,USA,ERR2516450,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1726,Harvard,Peru,Haarlem,USA,ERR2516451,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1915,Harvard,Peru,LAM,USA,ERR2516452,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009501599,Harvard,Netherlands,M. bovis,USA,ERR2516453,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000016604,Harvard,Netherlands,Haarlem,USA,ERR2516454,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-R0061,Harvard,Peru,LAM,USA,ERR2516455,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-09688,Harvard,Peru,EAI,USA,ERR2516456,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03-R1082,Harvard,Peru,LAM,USA,ERR2516457,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-R1547,Harvard,Peru,lineage4,USA,ERR2516458,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA000701259,Harvard,Netherlands,Beijing,USA,ERR2516459,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99-R862,Harvard,Peru,LAM,USA,ERR2516460,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA009700174,Harvard,Netherlands,Haarlem,USA,ERR2516461,NA,MGIT 960,HREZ,H 0.1µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02-R1485,Harvard,Peru,LAM,USA,ERR2516462,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-R0308,Harvard,Peru,LAM,USA,ERR2516463,NA,MGIT 960,HREZ,H 0.2µg/mL; R 1.0µg/mL; E 5.0µg/mL; Z 100µg/mL,R,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
