labnumber,source,country,lineage,WGSlocation,SRA,Bioproject,phenotypicmethod,Agentsroutinelytestedinthis,Criticalconcentrations,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,Experiment,GENOTYPE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region
10s055,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152930,WGS,250,793933750,PRJNA413593,SAMN07766158,Pathogen.cl,404000234,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264906,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb055,culture,49.15 N 123.7 W,BC10-Mtb055,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb055,SRP119652,sra,s3,s3.us-east-1
10s066,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152931,WGS,250,664293000,PRJNA413593,SAMN07766159,Pathogen.cl,297140298,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264905,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb066,culture,49.15 N 123.7 W,BC10-Mtb066,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb066,SRP119652,sra,s3,s3.us-east-1
10s103,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152932,WGS,250,546005250,PRJNA413593,SAMN07766164,Pathogen.cl,220805121,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264904,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb103,culture,49.15 N 123.7 W,BC10-Mtb103,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb103,SRP119652,sra,s3,s3.us-east-1
10s105,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152933,WGS,250,576437250,PRJNA413593,SAMN07766165,Pathogen.cl,252340076,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264903,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb105,culture,49.15 N 123.7 W,BC10-Mtb105,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb105,SRP119652,sra,s3,s3.us-east-1
10s092,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152934,WGS,250,863433250,PRJNA413593,SAMN07766162,Pathogen.cl,432144225,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264902,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb092,culture,49.15 N 123.7 W,BC10-Mtb092,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb092,SRP119652,sra,s3,s3.us-east-1
10s095,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152935,WGS,250,827233500,PRJNA413593,SAMN07766163,Pathogen.cl,401040722,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264901,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb095,culture,49.15 N 123.7 W,BC10-Mtb095,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb095,SRP119652,sra,s3,s3.us-east-1
10s125,British Columbia Centre for Disease Control,Canada,Delhi,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152936,WGS,250,740711500,PRJNA413593,SAMN07766166,Pathogen.cl,334634278,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264900,East-African-Indian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb125,culture,49.15 N 123.7 W,BC10-Mtb125,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb125,SRP119652,NA,NA,NA
10s130,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152937,WGS,250,957481500,PRJNA413593,SAMN07766167,Pathogen.cl,437373000,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2010,public,SRX3264899,Indo-Oceanic,Canada,North America,Canada: British Columbia,extrapulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC10-Mtb130,culture,49.15 N 123.7 W,BC10-Mtb130,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC10-Mtb130,SRP119652,sra,s3,s3.us-east-1
12s394,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152938,WGS,250,1281622750,PRJNA413593,SAMN07766343,Pathogen.cl,632670919,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264898,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb394,culture,49.15 N 123.7 W,BC12-Mtb394,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb394,SRP119652,sra,s3,s3.us-east-1
12s388,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152939,WGS,250,826655000,PRJNA413593,SAMN07766342,Pathogen.cl,389515440,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264897,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb388,culture,49.15 N 123.7 W,BC12-Mtb388,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb388,SRP119652,sra,s3,s3.us-east-1
12s415,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152940,WGS,250,878389500,PRJNA413593,SAMN07766345,Pathogen.cl,409482828,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264896,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb415,culture,49.15 N 123.7 W,BC12-Mtb415,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb415,SRP119652,sra,s3,s3.us-east-1
12s397,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152941,WGS,250,532675500,PRJNA413593,SAMN07766344,Pathogen.cl,215632269,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264895,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb397,culture,49.15 N 123.7 W,BC12-Mtb397,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb397,SRP119652,sra,s3,s3.us-east-1
12s379,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152942,WGS,250,512244500,PRJNA413593,SAMN07766339,Pathogen.cl,209069601,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264894,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb379,culture,49.15 N 123.7 W,BC12-Mtb379,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb379,SRP119652,sra,s3,s3.us-east-1
12s369,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152943,WGS,250,1495050000,PRJNA413593,SAMN07766338,Pathogen.cl,740904469,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264893,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb369,culture,49.15 N 123.7 W,BC12-Mtb369,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb369,SRP119652,sra,s3,s3.us-east-1
12s384,British Columbia Centre for Disease Control,Canada,lineage4,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152944,WGS,250,563048250,PRJNA413593,SAMN07766341,Pathogen.cl,222148571,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264892,Euro-American,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb384,culture,49.15 N 123.7 W,BC12-Mtb384,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb384,SRP119652,sra,s3,s3.us-east-1
12s380,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152945,WGS,250,757740750,PRJNA413593,SAMN07766340,Pathogen.cl,346255673,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264891,Indo-Oceanic,Canada,North America,Canada: British Columbia,extrapulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb380,culture,49.15 N 123.7 W,BC12-Mtb380,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb380,SRP119652,sra,s3,s3.us-east-1
12s429,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152946,WGS,250,569566500,PRJNA413593,SAMN07766347,Pathogen.cl,226405673,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264890,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb429,culture,49.15 N 123.7 W,BC12-Mtb429,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb429,SRP119652,sra,s3,s3.us-east-1
12s428,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152947,WGS,250,855196500,PRJNA413593,SAMN07766346,Pathogen.cl,391565658,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2012,public,SRX3264889,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC12-Mtb428,culture,49.15 N 123.7 W,BC12-Mtb428,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC12-Mtb428,SRP119652,sra,s3,s3.us-east-1
11s437,British Columbia Centre for Disease Control,Canada,Delhi,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152948,WGS,250,858678000,PRJNA413593,SAMN07766276,Pathogen.cl,408565621,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264888,East-African-Indian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb437,culture,49.15 N 123.7 W,BC11-Mtb437,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb437,SRP119652,sra,s3,s3.us-east-1
11s438,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152949,WGS,250,912501250,PRJNA413593,SAMN07766277,Pathogen.cl,435611207,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264887,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb438,culture,49.15 N 123.7 W,BC11-Mtb438,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb438,SRP119652,sra,s3,s3.us-east-1
11s411,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152950,WGS,250,797929500,PRJNA413593,SAMN07766274,Pathogen.cl,379116966,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264886,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb411,culture,49.15 N 123.7 W,BC11-Mtb411,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb411,SRP119652,sra,s3,s3.us-east-1
11s413,British Columbia Centre for Disease Control,Canada,Haarlem,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152951,WGS,250,616405500,PRJNA413593,SAMN07766275,Pathogen.cl,290472156,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264885,Euro-American,Canada,North America,Canada: British Columbia,extrapulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb413,culture,49.15 N 123.7 W,BC11-Mtb413,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb413,SRP119652,sra,s3,s3.us-east-1
11s388,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152952,WGS,250,839085750,PRJNA413593,SAMN07766272,Pathogen.cl,385428375,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264884,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb388,culture,49.15 N 123.7 W,BC11-Mtb388,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb388,SRP119652,sra,s3,s3.us-east-1
11s394,British Columbia Centre for Disease Control,Canada,Delhi,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152953,WGS,250,447673000,PRJNA413593,SAMN07766273,Pathogen.cl,224042953,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264883,East-African-Indian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb394,culture,49.15 N 123.7 W,BC11-Mtb394,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb394,SRP119652,sra,s3,s3.us-east-1
11s375,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152954,WGS,250,1056889750,PRJNA413593,SAMN07766270,Pathogen.cl,462422961,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264882,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb375,culture,49.15 N 123.7 W,BC11-Mtb375,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb375,SRP119652,sra,s3,s3.us-east-1
11s386,British Columbia Centre for Disease Control,Canada,LAM,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152955,WGS,250,819485000,PRJNA413593,SAMN07766271,Pathogen.cl,393480085,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264881,Euro-American,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb386,culture,49.15 N 123.7 W,BC11-Mtb386,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb386,SRP119652,sra,s3,s3.us-east-1
11s362,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152956,WGS,250,782449250,PRJNA413593,SAMN07766268,Pathogen.cl,372201488,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264880,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb362,culture,49.15 N 123.7 W,BC11-Mtb362,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb362,SRP119652,sra,s3,s3.us-east-1
11s363,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152957,WGS,250,472367000,PRJNA413593,SAMN07766269,Pathogen.cl,189661086,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264879,Indo-Oceanic,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb363,culture,49.15 N 123.7 W,BC11-Mtb363,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb363,SRP119652,sra,s3,s3.us-east-1
11s287,British Columbia Centre for Disease Control,Canada,Delhi,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152958,WGS,250,837966000,PRJNA413593,SAMN07766257,Pathogen.cl,391602429,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264878,East-African-Indian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb287,culture,49.15 N 123.7 W,BC11-Mtb287,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb287,SRP119652,sra,s3,s3.us-east-1
11s284,British Columbia Centre for Disease Control,Canada,EAI,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,S,S,S,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152959,WGS,250,576376250,PRJNA413593,SAMN07766256,Pathogen.cl,268638432,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264877,Indo-Oceanic,Canada,North America,Canada: British Columbia,extrapulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb284,culture,49.15 N 123.7 W,BC11-Mtb284,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb284,SRP119652,sra,s3,s3.us-east-1
11s238,British Columbia Centre for Disease Control,Canada,Beijing,Canada,NA,PRJNA413593,MGIT 960,HRE,H 0.1µg/mL; R 1µg/mL; E 5µg/mL; Z - direct detection of pyrazinamidase activity,R,S,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRR6152960,WGS,250,558613500,PRJNA413593,SAMN07766249,Pathogen.cl,243721293,BC CENTRE FOR DISEASE CONTROL PUBLIC HEALTH LABORATORY,British Columbia Centre for Disease Control Public Health Laboratory,2011,public,SRX3264876,East-Asian,Canada,North America,Canada: British Columbia,pulmonary tuberculosis,Homo sapiens,HiSeq X Ten,BC11-Mtb238,culture,49.15 N 123.7 W,BC11-Mtb238,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2017-10-10T00:00:00Z,BC11-Mtb238,SRP119652,sra,s3,s3.us-east-1
