isolate_id,taxon_name,sample_name,AMC,AMI,AMP,AMS,AMX,AZT,CAZ,CEP,CFZ,CHL,CIP,CL,CLI,CRO,CTX,CXM,DOR,DOX,ERP,ERY,FA,FEP,FOX,GEN,IMI,KAN,LEV,MET,MIN,MRP,NAL,NIT,NMN,OFL,OXA,PEN,PTZ,RIF,SIZ,SPT,STR,SXT,TCC,TET,TGC,TMP,TOB,run_accession
114368,Staphylococcus aureus,SAMEA2340043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418526
114369,Staphylococcus aureus,SAMEA2340044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418527
114370,Staphylococcus aureus,SAMEA2340045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418528
114371,Staphylococcus aureus,SAMEA2340046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418529
114372,Staphylococcus aureus,SAMEA2340047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418530
114373,Staphylococcus aureus,SAMEA2340048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418531
114374,Staphylococcus aureus,SAMEA2340049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418532
114375,Staphylococcus aureus,SAMEA2340050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418533
114376,Staphylococcus aureus,SAMEA2340051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418534
114377,Staphylococcus aureus,SAMEA2340052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418535
114378,Staphylococcus aureus,SAMEA2340053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418536
114379,Staphylococcus aureus,SAMEA2340054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418537
114380,Staphylococcus aureus,SAMEA2340055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418538
114381,Staphylococcus aureus,SAMEA2340056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,R,NA,NA,NA,ERR418539
114382,Staphylococcus aureus,SAMEA2340057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418540
114383,Staphylococcus aureus,SAMEA2340058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418541
114384,Staphylococcus aureus,SAMEA2340059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418542
114385,Staphylococcus aureus,SAMEA2340062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418545
114386,Staphylococcus aureus,SAMEA2340063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418546
114387,Staphylococcus aureus,SAMEA2340064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418547
114388,Staphylococcus aureus,SAMEA2340065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418548
114389,Staphylococcus aureus,SAMEA2340066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418549
114390,Staphylococcus aureus,SAMEA2340067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418550
114391,Staphylococcus aureus,SAMEA2340068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418551
114392,Staphylococcus aureus,SAMEA2340069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418552
114393,Staphylococcus aureus,SAMEA2340070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418553
114394,Staphylococcus aureus,SAMEA2340071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418554
114395,Staphylococcus aureus,SAMEA2340072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418555
114397,Staphylococcus aureus,SAMEA2340074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418557
114398,Staphylococcus aureus,SAMEA2340075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418558
114399,Staphylococcus aureus,SAMEA2340076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418559
114400,Staphylococcus aureus,SAMEA2340077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418560
114401,Staphylococcus aureus,SAMEA2340079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418562
114402,Staphylococcus aureus,SAMEA2340080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418563
114403,Staphylococcus aureus,SAMEA2340081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418564
114404,Staphylococcus aureus,SAMEA2340082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418565
114405,Staphylococcus aureus,SAMEA2340084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418567
114406,Staphylococcus aureus,SAMEA2340085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418568
114407,Staphylococcus aureus,SAMEA2340086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418569
114408,Staphylococcus aureus,SAMEA2340087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418570
114409,Staphylococcus aureus,SAMEA2340088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418571
114410,Staphylococcus aureus,SAMEA2340089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418572
114411,Staphylococcus aureus,SAMEA2340090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418573
114412,Staphylococcus aureus,SAMEA2340091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418574
114413,Staphylococcus aureus,SAMEA2340092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,R,NA,NA,NA,ERR418575
114414,Staphylococcus aureus,SAMEA2340093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418576
114415,Staphylococcus aureus,SAMEA2340094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418577
114416,Staphylococcus aureus,SAMEA2340095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418578
114417,Staphylococcus aureus,SAMEA2340096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,R,NA,NA,NA,ERR418579
114418,Staphylococcus aureus,SAMEA2340097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418580
114419,Staphylococcus aureus,SAMEA2340098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418581
114420,Staphylococcus aureus,SAMEA2340099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418582
114421,Staphylococcus aureus,SAMEA2340101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,R,NA,NA,NA,ERR418584
114422,Staphylococcus aureus,SAMEA2340102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,R,NA,NA,NA,ERR418585
114423,Staphylococcus aureus,SAMEA2340103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418586
114424,Staphylococcus aureus,SAMEA2340104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418587
114425,Staphylococcus aureus,SAMEA2340105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418588
114426,Staphylococcus aureus,SAMEA2340106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418589
114427,Staphylococcus aureus,SAMEA2340107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418590
114428,Staphylococcus aureus,SAMEA2340109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418592
114429,Staphylococcus aureus,SAMEA2340110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418593
114430,Staphylococcus aureus,SAMEA2340111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418594
114431,Staphylococcus aureus,SAMEA2340112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418595
114432,Staphylococcus aureus,SAMEA2340113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418596
114433,Staphylococcus aureus,SAMEA2340114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418597
114434,Staphylococcus aureus,SAMEA2340115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418598
114435,Staphylococcus aureus,SAMEA2340116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418599
114436,Staphylococcus aureus,SAMEA2340117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418600
114437,Staphylococcus aureus,SAMEA2340118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418601
114438,Staphylococcus aureus,SAMEA2340120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418603
114439,Staphylococcus aureus,SAMEA2340121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418604
114440,Staphylococcus aureus,SAMEA2340122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418605
114441,Staphylococcus aureus,SAMEA2340123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418606
114442,Staphylococcus aureus,SAMEA2340124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,R,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418607
114443,Staphylococcus aureus,SAMEA2340125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418608
114444,Staphylococcus aureus,SAMEA2340126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418609
114445,Staphylococcus aureus,SAMEA2340127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418610
114446,Staphylococcus aureus,SAMEA2340129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418612
114447,Staphylococcus aureus,SAMEA2340130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418613
114448,Staphylococcus aureus,SAMEA2340131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418614
114449,Staphylococcus aureus,SAMEA2340132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418615
114450,Staphylococcus aureus,SAMEA2340133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418616
114451,Staphylococcus aureus,SAMEA2340134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418617
114452,Staphylococcus aureus,SAMEA2340135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,R,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418618
114453,Staphylococcus aureus,SAMEA2340136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,ERR418619
