run_accession,study_accession,sample_accession,tax_id,scientific_name,submitted_ftp,StrainID,AccessionIDs,ST,Cefoxitin,Erythromycin,Tetracycline,Rifampicin,FusidicAcid,Gentamicin,Chloramphenicol,Mupirocin,Linezolid,Ciprofloxacin,Trimethoprim
ERR3826395,PRJEB32286,SAMEA5672757,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826395/HICF0570_396040.pe.markdup.bam,HICF0570,ERS3476760,59,R,R,S,S,R,S,-,-,-,-,-
ERR3826396,PRJEB32286,SAMEA5672758,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826396/HICF0572_397636.pe.markdup.bam,HICF0572,ERS3476761,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826397,PRJEB32286,SAMEA5672759,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826397/HICF0573_396076.pe.markdup.bam,HICF0573,ERS3476762,1,R,-,-,-,-,-,-,-,-,-,-
ERR3826398,PRJEB32286,SAMEA5672760,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826398/HICF0574_396787.pe.markdup.bam,HICF0574,ERS3476763,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826399,PRJEB32286,SAMEA5672761,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826399/HICF0575_396934.pe.markdup.bam,HICF0575,ERS3476764,188,R,R,S,S,S,R,S,S,S,R,-
ERR3826400,PRJEB32286,SAMEA5672762,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826400/HICF0576_396910.pe.markdup.bam,HICF0576,ERS3476765,30,R,S,S,S,R,S,S,S,S,S,-
ERR3826401,PRJEB32286,SAMEA5672763,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826401/HICF0577_397516.pe.markdup.bam,HICF0577,ERS3476766,5,R,S,S,S,S,S,S,S,S,R,-
ERR3826402,PRJEB32286,SAMEA5672764,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826402/HICF0578_396496.pe.markdup.bam,HICF0578,ERS3476767,1156,R,S,S,S,S,S,S,S,S,S,-
ERR3826403,PRJEB32286,SAMEA5672765,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826403/HICF0580_397105.pe.markdup.bam,HICF0580,ERS3476768,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826404,PRJEB32286,SAMEA5672766,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826404/HICF0581_397099.pe.markdup.bam,HICF0581,ERS3476769,4155,R,-,-,-,-,-,-,-,-,-,-
ERR3826405,PRJEB32286,SAMEA5672767,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826405/HICF0582_396706.pe.markdup.bam,HICF0582,ERS3476770,97,R,S,S,S,S,S,S,S,S,S,-
ERR3826406,PRJEB32286,SAMEA5672768,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826406/HICF0583_396928.pe.markdup.bam,HICF0583,ERS3476771,36,R,R,S,S,S,S,S,I,S,R,-
ERR3826407,PRJEB32286,SAMEA5672769,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826407/HICF0584_396532.pe.markdup.bam,HICF0584,ERS3476772,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826408,PRJEB32286,SAMEA5672770,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826408/HICF0585_396841.pe.markdup.bam,HICF0585,ERS3476773,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826409,PRJEB32286,SAMEA5672771,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826409/HICF0587rpt1_506181.pe.markdup.bam,HICF0587,ERS3476774,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826410,PRJEB32286,SAMEA5672772,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826410/HICF0588_396016.pe.markdup.bam,HICF0588,ERS3476775,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826411,PRJEB32286,SAMEA5672773,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826411/HICF0589_396238.pe.markdup.bam,HICF0589,ERS3476776,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826412,PRJEB32286,SAMEA5672774,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826412/HICF0590_397261.pe.markdup.bam,HICF0590,ERS3476777,1,R,R,R,S,S,S,S,S,S,S,-
ERR3826413,PRJEB32286,SAMEA5672775,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826413/HICF0591rpt1_506046.pe.markdup.bam,HICF0591,ERS3476778,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826414,PRJEB32286,SAMEA5672776,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826414/HICF0592_396826.pe.markdup.bam,HICF0592,ERS3476779,22,R,R,S,S,R,R,-,-,-,-,-
ERR3826415,PRJEB32286,SAMEA5672777,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826415/HICF0594_396481.pe.markdup.bam,HICF0594,ERS3476780,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826416,PRJEB32286,SAMEA5672778,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826416/HICF0595_396622.pe.markdup.bam,HICF0595,ERS3476781,22,R,R,S,S,R,R,S,S,S,R,-
ERR3826417,PRJEB32286,SAMEA5672779,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826417/HICF0596_395992.pe.markdup.bam,HICF0596,ERS3476782,22,R,R,R,S,S,S,S,I,S,R,-
ERR3826418,PRJEB32286,SAMEA5672780,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826418/HICF0597_395836.pe.markdup.bam,HICF0597,ERS3476783,NOVEL*,R,S,R,S,S,S,-,-,-,-,-
ERR3826419,PRJEB32286,SAMEA5672781,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826419/HICF0598_397021.pe.markdup.bam,HICF0598,ERS3476784,5,R,S,S,S,S,S,S,S,S,S,-
ERR3826420,PRJEB32286,SAMEA5672782,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826420/HICF0599_397321.pe.markdup.bam,HICF0599,ERS3476785,5,R,S,S,S,S,S,S,S,S,R,-
ERR3826421,PRJEB32286,SAMEA5672783,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826421/HICF0601_397582.pe.markdup.bam,HICF0601,ERS3476786,130,R,S,S,S,S,S,S,S,S,S,-
ERR3826422,PRJEB32286,SAMEA5672784,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826422/HICF0602_396133.pe.markdup.bam,HICF0602,ERS3476787,59,R,S,S,S,R,S,S,S,S,S,-
ERR3826423,PRJEB32286,SAMEA5672785,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826423/HICF0603_395857.pe.markdup.bam,HICF0603,ERS3476788,30,R,S,S,S,R,S,S,S,S,S,-
ERR3826424,PRJEB32286,SAMEA5672786,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826424/HICF0604_396709.pe.markdup.bam,HICF0604,ERS3476789,59,R,S,R,S,R,S,S,S,S,S,-
ERR3826425,PRJEB32286,SAMEA5672787,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826425/HICF0605_396712.pe.markdup.bam,HICF0605,ERS3476790,398,R,R,S,S,S,S,S,S,S,S,-
ERR3826426,PRJEB32286,SAMEA5672788,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826426/HICF0606_396487.pe.markdup.bam,HICF0606,ERS3476791,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826427,PRJEB32286,SAMEA5672789,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826427/HICF0607_396997.pe.markdup.bam,HICF0607,ERS3476792,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826429,PRJEB32286,SAMEA5672791,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826429/HICF0610_397522.pe.markdup.bam,HICF0610,ERS3476794,1,R,S,S,S,S,S,S,S,S,S,-
ERR3826430,PRJEB32286,SAMEA5672792,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826430/HICF0611_396463.pe.markdup.bam,HICF0611,ERS3476795,338,R,R,R,S,S,S,R,S,S,S,-
ERR3826431,PRJEB32286,SAMEA5672793,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826431/HICF0612_397042.pe.markdup.bam,HICF0612,ERS3476796,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826432,PRJEB32286,SAMEA5672794,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826432/HICF0613_396637.pe.markdup.bam,HICF0613,ERS3476797,59,R,R,S,S,R,S,S,R,S,R,-
ERR3826433,PRJEB32286,SAMEA5672795,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826433/HICF0614_396475.pe.markdup.bam,HICF0614,ERS3476798,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826434,PRJEB32286,SAMEA5672796,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826434/HICF0615_396190.pe.markdup.bam,HICF0615,ERS3476799,59,R,R,S,S,R,S,S,R,S,R,-
ERR3826435,PRJEB32286,SAMEA5672797,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826435/HICF0616_395890.pe.markdup.bam,HICF0616,ERS3476800,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826436,PRJEB32286,SAMEA5672798,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826436/HICF0617_397081.pe.markdup.bam,HICF0617,ERS3476801,72,R,R,R,S,S,S,S,S,S,S,-
ERR3826437,PRJEB32286,SAMEA5672799,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826437/HICF0618_396736.pe.markdup.bam,HICF0618,ERS3476802,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826438,PRJEB32286,SAMEA5672800,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826438/HICF0619_396715.pe.markdup.bam,HICF0619,ERS3476803,45,R,-,-,-,-,-,-,-,-,-,-
ERR3826439,PRJEB32286,SAMEA5672801,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826439/HICF0620_397300.pe.markdup.bam,HICF0620,ERS3476804,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826440,PRJEB32286,SAMEA5672802,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826440/HICF0621_396745.pe.markdup.bam,HICF0621,ERS3476805,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826441,PRJEB32286,SAMEA5672804,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826441/HICF0623_396691.pe.markdup.bam,HICF0623,ERS3476807,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826442,PRJEB32286,SAMEA5672805,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826442/HICF0624_397000.pe.markdup.bam,HICF0624,ERS3476808,59,R,R,S,S,S,S,-,-,-,-,-
ERR3826443,PRJEB32286,SAMEA5672806,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826443/HICF0625_397324.pe.markdup.bam,HICF0625,ERS3476809,22,R,R,R,S,S,S,S,S,S,R,-
ERR3826444,PRJEB32286,SAMEA5672807,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826444/HICF0626_396052.pe.markdup.bam,HICF0626,ERS3476810,22,R,R,S,S,R,R,S,S,S,R,-
ERR3826445,PRJEB32286,SAMEA5672808,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826445/HICF0627_396898.pe.markdup.bam,HICF0627,ERS3476811,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826446,PRJEB32286,SAMEA5672809,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826446/HICF0628_397507.pe.markdup.bam,HICF0628,ERS3476812,45,R,S,S,S,S,S,S,S,S,S,-
ERR3826447,PRJEB32286,SAMEA5672810,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826447/HICF0629_396493.pe.markdup.bam,HICF0629,ERS3476813,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826448,PRJEB32286,SAMEA5672811,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826448/HICF0630_396424.pe.markdup.bam,HICF0630,ERS3476814,22,R,S,S,S,R,S,S,S,S,R,-
ERR3826449,PRJEB32286,SAMEA5672812,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826449/HICF0633_396043.pe.markdup.bam,HICF0633,ERS3476815,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826450,PRJEB32286,SAMEA5672816,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826450/HICF0635_397639.pe.markdup.bam,HICF0635,ERS3476819,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826451,PRJEB32286,SAMEA5672817,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826451/HICF0636_397402.pe.markdup.bam,HICF0636,ERS3476820,8,R,-,-,-,-,S,R,S,S,S,R
ERR3826452,PRJEB32286,SAMEA5672818,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826452/HICF0637_396376.pe.markdup.bam,HICF0637,ERS3476821,5,R,S,S,S,R,S,S,S,S,S,-
ERR3826453,PRJEB32286,SAMEA5672819,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826453/HICF0638_396865.pe.markdup.bam,HICF0638,ERS3476822,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826454,PRJEB32286,SAMEA5672820,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826454/HICF0640_396031.pe.markdup.bam,HICF0640,ERS3476823,22,R,R,S,S,R,S,S,S,S,R,-
ERR3826455,PRJEB32286,SAMEA5672821,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826455/HICF0641_397198.pe.markdup.bam,HICF0641,ERS3476824,2851,R,S,S,S,S,S,S,S,S,S,-
ERR3826456,PRJEB32286,SAMEA5672822,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826456/HICF0642_397393.pe.markdup.bam,HICF0642,ERS3476825,45,R,-,-,-,-,-,-,-,-,-,-
ERR3826457,PRJEB32286,SAMEA5672823,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826457/HICF0643_397120.pe.markdup.bam,HICF0643,ERS3476826,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826458,PRJEB32286,SAMEA5672824,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826458/HICF0644_396853.pe.markdup.bam,HICF0644,ERS3476827,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826459,PRJEB32286,SAMEA5672825,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826459/HICF0645_396601.pe.markdup.bam,HICF0645,ERS3476828,45,R,S,S,S,S,S,S,S,S,S,-
ERR3826460,PRJEB32286,SAMEA5672826,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826460/HICF0646_396316.pe.markdup.bam,HICF0646,ERS3476829,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826461,PRJEB32286,SAMEA5672827,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826461/HICF0647_396025.pe.markdup.bam,HICF0647,ERS3476830,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826462,PRJEB32286,SAMEA5672828,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826462/HICF0648_396253.pe.markdup.bam,HICF0648,ERS3476831,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826463,PRJEB32286,SAMEA5672829,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826463/HICF0649_396412.pe.markdup.bam,HICF0649,ERS3476832,737,R,S,S,S,S,S,S,S,S,S,-
ERR3826464,PRJEB32286,SAMEA5672813,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826464/HICF0651_396433.pe.markdup.bam,HICF0651,ERS3476816,508,R,S,S,S,S,S,S,S,S,S,-
ERR3826465,PRJEB32286,SAMEA5672814,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826465/HICF0652_396643.pe.markdup.bam,HICF0652,ERS3476817,6,R,S,S,S,S,S,S,S,S,S,-
ERR3826466,PRJEB32286,SAMEA5672815,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826466/HICF0653_396184.pe.markdup.bam,HICF0653,ERS3476818,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826467,PRJEB32286,SAMEA5672830,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826467/HICF0654_396517.pe.markdup.bam,HICF0654,ERS3476833,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826468,PRJEB32286,SAMEA5672831,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826468/HICF0655_397624.pe.markdup.bam,HICF0655,ERS3476834,8,R,S,R,S,S,S,S,S,S,S,-
ERR3826469,PRJEB32286,SAMEA5672832,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826469/HICF0656_395809.pe.markdup.bam,HICF0656,ERS3476835,22,R,R,S,S,S,S,S,R,S,R,-
ERR3826470,PRJEB32286,SAMEA5672833,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826470/HICF0657_397561.pe.markdup.bam,HICF0657,ERS3476836,398,R,S,R,S,S,S,S,S,S,S,-
ERR3826471,PRJEB32286,SAMEA5672834,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826471/HICF0658_395911.pe.markdup.bam,HICF0658,ERS3476837,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826472,PRJEB32286,SAMEA5672835,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826472/HICF0659_397084.pe.markdup.bam,HICF0659,ERS3476838,36,R,-,-,-,-,S,S,S,S,R,R
ERR3826473,PRJEB32286,SAMEA5672836,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826473/HICF0660_397273.pe.markdup.bam,HICF0660,ERS3476839,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826474,PRJEB32286,SAMEA5672837,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826474/HICF0661_396847.pe.markdup.bam,HICF0661,ERS3476840,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826475,PRJEB32286,SAMEA5672838,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826475/HICF0662_397213.pe.markdup.bam,HICF0662,ERS3476841,1245,R,S,S,S,S,S,S,S,S,S,-
ERR3826476,PRJEB32286,SAMEA5672839,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826476/HICF0663_396343.pe.markdup.bam,HICF0663,ERS3476842,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826477,PRJEB32286,SAMEA5672840,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826477/HICF0665_397309.pe.markdup.bam,HICF0665,ERS3476843,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826478,PRJEB32286,SAMEA5672841,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826478/HICF0666_397504.pe.markdup.bam,HICF0666,ERS3476844,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826479,PRJEB32286,SAMEA5672842,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826479/HICF0667_396802.pe.markdup.bam,HICF0667,ERS3476845,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826480,PRJEB32286,SAMEA5672843,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826480/HICF0668_397093.pe.markdup.bam,HICF0668,ERS3476846,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826481,PRJEB32286,SAMEA5672844,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826481/HICF669_396457.pe.markdup.bam,HICF669,ERS3476847,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826482,PRJEB32286,SAMEA5672845,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826482/HICF0670_396700.pe.markdup.bam,HICF0670,ERS3476848,22,R,R,S,S,S,S,S,R,S,R,-
ERR3826483,PRJEB32286,SAMEA5672846,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826483/HICF0671_395935.pe.markdup.bam,HICF0671,ERS3476849,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826484,PRJEB32286,SAMEA5672847,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826484/HICF0672_396178.pe.markdup.bam,HICF0672,ERS3476850,15,R,S,S,S,R,S,S,S,S,S,-
ERR3826485,PRJEB32286,SAMEA5672848,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826485/HICF0673_396013.pe.markdup.bam,HICF0673,ERS3476851,45,R,S,S,S,R,S,S,S,S,S,-
ERR3826486,PRJEB32286,SAMEA5672849,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826486/HICF0674_396328.pe.markdup.bam,HICF0674,ERS3476852,2371,R,R,S,S,S,R,S,S,S,R,-
ERR3826487,PRJEB32286,SAMEA5672850,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826487/HICF0675_396091.pe.markdup.bam,HICF0675,ERS3476853,30,R,S,S,S,S,S,S,S,S,S,-
ERR3826488,PRJEB32286,SAMEA5672851,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826488/HICF0677_396862.pe.markdup.bam,HICF0677,ERS3476854,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826489,PRJEB32286,SAMEA5672852,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826489/HICF0678rpt3_505848.pe.markdup.bam,HICF0678,ERS3476855,59,R,R,S,S,R,S,S,S,S,S,-
ERR3826490,PRJEB32286,SAMEA5672853,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826490/HICF0680_396994.pe.markdup.bam,HICF0680,ERS3476856,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826491,PRJEB32286,SAMEA5672854,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826491/HICF0681_396304.pe.markdup.bam,HICF0681,ERS3476857,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826492,PRJEB32286,SAMEA5672855,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826492/HICF0682_397210.pe.markdup.bam,HICF0682,ERS3476858,22,R,S,S,S,S,S,-,-,-,-,-
ERR3826493,PRJEB32286,SAMEA5672856,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826493/HICF0683_395989.pe.markdup.bam,HICF0683,ERS3476859,22,R,R,S,S,S,S,-,-,-,-,-
ERR3826494,PRJEB32286,SAMEA5672857,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826494/HICF0684_396673.pe.markdup.bam,HICF0684,ERS3476860,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826495,PRJEB32286,SAMEA5672858,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826495/HICF0685_396199.pe.markdup.bam,HICF0685,ERS3476861,22,R,-,-,-,-,-,-,-,-,-,-
ERR3826496,PRJEB32286,SAMEA5672859,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826496/HICF0686_396220.pe.markdup.bam,HICF0686,ERS3476862,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826497,PRJEB32286,SAMEA5672860,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826497/HICF0687_396955.pe.markdup.bam,HICF0687,ERS3476863,22,R,S,S,S,S,S,S,S,S,S,-
ERR3826498,PRJEB32286,SAMEA5672861,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826498/HICF0688_397477.pe.markdup.bam,HICF0688,ERS3476864,22,R,R,S,S,S,S,S,S,S,R,-
ERR3826499,PRJEB32286,SAMEA5672862,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826499/HICF0689_396541.pe.markdup.bam,HICF0689,ERS3476865,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826500,PRJEB32286,SAMEA5672863,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826500/HICF0690_396850.pe.markdup.bam,HICF0690,ERS3476866,125,R,R,S,S,S,S,S,S,S,R,-
ERR3826501,PRJEB32286,SAMEA5672864,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826501/HICF0691_397465.pe.markdup.bam,HICF0691,ERS3476867,22,R,S,S,S,S,S,S,S,S,R,-
ERR3826502,PRJEB32286,SAMEA5672865,1280,Staphylococcus aureus,ftp.sra.ebi.ac.uk/vol1/run/ERR382/ERR3826502/HICF0692_397426.pe.markdup.bam,HICF0692,ERS3476868,22,R,R,S,S,S,S,S,S,S,R,-
