Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,sub_species
SRR17179247,WGS,302,839299978,PRJNA787062,SAMN23768866,Pathogen.cl,277601960,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13362593,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,291,Human blood sample,11.8 N 39.38 E,291,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,291,SRP349950,Not appllicable,
SRR17179248,WGS,302,2505577730,PRJNA787062,SAMN23768688,Pathogen.cl,781657340,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,wgmlst_sig,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13362592,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,289,Human blood sample,11.8 N 39.38 E,289,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,289,SRP349950,Not appllicable,
SRR17179249,WGS,302,954485194,PRJNA787062,SAMN23768865,Pathogen.cl,313539564,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362591,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,288,Human blood sample,11.8 N 39.38 E,288,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,288,SRP349950,Not appllicable,
SRR17179250,WGS,302,1163171120,PRJNA787062,SAMN23768864,Pathogen.cl,378553902,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362590,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,287,Human blood sample,11.8 N 39.38 E,287,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,287,SRP349950,Not appllicable,
SRR17179251,WGS,302,1324133496,PRJNA787062,SAMN23768863,Pathogen.cl,436130895,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362589,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,286,Human blood sample,11.8 N 39.38 E,286,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,286,SRP349950,Not appllicable,
SRR17179252,WGS,302,1748228472,PRJNA787062,SAMN23768638,Pathogen.cl,585628614,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362588,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,29,Human blood sample,7.0504 N 38.4955 E,29,PAIRED,RANDOM,GENOMIC,Achromobacter xylosoxidans,ILLUMINA,2022-07-18T00:00:00Z,29,SRP349950,Not appllicable,
SRR17179253,WGS,302,1237063876,PRJNA787062,SAMN23768862,Pathogen.cl,402051595,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362587,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,285,Human blood sample,11.8 N 39.38 E,285,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,285,SRP349950,Not appllicable,
SRR17179254,WGS,302,1031486134,PRJNA787062,SAMN23768861,Pathogen.cl,340408622,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362586,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,283-a,Human blood sample,11.8 N 39.38 E,283-a,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,283-a,SRP349950,Not appllicable,
SRR17179255,WGS,302,895628112,PRJNA787062,SAMN23768860,Pathogen.cl,297190452,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362585,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,282,Human blood sample,11.8 N 39.38 E,282,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,282,SRP349950,Not appllicable,
SRR17179256,WGS,302,1117699282,PRJNA787062,SAMN23768859,Pathogen.cl,366814643,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362584,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,281,Human blood sample,11.8 N 39.38 E,281,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,281,SRP349950,Not appllicable,
SRR17179257,WGS,302,1573444160,PRJNA787062,SAMN23768687,Pathogen.cl,502485093,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra,wgmlst_sig,realign","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13362583,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,280,Human blood sample,11.8 N 39.38 E,280,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,280,SRP349950,Not appllicable,
SRR17179258,WGS,302,1050552904,PRJNA787062,SAMN23768718,Pathogen.cl,391490372,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362582,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,279,Human blood sample,11.8 N 39.38 E,279,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,279,SRP349950,Not appllicable,
SRR17179259,WGS,302,951774442,PRJNA787062,SAMN23768858,Pathogen.cl,311744704,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362581,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,278,Human blood sample,11.8 N 39.38 E,278,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,278,SRP349950,Not appllicable,
SRR17179260,WGS,302,1029795840,PRJNA787062,SAMN23768857,Pathogen.cl,339528526,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362580,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,277,Human blood sample,11.8 N 39.38 E,277,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,277,SRP349950,Not appllicable,
SRR17179261,WGS,302,1338421116,PRJNA787062,SAMN23768856,Pathogen.cl,432218532,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362579,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,276,Human blood sample,11.8 N 39.38 E,276,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,276,SRP349950,Not appllicable,
SRR17179262,WGS,302,1915775354,PRJNA787062,SAMN23768855,Pathogen.cl,608018565,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362578,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,275,Human blood sample,11.8 N 39.38 E,275,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,275,SRP349950,Not appllicable,
SRR17179263,WGS,302,1545478960,PRJNA787062,SAMN23768637,Pathogen.cl,521738369,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362577,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,28,Human blood sample,7.0504 N 38.4955 E,28,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,28,SRP349950,Not appllicable,
SRR17179264,WGS,302,763940710,PRJNA787062,SAMN23768854,Pathogen.cl,254172385,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362576,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,274,Human blood sample,11.8 N 39.38 E,274,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,274,SRP349950,Not appllicable,
SRR17179265,WGS,302,866201836,PRJNA787062,SAMN23768853,Pathogen.cl,290168017,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362575,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,273,Human blood sample,11.8 N 39.38 E,273,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,273,SRP349950,Not appllicable,
SRR17179266,WGS,302,654157670,PRJNA787062,SAMN23768852,Pathogen.cl,228941411,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362574,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,271,Human blood sample,11.8 N 39.38 E,271,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,271,SRP349950,Not appllicable,
SRR17179267,WGS,302,2614211962,PRJNA787062,SAMN23768825,Pathogen.cl,868793542,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362573,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,241,Human blood sample,11.8 N 39.38 E,241,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,241,SRP349950,Not appllicable,
SRR17179268,WGS,302,1813230046,PRJNA787062,SAMN23768824,Pathogen.cl,585317713,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362572,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,240,Human blood sample,11.8 N 39.38 E,240,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,240,SRP349950,Not appllicable,
SRR17179269,WGS,302,910400140,PRJNA787062,SAMN23768823,Pathogen.cl,307687365,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362571,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,239,Human blood sample,11.8 N 39.38 E,239,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,239,SRP349950,Not appllicable,
SRR17179270,WGS,302,1020505716,PRJNA787062,SAMN23768822,Pathogen.cl,330456545,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362570,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,237,Human blood sample,11.8 N 39.38 E,237,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,237,SRP349950,Not appllicable,
SRR17179271,WGS,302,1559482700,PRJNA787062,SAMN23768821,Pathogen.cl,498525761,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362569,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,236,Human blood sample,11.8 N 39.38 E,236,PAIRED,RANDOM,GENOMIC,Enterobacter hormaechei subsp. xiangfangensis,ILLUMINA,2022-07-18T00:00:00Z,236,SRP349950,Not appllicable,xiangfangensis
SRR17179272,WGS,302,1142945274,PRJNA787062,SAMN23768820,Pathogen.cl,363710230,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362568,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,234,Human blood sample,11.8 N 39.38 E,234,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,234,SRP349950,Not appllicable,
SRR17179273,WGS,302,1321892052,PRJNA787062,SAMN23768819,Pathogen.cl,423452686,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362567,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,233,Human blood sample,11.8 N 39.38 E,233,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,233,SRP349950,Not appllicable,
SRR17179274,WGS,302,1101099852,PRJNA787062,SAMN23768818,Pathogen.cl,348936949,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362566,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,232,Human blood sample,11.8 N 39.38 E,232,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,232,SRP349950,Not appllicable,
SRR17179275,WGS,302,1018790960,PRJNA787062,SAMN23768817,Pathogen.cl,324156105,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362565,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,231,Human blood sample,11.8 N 39.38 E,231,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,231,SRP349950,Not appllicable,
SRR17179276,WGS,302,1630487430,PRJNA787062,SAMN23768633,Pathogen.cl,550594748,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362564,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,22,Human blood sample,7.0504 N 38.4955 E,22,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,22,SRP349950,Not appllicable,
SRR17179277,WGS,302,949991434,PRJNA787062,SAMN23768816,Pathogen.cl,307745925,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362563,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,230,Human blood sample,11.8 N 39.38 E,230,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,230,SRP349950,Not appllicable,
SRR17179278,WGS,302,1329469534,PRJNA787062,SAMN23768815,Pathogen.cl,420193105,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362562,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,229,Human blood sample,11.8 N 39.38 E,229,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,229,SRP349950,Not appllicable,
SRR17179279,WGS,302,1166286250,PRJNA787062,SAMN23768685,Pathogen.cl,372516105,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,realign,wgmlst_sig,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13362561,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,228-a,Human blood sample,11.8 N 39.38 E,228-a,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,228-a,SRP349950,Not appllicable,
SRR17179280,WGS,302,697214716,PRJNA787062,SAMN23768814,Pathogen.cl,247163131,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362560,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,227-b,Human blood sample,11.8 N 39.38 E,227-b,PAIRED,RANDOM,GENOMIC,Raoultella ornithinolytica,ILLUMINA,2022-07-18T00:00:00Z,227-b,SRP349950,Not appllicable,
SRR17179281,WGS,302,1188718508,PRJNA787062,SAMN23768813,Pathogen.cl,386035317,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362559,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,227-a,Human blood sample,11.8 N 39.38 E,227-a,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,227-a,SRP349950,Not appllicable,
SRR17179282,WGS,302,1221430544,PRJNA787062,SAMN23768812,Pathogen.cl,389631750,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362558,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,226,Human blood sample,11.8 N 39.38 E,226,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,226,SRP349950,Not appllicable,
SRR17179283,WGS,302,1257672054,PRJNA787062,SAMN23768811,Pathogen.cl,397126975,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362557,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,225,Human blood sample,11.8 N 39.38 E,225,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,225,SRP349950,Not appllicable,
SRR17179284,WGS,302,1074661564,PRJNA787062,SAMN23768810,Pathogen.cl,341296512,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362556,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,224,Human blood sample,11.8 N 39.38 E,224,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,224,SRP349950,Not appllicable,
SRR17179285,WGS,302,511350326,PRJNA787062,SAMN23768809,Pathogen.cl,185925569,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362555,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,223,Human blood sample,11.8 N 39.38 E,223,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,223,SRP349950,Not appllicable,
SRR17179286,WGS,302,1490545462,PRJNA787062,SAMN23768808,Pathogen.cl,465715644,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362554,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,222,Human blood sample,11.8 N 39.38 E,222,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,222,SRP349950,Not appllicable,
SRR17179287,WGS,302,1328920196,PRJNA787062,SAMN23768632,Pathogen.cl,455969904,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13362553,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,21,Human blood sample,7.0504 N 38.4955 E,21,PAIRED,RANDOM,GENOMIC,Klebsiella oxytoca,ILLUMINA,2022-07-18T00:00:00Z,21,SRP349950,Not appllicable,
SRR17179288,WGS,302,1273838114,PRJNA787062,SAMN23768807,Pathogen.cl,408321325,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362552,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,221,Human blood sample,11.8 N 39.38 E,221,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,221,SRP349950,Not appllicable,
SRR17179289,WGS,302,373692384,PRJNA787062,SAMN23768684,Pathogen.cl,147672116,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq,realign,wgmlst_sig","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13362551,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,220,Human blood sample,11.8 N 39.38 E,220,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,220,SRP349950,Not appllicable,
SRR17179290,WGS,302,1779732810,PRJNA787062,SAMN23768806,Pathogen.cl,557970305,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362550,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,219,Human blood sample,11.8 N 39.38 E,219,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,219,SRP349950,Not appllicable,
SRR17179291,WGS,302,1383555922,PRJNA787062,SAMN23768805,Pathogen.cl,446450158,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362549,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,218,Human blood sample,11.8 N 39.38 E,218,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,218,SRP349950,Not appllicable,
SRR17179292,WGS,302,1071833938,PRJNA787062,SAMN23768804,Pathogen.cl,338592934,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362548,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,215,Human blood sample,11.8 N 39.38 E,215,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,215,SRP349950,Not appllicable,
SRR17179293,WGS,302,1193112910,PRJNA787062,SAMN23768803,Pathogen.cl,379767315,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362547,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,213,Human blood sample,11.8 N 39.38 E,213,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,213,SRP349950,Not appllicable,
SRR17179294,WGS,302,1283278634,PRJNA787062,SAMN23768802,Pathogen.cl,405253954,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362546,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,212,Human blood sample,11.8 N 39.38 E,212,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,212,SRP349950,Not appllicable,
SRR17179295,WGS,302,1098139648,PRJNA787062,SAMN23768683,Pathogen.cl,379466763,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq,realign,wgmlst_sig","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13362545,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,208,Human blood sample,11.8 N 39.38 E,208,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,208,SRP349950,Not appllicable,
SRR17179296,WGS,302,1040233262,PRJNA787062,SAMN23768801,Pathogen.cl,340320983,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362544,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,207-a,Human blood sample,11.8 N 39.38 E,207-a,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,207-a,SRP349950,Not appllicable,
SRR17179297,WGS,302,1493398456,PRJNA787062,SAMN23768800,Pathogen.cl,472494172,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362543,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,206,Human blood sample,11.8 N 39.38 E,206,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,206,SRP349950,Not appllicable,
