Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,sub_species
SRR17179146,WGS,302,1004830708,PRJNA787062,SAMN23768735,Pathogen.cl,363241901,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13362694,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,59,Human blood sample,7.0504 N 38.4955 E,59,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,59,SRP349950,Not appllicable,
SRR17179147,WGS,302,1526118646,PRJNA787062,SAMN23768734,Pathogen.cl,488040862,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362693,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,58,Human blood sample,7.0504 N 38.4955 E,58,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,58,SRP349950,Not appllicable,
SRR17179148,WGS,302,1408927848,PRJNA787062,SAMN23768733,Pathogen.cl,447754709,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362692,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,57,Human blood sample,7.0504 N 38.4955 E,57,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,57,SRP349950,Not appllicable,
SRR17179149,WGS,302,1458265588,PRJNA787062,SAMN23768732,Pathogen.cl,483298547,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362691,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,56,Human blood sample,7.0504 N 38.4955 E,56,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,56,SRP349950,Not appllicable,
SRR17179150,WGS,302,1872032768,PRJNA787062,SAMN23768698,Pathogen.cl,590509913,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362690,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,55,Human blood sample,7.0504 N 38.4955 E,55,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,55,SRP349950,Not appllicable,
SRR17179151,WGS,302,2029119276,PRJNA787062,SAMN23768731,Pathogen.cl,644744471,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362689,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,54,Human blood sample,7.0504 N 38.4955 E,54,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,54,SRP349950,Not appllicable,
SRR17179152,WGS,302,1723073382,PRJNA787062,SAMN23768730,Pathogen.cl,553211108,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362688,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,53,Human blood sample,7.0504 N 38.4955 E,53,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,53,SRP349950,Not appllicable,
SRR17179153,WGS,302,1238474518,PRJNA787062,SAMN23768729,Pathogen.cl,398834666,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362687,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,52,Human blood sample,7.0504 N 38.4955 E,52,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,52,SRP349950,Not appllicable,
SRR17179154,WGS,302,1702868978,PRJNA787062,SAMN23768622,Pathogen.cl,583546230,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362686,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,5,Human blood sample,7.0504 N 38.4955 E,5,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,5,SRP349950,Not appllicable,
SRR17179155,WGS,302,1234613448,PRJNA787062,SAMN23768728,Pathogen.cl,397961741,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362685,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,51,Human blood sample,7.0504 N 38.4955 E,51,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,51,SRP349950,Not appllicable,
SRR17179156,WGS,302,798965462,PRJNA787062,SAMN23768727,Pathogen.cl,294439934,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362684,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,50,Human blood sample,7.0504 N 38.4955 E,50,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,50,SRP349950,Not appllicable,
SRR17179157,WGS,302,1646254548,PRJNA787062,SAMN23768652,Pathogen.cl,562400448,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362683,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,48,Human blood sample,7.0504 N 38.4955 E,48,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,48,SRP349950,Not appllicable,
SRR17179158,WGS,302,1824492834,PRJNA787062,SAMN23768651,Pathogen.cl,613566433,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362682,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,47,Human blood sample,7.0504 N 38.4955 E,47,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,47,SRP349950,Not appllicable,
SRR17179159,WGS,302,1723587386,PRJNA787062,SAMN23768650,Pathogen.cl,581616762,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362681,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,46,Human blood sample,7.0504 N 38.4955 E,46,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,46,SRP349950,Not appllicable,
SRR17179160,WGS,302,2678944152,PRJNA787062,SAMN23768649,Pathogen.cl,894648676,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362680,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,45,Human blood sample,7.0504 N 38.4955 E,45,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,45,SRP349950,Not appllicable,
SRR17179161,WGS,302,2151929992,PRJNA787062,SAMN23768648,Pathogen.cl,728777326,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362679,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,44,Human blood sample,7.0504 N 38.4955 E,44,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,44,SRP349950,Not appllicable,
SRR17179162,WGS,302,3326702744,PRJNA787062,SAMN23768901,Pathogen.cl,1060788224,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362678,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,336,Human blood sample,8.9806 N 38.7578 E,336,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,336,SRP349950,Not appllicable,
SRR17179163,WGS,302,659731986,PRJNA787062,SAMN23768900,Pathogen.cl,214484192,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362677,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,335,Human blood sample,8.9806 N 38.7578 E,335,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,335,SRP349950,Not appllicable,
SRR17179164,WGS,302,1803444944,PRJNA787062,SAMN23768899,Pathogen.cl,582395156,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362676,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,334,Human blood sample,8.9806 N 38.7578 E,334,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,334,SRP349950,Not appllicable,
SRR17179165,WGS,302,902022962,PRJNA787062,SAMN23768898,Pathogen.cl,296282826,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362675,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,333,Human blood sample,8.9806 N 38.7578 E,333,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,333,SRP349950,Not appllicable,
SRR17179166,WGS,302,1169204476,PRJNA787062,SAMN23768897,Pathogen.cl,409458056,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362674,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,332,Human blood sample,8.9806 N 38.7578 E,332,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,332,SRP349950,Not appllicable,
SRR17179167,WGS,302,1779530772,PRJNA787062,SAMN23768642,Pathogen.cl,604616895,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362673,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,37,Human blood sample,7.0504 N 38.4955 E,37,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,37,SRP349950,Not appllicable,
SRR17179168,WGS,302,291770354,PRJNA787062,SAMN23768896,Pathogen.cl,119925190,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362672,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,331,Human blood sample,8.9806 N 38.7578 E,331,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,331,SRP349950,Not appllicable,
SRR17179169,WGS,302,1500802590,PRJNA787062,SAMN23768895,Pathogen.cl,497288531,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362671,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,330,Human blood sample,8.9806 N 38.7578 E,330,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,330,SRP349950,Not appllicable,
SRR17179170,WGS,302,1880947808,PRJNA787062,SAMN23768894,Pathogen.cl,604625825,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362670,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,329,Human blood sample,8.9806 N 38.7578 E,329,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,329,SRP349950,Not appllicable,
SRR17179171,WGS,302,3528492802,PRJNA787062,SAMN23768893,Pathogen.cl,1125563522,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362669,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,327,Human blood sample,8.9806 N 38.7578 E,327,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,327,SRP349950,Not appllicable,
SRR17179172,WGS,302,1974428888,PRJNA787062,SAMN23768892,Pathogen.cl,637485440,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13362668,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,326,Human blood sample,8.9806 N 38.7578 E,326,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,326,SRP349950,Not appllicable,
SRR17179173,WGS,302,1471804248,PRJNA787062,SAMN23768891,Pathogen.cl,473195859,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362667,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,325,Human blood sample,8.9806 N 38.7578 E,325,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,325,SRP349950,Not appllicable,
SRR17179174,WGS,302,1643834018,PRJNA787062,SAMN23768890,Pathogen.cl,527015493,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362666,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,324,Human blood sample,8.9806 N 38.7578 E,324,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,324,SRP349950,Not appllicable,
SRR17179175,WGS,302,1310871468,PRJNA787062,SAMN23768889,Pathogen.cl,431436284,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362665,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,323,Human blood sample,8.9806 N 38.7578 E,323,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,323,SRP349950,Not appllicable,
SRR17179176,WGS,302,1376285574,PRJNA787062,SAMN23768888,Pathogen.cl,445855971,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362664,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,322,Human blood sample,8.9806 N 38.7578 E,322,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,322,SRP349950,Not appllicable,
SRR17179177,WGS,302,1408656652,PRJNA787062,SAMN23768887,Pathogen.cl,476141648,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13362663,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,321,Human blood sample,11.8 N 39.38 E,321,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,321,SRP349950,Not appllicable,
SRR17179178,WGS,302,1957267134,PRJNA787062,SAMN23768641,Pathogen.cl,670146378,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13362662,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,35,Human blood sample,7.0504 N 38.4955 E,35,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,35,SRP349950,Not appllicable,
SRR17179179,WGS,302,1905038348,PRJNA787062,SAMN23768886,Pathogen.cl,614578065,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362661,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,319,Human blood sample,11.8 N 39.38 E,319,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,319,SRP349950,Not appllicable,
SRR17179180,WGS,302,1012632878,PRJNA787062,SAMN23768885,Pathogen.cl,340375507,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq,realign,wgmlst_sig","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13362660,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,317,Human blood sample,11.8 N 39.38 E,317,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,317,SRP349950,Not appllicable,
SRR17179181,WGS,302,987772540,PRJNA787062,SAMN23768884,Pathogen.cl,327509785,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"wgmlst_sig,sra,fastq,realign","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13362659,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,316,Human blood sample,11.8 N 39.38 E,316,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,316,SRP349950,Not appllicable,
SRR17179182,WGS,302,1074141218,PRJNA787062,SAMN23768883,Pathogen.cl,351809869,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362658,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,315,Human blood sample,11.8 N 39.38 E,315,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,315,SRP349950,Not appllicable,
SRR17179183,WGS,302,1167288890,PRJNA787062,SAMN23768882,Pathogen.cl,380024569,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13362657,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,314,Human blood sample,11.8 N 39.38 E,314,PAIRED,RANDOM,GENOMIC,Kosakonia cowanii,ILLUMINA,2022-07-18T00:00:00Z,314,SRP349950,Not appllicable,
SRR17179184,WGS,302,611742374,PRJNA787062,SAMN23768881,Pathogen.cl,225172936,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362656,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,313,Human blood sample,11.8 N 39.38 E,313,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,313,SRP349950,Not appllicable,
SRR17179185,WGS,302,1183869596,PRJNA787062,SAMN23768880,Pathogen.cl,388401254,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362655,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,312,Human blood sample,11.8 N 39.38 E,312,PAIRED,RANDOM,GENOMIC,Enterobacter hormaechei subsp. xiangfangensis,ILLUMINA,2022-07-18T00:00:00Z,312,SRP349950,Not appllicable,xiangfangensis
SRR17179186,WGS,302,1419857832,PRJNA787062,SAMN23768879,Pathogen.cl,473455036,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362654,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,311,Human blood sample,11.8 N 39.38 E,311,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,311,SRP349950,Not appllicable,
SRR17179187,WGS,302,2315209916,PRJNA787062,SAMN23768878,Pathogen.cl,741468994,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362653,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,310-a,Human blood sample,11.8 N 39.38 E,310-a,PAIRED,RANDOM,GENOMIC,Enterobacter cloacae,ILLUMINA,2022-07-18T00:00:00Z,310-a,SRP349950,Not appllicable,
SRR17179188,WGS,302,1133314192,PRJNA787062,SAMN23768877,Pathogen.cl,378957994,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13362652,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,309,Human blood sample,11.8 N 39.38 E,309,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,309,SRP349950,Not appllicable,
SRR17179189,WGS,302,1562074464,PRJNA787062,SAMN23768640,Pathogen.cl,528129126,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13362651,Ethiopia,Africa,Ethiopia: Hawassa,Sepsis,Homo sapiens,Illumina HiSeq 2500,33,Human blood sample,7.0504 N 38.4955 E,33,PAIRED,RANDOM,GENOMIC,Klebsiella variicola,ILLUMINA,2022-07-18T00:00:00Z,33,SRP349950,Not appllicable,
SRR17179190,WGS,302,1400568790,PRJNA787062,SAMN23768693,Pathogen.cl,448742823,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13362650,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,308,Human blood sample,11.8 N 39.38 E,308,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,308,SRP349950,Not appllicable,
SRR17179191,WGS,302,1182483718,PRJNA787062,SAMN23768692,Pathogen.cl,381403719,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"wgmlst_sig,fastq,realign,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13362649,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,307,Human blood sample,11.8 N 39.38 E,307,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,307,SRP349950,Not appllicable,
SRR17179192,WGS,302,1227026000,PRJNA787062,SAMN23768691,Pathogen.cl,400870985,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra,wgmlst_sig,realign","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13362648,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,306,Human blood sample,11.8 N 39.38 E,306,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,306,SRP349950,Not appllicable,
SRR17179193,WGS,302,995856476,PRJNA787062,SAMN23768876,Pathogen.cl,323829487,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13362647,Ethiopia,Africa,Ethiopia: Dessie,Sepsis,Homo sapiens,Illumina HiSeq 2500,305,Human blood sample,11.8 N 39.38 E,305,PAIRED,RANDOM,GENOMIC,Pantoea dispersa,ILLUMINA,2022-07-18T00:00:00Z,305,SRP349950,Not appllicable,
SRR17179194,WGS,302,1550592424,PRJNA787062,SAMN23768659,Pathogen.cl,485937111,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13362646,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,128,Human blood sample,8.9806 N 38.7578 E,128,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2022-07-18T00:00:00Z,128,SRP349950,Not appllicable,
SRR17179195,WGS,302,1237561270,PRJNA787062,SAMN23768772,Pathogen.cl,394900838,ADDIS ABABA UNIVERSITY,Melese Hailu Legese,2019-10/2020-09,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13362645,Ethiopia,Africa,Ethiopia: Addis Ababa,Sepsis,Homo sapiens,Illumina HiSeq 2500,127,Human blood sample,8.9806 N 38.7578 E,127,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2022-07-18T00:00:00Z,127,SRP349950,Not appllicable,
