run_accession,study_accession,sample_accession,secondary_sample_accession,experiment_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp
SRR30996192,PRJNA787062,SAMN44250076,SRS22907592,SRX26384457,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/092/SRR30996192/SRR30996192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/092/SRR30996192/SRR30996192_2.fastq.gz,NA,NA
SRR30996195,PRJNA787062,SAMN44250073,SRS22907588,SRX26384454,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/095/SRR30996195/SRR30996195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/095/SRR30996195/SRR30996195_2.fastq.gz,NA,NA
SRR30996196,PRJNA787062,SAMN44250072,SRS22907587,SRX26384453,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/096/SRR30996196/SRR30996196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/096/SRR30996196/SRR30996196_2.fastq.gz,NA,NA
SRR30996197,PRJNA787062,SAMN44250063,SRS22907586,SRX26384452,470,Acinetobacter baumannii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/097/SRR30996197/SRR30996197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/097/SRR30996197/SRR30996197_2.fastq.gz,NA,NA
SRR17179100,PRJNA787062,SAMN23768767,SRS11267614,SRX13362740,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/000/SRR17179100/SRR17179100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/000/SRR17179100/SRR17179100_2.fastq.gz,NA,NA
SRR17179101,PRJNA787062,SAMN23768766,SRS11267613,SRX13362739,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/001/SRR17179101/SRR17179101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/001/SRR17179101/SRR17179101_2.fastq.gz,NA,NA
SRR17179102,PRJNA787062,SAMN23768765,SRS11267612,SRX13362738,571,Klebsiella oxytoca,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/002/SRR17179102/SRR17179102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/002/SRR17179102/SRR17179102_2.fastq.gz,NA,NA
SRR17179107,PRJNA787062,SAMN23768760,SRS11267606,SRX13362733,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/007/SRR17179107/SRR17179107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/007/SRR17179107/SRR17179107_2.fastq.gz,NA,NA
SRR17179114,PRJNA787062,SAMN23768758,SRS11267600,SRX13362726,54291,Klebsiella ornithinolytica,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17179114/SRR17179114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17179114/SRR17179114_2.fastq.gz,NA,NA
SRR17179115,PRJNA787062,SAMN23768757,SRS11267599,SRX13362725,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17179115/SRR17179115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17179115/SRR17179115_2.fastq.gz,NA,NA
SRR17179117,PRJNA787062,SAMN23768755,SRS11267597,SRX13362723,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/017/SRR17179117/SRR17179117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/017/SRR17179117/SRR17179117_2.fastq.gz,NA,NA
SRR17179118,PRJNA787062,SAMN23768702,SRS11267596,SRX13362722,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17179118/SRR17179118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17179118/SRR17179118_2.fastq.gz,NA,NA
SRR17179120,PRJNA787062,SAMN23768754,SRS11267595,SRX13362720,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/020/SRR17179120/SRR17179120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/020/SRR17179120/SRR17179120_2.fastq.gz,NA,NA
SRR17179121,PRJNA787062,SAMN23768625,SRS11267593,SRX13362719,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17179121/SRR17179121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17179121/SRR17179121_2.fastq.gz,NA,NA
SRR17179122,PRJNA787062,SAMN23768753,SRS11267592,SRX13362718,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17179122/SRR17179122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17179122/SRR17179122_2.fastq.gz,NA,NA
SRR17179124,PRJNA787062,SAMN23768701,SRS11267589,SRX13362716,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17179124/SRR17179124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17179124/SRR17179124_2.fastq.gz,NA,NA
SRR17179125,PRJNA787062,SAMN23768751,SRS11267590,SRX13362715,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/025/SRR17179125/SRR17179125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/025/SRR17179125/SRR17179125_2.fastq.gz,NA,NA
SRR17179131,PRJNA787062,SAMN23768748,SRS11267582,SRX13362709,571,Klebsiella oxytoca,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17179131/SRR17179131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17179131/SRR17179131_2.fastq.gz,NA,NA
SRR17179135,PRJNA787062,SAMN23768745,SRS11267578,SRX13362705,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/035/SRR17179135/SRR17179135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/035/SRR17179135/SRR17179135_2.fastq.gz,NA,NA
SRR17179136,PRJNA787062,SAMN23768744,SRS11267579,SRX13362704,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17179136/SRR17179136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17179136/SRR17179136_2.fastq.gz,NA,NA
SRR17179137,PRJNA787062,SAMN23768743,SRS11267577,SRX13362703,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/037/SRR17179137/SRR17179137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/037/SRR17179137/SRR17179137_2.fastq.gz,NA,NA
SRR17179140,PRJNA787062,SAMN23768740,SRS11267575,SRX13362700,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/040/SRR17179140/SRR17179140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/040/SRR17179140/SRR17179140_2.fastq.gz,NA,NA
SRR17179141,PRJNA787062,SAMN23768739,SRS11267573,SRX13362699,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17179141/SRR17179141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/041/SRR17179141/SRR17179141_2.fastq.gz,NA,NA
SRR17179142,PRJNA787062,SAMN23768738,SRS11267572,SRX13362698,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17179142/SRR17179142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17179142/SRR17179142_2.fastq.gz,NA,NA
SRR17179145,PRJNA787062,SAMN23768736,SRS11267569,SRX13362695,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17179145/SRR17179145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17179145/SRR17179145_2.fastq.gz,NA,NA
SRR17179150,PRJNA787062,SAMN23768698,SRS11267564,SRX13362690,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/050/SRR17179150/SRR17179150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/050/SRR17179150/SRR17179150_2.fastq.gz,NA,NA
SRR17179153,PRJNA787062,SAMN23768729,SRS11267561,SRX13362687,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/053/SRR17179153/SRR17179153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/053/SRR17179153/SRR17179153_2.fastq.gz,NA,NA
SRR17179157,PRJNA787062,SAMN23768652,SRS11267557,SRX13362683,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/057/SRR17179157/SRR17179157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/057/SRR17179157/SRR17179157_2.fastq.gz,NA,NA
SRR17179158,PRJNA787062,SAMN23768651,SRS11267555,SRX13362682,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/058/SRR17179158/SRR17179158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/058/SRR17179158/SRR17179158_2.fastq.gz,NA,NA
SRR17179160,PRJNA787062,SAMN23768649,SRS11267554,SRX13362680,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/060/SRR17179160/SRR17179160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/060/SRR17179160/SRR17179160_2.fastq.gz,NA,NA
SRR17179166,PRJNA787062,SAMN23768897,SRS11267548,SRX13362674,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/066/SRR17179166/SRR17179166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/066/SRR17179166/SRR17179166_2.fastq.gz,NA,NA
SRR17179168,PRJNA787062,SAMN23768896,SRS11267546,SRX13362672,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/068/SRR17179168/SRR17179168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/068/SRR17179168/SRR17179168_2.fastq.gz,NA,NA
SRR17179172,PRJNA787062,SAMN23768892,SRS11267542,SRX13362668,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/072/SRR17179172/SRR17179172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/072/SRR17179172/SRR17179172_2.fastq.gz,NA,NA
SRR17179174,PRJNA787062,SAMN23768890,SRS11267540,SRX13362666,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/074/SRR17179174/SRR17179174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/074/SRR17179174/SRR17179174_2.fastq.gz,NA,NA
SRR17179177,PRJNA787062,SAMN23768887,SRS11267537,SRX13362663,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/077/SRR17179177/SRR17179177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/077/SRR17179177/SRR17179177_2.fastq.gz,NA,NA
SRR17179178,PRJNA787062,SAMN23768641,SRS11267535,SRX13362662,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/078/SRR17179178/SRR17179178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/078/SRR17179178/SRR17179178_2.fastq.gz,NA,NA
SRR17179183,PRJNA787062,SAMN23768882,SRS11267531,SRX13362657,208223,Kosakonia cowanii,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/083/SRR17179183/SRR17179183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/083/SRR17179183/SRR17179183_2.fastq.gz,NA,NA
SRR17179186,PRJNA787062,SAMN23768879,SRS11267528,SRX13362654,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/086/SRR17179186/SRR17179186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/086/SRR17179186/SRR17179186_2.fastq.gz,NA,NA
SRR17179187,PRJNA787062,SAMN23768878,SRS11267527,SRX13362653,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/087/SRR17179187/SRR17179187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/087/SRR17179187/SRR17179187_2.fastq.gz,NA,NA
SRR17179191,PRJNA787062,SAMN23768692,SRS11267523,SRX13362649,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/091/SRR17179191/SRR17179191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/091/SRR17179191/SRR17179191_2.fastq.gz,NA,NA
SRR17179192,PRJNA787062,SAMN23768691,SRS11267522,SRX13362648,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/092/SRR17179192/SRR17179192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/092/SRR17179192/SRR17179192_2.fastq.gz,NA,NA
SRR17179195,PRJNA787062,SAMN23768772,SRS11267519,SRX13362645,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/095/SRR17179195/SRR17179195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/095/SRR17179195/SRR17179195_2.fastq.gz,NA,NA
SRR17179196,PRJNA787062,SAMN23768771,SRS11267518,SRX13362644,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/096/SRR17179196/SRR17179196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/096/SRR17179196/SRR17179196_2.fastq.gz,NA,NA
SRR17179197,PRJNA787062,SAMN23768658,SRS11267517,SRX13362643,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17179197/SRR17179197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17179197/SRR17179197_2.fastq.gz,NA,NA
SRR17179198,PRJNA787062,SAMN23768770,SRS11267516,SRX13362642,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17179198/SRR17179198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17179198/SRR17179198_2.fastq.gz,NA,NA
SRR17179199,PRJNA787062,SAMN23768657,SRS11267515,SRX13362641,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/099/SRR17179199/SRR17179199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/099/SRR17179199/SRR17179199_2.fastq.gz,NA,NA
SRR17179204,PRJNA787062,SAMN23768850,SRS11267510,SRX13362636,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/004/SRR17179204/SRR17179204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/004/SRR17179204/SRR17179204_2.fastq.gz,NA,NA
SRR17179209,PRJNA787062,SAMN23768846,SRS11267505,SRX13362631,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/009/SRR17179209/SRR17179209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/009/SRR17179209/SRR17179209_2.fastq.gz,NA,NA
SRR17179211,PRJNA787062,SAMN23768845,SRS11267504,SRX13362629,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/011/SRR17179211/SRR17179211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/011/SRR17179211/SRR17179211_2.fastq.gz,NA,NA
SRR17179213,PRJNA787062,SAMN23768843,SRS11267501,SRX13362627,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/013/SRR17179213/SRR17179213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/013/SRR17179213/SRR17179213_2.fastq.gz,NA,NA
SRR17179214,PRJNA787062,SAMN23768842,SRS11267500,SRX13362626,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17179214/SRR17179214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/014/SRR17179214/SRR17179214_2.fastq.gz,NA,NA
SRR17179215,PRJNA787062,SAMN23768717,SRS11267499,SRX13362625,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17179215/SRR17179215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17179215/SRR17179215_2.fastq.gz,NA,NA
SRR17179218,PRJNA787062,SAMN23768839,SRS11267496,SRX13362622,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17179218/SRR17179218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17179218/SRR17179218_2.fastq.gz,NA,NA
SRR17179221,PRJNA787062,SAMN23768635,SRS11267493,SRX13362619,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17179221/SRR17179221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17179221/SRR17179221_2.fastq.gz,NA,NA
SRR17179222,PRJNA787062,SAMN23768620,SRS11267492,SRX13362618,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17179222/SRR17179222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/022/SRR17179222/SRR17179222_2.fastq.gz,NA,NA
SRR17179229,PRJNA787062,SAMN23768830,SRS11267486,SRX13362611,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/029/SRR17179229/SRR17179229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/029/SRR17179229/SRR17179229_2.fastq.gz,NA,NA
SRR17179230,PRJNA787062,SAMN23768829,SRS11267484,SRX13362610,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/030/SRR17179230/SRR17179230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/030/SRR17179230/SRR17179230_2.fastq.gz,NA,NA
SRR17179231,PRJNA787062,SAMN23768828,SRS11267483,SRX13362609,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17179231/SRR17179231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/031/SRR17179231/SRR17179231_2.fastq.gz,NA,NA
SRR17179233,PRJNA787062,SAMN23768634,SRS11267481,SRX13362607,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17179233/SRR17179233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/033/SRR17179233/SRR17179233_2.fastq.gz,NA,NA
SRR17179235,PRJNA787062,SAMN23768875,SRS11267479,SRX13362605,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/035/SRR17179235/SRR17179235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/035/SRR17179235/SRR17179235_2.fastq.gz,NA,NA
SRR17179240,PRJNA787062,SAMN23768872,SRS11267474,SRX13362600,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/040/SRR17179240/SRR17179240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/040/SRR17179240/SRR17179240_2.fastq.gz,NA,NA
SRR17179242,PRJNA787062,SAMN23768871,SRS11267471,SRX13362598,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17179242/SRR17179242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/042/SRR17179242/SRR17179242_2.fastq.gz,NA,NA
SRR17179243,PRJNA787062,SAMN23768870,SRS11267472,SRX13362597,571,Klebsiella oxytoca,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17179243/SRR17179243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/043/SRR17179243/SRR17179243_2.fastq.gz,NA,NA
SRR17179245,PRJNA787062,SAMN23768868,SRS11267469,SRX13362595,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17179245/SRR17179245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/045/SRR17179245/SRR17179245_2.fastq.gz,NA,NA
SRR17179246,PRJNA787062,SAMN23768867,SRS11267468,SRX13362594,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17179246/SRR17179246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/046/SRR17179246/SRR17179246_2.fastq.gz,NA,NA
SRR17179247,PRJNA787062,SAMN23768866,SRS11267467,SRX13362593,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17179247/SRR17179247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17179247/SRR17179247_2.fastq.gz,NA,NA
SRR17179249,PRJNA787062,SAMN23768865,SRS11267465,SRX13362591,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/049/SRR17179249/SRR17179249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/049/SRR17179249/SRR17179249_2.fastq.gz,NA,NA
SRR17179251,PRJNA787062,SAMN23768863,SRS11267463,SRX13362589,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/051/SRR17179251/SRR17179251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/051/SRR17179251/SRR17179251_2.fastq.gz,NA,NA
SRR17179260,PRJNA787062,SAMN23768857,SRS11267454,SRX13362580,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/060/SRR17179260/SRR17179260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/060/SRR17179260/SRR17179260_2.fastq.gz,NA,NA
SRR17179262,PRJNA787062,SAMN23768855,SRS11267452,SRX13362578,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/062/SRR17179262/SRR17179262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/062/SRR17179262/SRR17179262_2.fastq.gz,NA,NA
SRR17179265,PRJNA787062,SAMN23768853,SRS11267449,SRX13362575,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/065/SRR17179265/SRR17179265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/065/SRR17179265/SRR17179265_2.fastq.gz,NA,NA
SRR17179270,PRJNA787062,SAMN23768822,SRS11267445,SRX13362570,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/070/SRR17179270/SRR17179270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/070/SRR17179270/SRR17179270_2.fastq.gz,NA,NA
SRR17179272,PRJNA787062,SAMN23768820,SRS11267443,SRX13362568,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/072/SRR17179272/SRR17179272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/072/SRR17179272/SRR17179272_2.fastq.gz,NA,NA
SRR17179276,PRJNA787062,SAMN23768633,SRS11267439,SRX13362564,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/076/SRR17179276/SRR17179276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/076/SRR17179276/SRR17179276_2.fastq.gz,NA,NA
SRR17179282,PRJNA787062,SAMN23768812,SRS11267432,SRX13362558,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/082/SRR17179282/SRR17179282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/082/SRR17179282/SRR17179282_2.fastq.gz,NA,NA
SRR17179284,PRJNA787062,SAMN23768810,SRS11267430,SRX13362556,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/084/SRR17179284/SRR17179284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/084/SRR17179284/SRR17179284_2.fastq.gz,NA,NA
SRR17179286,PRJNA787062,SAMN23768808,SRS11267428,SRX13362554,59814,Pantoea dispersa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/086/SRR17179286/SRR17179286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/086/SRR17179286/SRR17179286_2.fastq.gz,NA,NA
SRR17179289,PRJNA787062,SAMN23768684,SRS11267425,SRX13362551,562,Escherichia coli,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/089/SRR17179289/SRR17179289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/089/SRR17179289/SRR17179289_2.fastq.gz,NA,NA
SRR17179294,PRJNA787062,SAMN23768802,SRS11267420,SRX13362546,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/094/SRR17179294/SRR17179294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/094/SRR17179294/SRR17179294_2.fastq.gz,NA,NA
SRR17179296,PRJNA787062,SAMN23768801,SRS11267418,SRX13362544,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/096/SRR17179296/SRR17179296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/096/SRR17179296/SRR17179296_2.fastq.gz,NA,NA
SRR17179297,PRJNA787062,SAMN23768800,SRS11267417,SRX13362543,550,Enterobacter cloacae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17179297/SRR17179297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/097/SRR17179297/SRR17179297_2.fastq.gz,NA,NA
SRR17179298,PRJNA787062,SAMN23768631,SRS11267416,SRX13362542,573,Klebsiella pneumoniae,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17179298/SRR17179298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/098/SRR17179298/SRR17179298_2.fastq.gz,NA,NA
SRR17179303,PRJNA787062,SAMN23768621,SRS11267411,SRX13362537,244366,Klebsiella variicola,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/003/SRR17179303/SRR17179303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/003/SRR17179303/SRR17179303_2.fastq.gz,NA,NA
