run_accession	study_accession	sample_accession	tax_id	scientific_name	submitted_ftp
ERR1046142	PRJEB9121	SAMEA3447702	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046142/16933_6#29.cram
ERR1046143	PRJEB9121	SAMEA3447704	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046143/16933_6#30.cram
ERR1046144	PRJEB9121	SAMEA3447708	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046144/16933_6#31.cram
ERR1046145	PRJEB9121	SAMEA3447712	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046145/16933_6#32.cram
ERR1046146	PRJEB9121	SAMEA3447713	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046146/16933_6#33.cram
ERR1046147	PRJEB9121	SAMEA3447715	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046147/16933_6#34.cram
ERR1046148	PRJEB9121	SAMEA3447717	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046148/16933_6#35.cram
ERR1046149	PRJEB9121	SAMEA3447718	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046149/16933_6#36.cram
ERR1046150	PRJEB9121	SAMEA3447720	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046150/16933_6#37.cram
ERR1046151	PRJEB9121	SAMEA3447722	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046151/16933_6#38.cram
ERR1046152	PRJEB9121	SAMEA3447724	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046152/16933_6#39.cram
ERR1046153	PRJEB9121	SAMEA3447726	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046153/16933_6#40.cram
ERR1046154	PRJEB9121	SAMEA3447728	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046154/16933_6#41.cram
ERR1046155	PRJEB9121	SAMEA3447730	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046155/16933_6#42.cram
ERR1046156	PRJEB9121	SAMEA3447732	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046156/16933_6#43.cram
ERR1046157	PRJEB9121	SAMEA3447734	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046157/16933_6#44.cram
ERR1046158	PRJEB9121	SAMEA3447736	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046158/16933_6#45.cram
ERR1046159	PRJEB9121	SAMEA3447738	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046159/16933_6#46.cram
ERR1046160	PRJEB9121	SAMEA3447740	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046160/16933_6#47.cram
ERR1046161	PRJEB9121	SAMEA3447742	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046161/16933_6#48.cram
ERR1046162	PRJEB9121	SAMEA3447744	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046162/16933_6#49.cram
ERR1046163	PRJEB9121	SAMEA3447746	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046163/16933_6#50.cram
ERR1046164	PRJEB9121	SAMEA3447748	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046164/16933_6#51.cram
ERR1046165	PRJEB9121	SAMEA3447750	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046165/16933_6#52.cram
ERR1046166	PRJEB9121	SAMEA3447752	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046166/16933_6#53.cram
ERR1046167	PRJEB9121	SAMEA3447754	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046167/16933_6#54.cram
ERR1046168	PRJEB9121	SAMEA3447755	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046168/16933_6#55.cram
ERR1046169	PRJEB9121	SAMEA3447757	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046169/16933_6#56.cram
ERR1046170	PRJEB9121	SAMEA3447759	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046170/16933_6#57.cram
ERR1046171	PRJEB9121	SAMEA3447761	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046171/16933_6#58.cram
ERR1046172	PRJEB9121	SAMEA3447762	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046172/16933_6#59.cram
ERR1046173	PRJEB9121	SAMEA3447766	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046173/16933_6#60.cram
ERR1046174	PRJEB9121	SAMEA3447769	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046174/16933_6#61.cram
ERR1046175	PRJEB9121	SAMEA3447771	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046175/16933_6#62.cram
ERR1046176	PRJEB9121	SAMEA3447773	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046176/16933_6#63.cram
ERR1046177	PRJEB9121	SAMEA3447775	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046177/16933_6#64.cram
ERR1046178	PRJEB9121	SAMEA3447777	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046178/16933_6#65.cram
ERR1046179	PRJEB9121	SAMEA3447779	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046179/16933_6#66.cram
ERR1046180	PRJEB9121	SAMEA3447781	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046180/16933_6#67.cram
ERR1046181	PRJEB9121	SAMEA3447784	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046181/16933_6#68.cram
ERR1046182	PRJEB9121	SAMEA3447786	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046182/16933_6#69.cram
ERR1046183	PRJEB9121	SAMEA3447788	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046183/16933_6#70.cram
ERR1046184	PRJEB9121	SAMEA3447790	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046184/16933_6#71.cram
ERR1046185	PRJEB9121	SAMEA3447792	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046185/16933_6#72.cram
ERR1046186	PRJEB9121	SAMEA3447795	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046186/16933_6#73.cram
ERR1046187	PRJEB9121	SAMEA3447797	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046187/16933_6#74.cram
ERR1046188	PRJEB9121	SAMEA3447801	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046188/16933_6#75.cram
ERR1046189	PRJEB9121	SAMEA3447802	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046189/16933_6#76.cram
ERR1046190	PRJEB9121	SAMEA3447805	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046190/16933_6#77.cram
ERR1046191	PRJEB9121	SAMEA3447806	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046191/16933_6#78.cram
ERR1046192	PRJEB9121	SAMEA3447808	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046192/16933_6#79.cram
ERR1046193	PRJEB9121	SAMEA3447810	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046193/16933_6#80.cram
ERR1046194	PRJEB9121	SAMEA3447812	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046194/16933_6#81.cram
ERR1046195	PRJEB9121	SAMEA3447813	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046195/16933_6#82.cram
ERR1046196	PRJEB9121	SAMEA3447815	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046196/16933_6#83.cram
ERR1046197	PRJEB9121	SAMEA3447817	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046197/16933_6#84.cram
ERR1046198	PRJEB9121	SAMEA3447819	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046198/16933_6#85.cram
ERR1046199	PRJEB9121	SAMEA3447821	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046199/16933_6#86.cram
ERR1046200	PRJEB9121	SAMEA3447823	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046200/16933_6#87.cram
ERR1046201	PRJEB9121	SAMEA3447825	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046201/16933_6#88.cram
ERR1046202	PRJEB9121	SAMEA3447826	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046202/16933_6#89.cram
ERR1046203	PRJEB9121	SAMEA3447828	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046203/16933_6#90.cram
ERR1046204	PRJEB9121	SAMEA3447830	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046204/16933_7#1.cram
ERR1046205	PRJEB9121	SAMEA3447832	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046205/16933_7#2.cram
ERR1046206	PRJEB9121	SAMEA3447834	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046206/16933_7#3.cram
ERR1046207	PRJEB9121	SAMEA3447835	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046207/16933_7#4.cram
ERR1046208	PRJEB9121	SAMEA3447836	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046208/16933_7#5.cram
ERR1046209	PRJEB9121	SAMEA3447837	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046209/16933_7#6.cram
ERR1046210	PRJEB9121	SAMEA3447838	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046210/16933_7#7.cram
ERR1046211	PRJEB9121	SAMEA3447839	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046211/16933_7#8.cram
ERR1046212	PRJEB9121	SAMEA3447840	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046212/16933_7#9.cram
ERR1046213	PRJEB9121	SAMEA3447841	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046213/16933_7#10.cram
ERR1046214	PRJEB9121	SAMEA3447842	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046214/16933_7#11.cram
ERR1046215	PRJEB9121	SAMEA3447843	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046215/16933_7#12.cram
ERR1046216	PRJEB9121	SAMEA3447844	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046216/16933_7#13.cram
ERR1046217	PRJEB9121	SAMEA3447845	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046217/16933_7#14.cram
ERR1046218	PRJEB9121	SAMEA3447846	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046218/16933_7#15.cram
ERR1046219	PRJEB9121	SAMEA3447847	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046219/16933_7#16.cram
ERR1046220	PRJEB9121	SAMEA3447848	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046220/16933_7#17.cram
ERR1046221	PRJEB9121	SAMEA3447849	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046221/16933_7#18.cram
ERR1046222	PRJEB9121	SAMEA3447850	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046222/16933_7#19.cram
ERR1046223	PRJEB9121	SAMEA3447851	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046223/16933_7#20.cram
ERR1046224	PRJEB9121	SAMEA3447852	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046224/16933_7#21.cram
ERR1046225	PRJEB9121	SAMEA3447853	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046225/16933_7#22.cram
ERR1046226	PRJEB9121	SAMEA3447854	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046226/16933_7#23.cram
ERR1046227	PRJEB9121	SAMEA3447855	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046227/16933_7#24.cram
ERR1046228	PRJEB9121	SAMEA3447856	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046228/16933_7#25.cram
ERR1046229	PRJEB9121	SAMEA3447857	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046229/16933_7#26.cram
ERR1046230	PRJEB9121	SAMEA3447858	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046230/16933_7#27.cram
ERR1046231	PRJEB9121	SAMEA3447859	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046231/16933_7#28.cram
ERR1046232	PRJEB9121	SAMEA3447860	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046232/16933_7#29.cram
ERR1046233	PRJEB9121	SAMEA3447861	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046233/16933_7#30.cram
ERR1046234	PRJEB9121	SAMEA3447862	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046234/16933_7#31.cram
ERR1046235	PRJEB9121	SAMEA3447863	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046235/16933_7#32.cram
ERR1046236	PRJEB9121	SAMEA3447864	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046236/16933_7#33.cram
ERR1046237	PRJEB9121	SAMEA3447866	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046237/16933_7#34.cram
ERR1046238	PRJEB9121	SAMEA3447867	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046238/16933_7#35.cram
ERR1046239	PRJEB9121	SAMEA3447868	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046239/16933_7#36.cram
ERR1046240	PRJEB9121	SAMEA3447869	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046240/16933_7#37.cram
ERR1046241	PRJEB9121	SAMEA3447870	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046241/16933_7#38.cram
ERR1046242	PRJEB9121	SAMEA3447871	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046242/16933_7#39.cram
ERR1046243	PRJEB9121	SAMEA3447872	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046243/16933_7#40.cram
ERR1046244	PRJEB9121	SAMEA3447873	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046244/16933_7#41.cram
ERR1046245	PRJEB9121	SAMEA3447874	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046245/16933_7#42.cram
ERR1046246	PRJEB9121	SAMEA3447875	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046246/16933_7#43.cram
ERR1046247	PRJEB9121	SAMEA3447876	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046247/16933_7#44.cram
ERR1046248	PRJEB9121	SAMEA3447877	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046248/16933_7#45.cram
ERR1046249	PRJEB9121	SAMEA3447878	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046249/16933_7#46.cram
ERR1046250	PRJEB9121	SAMEA3447879	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046250/16933_7#47.cram
ERR1046251	PRJEB9121	SAMEA3447880	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046251/16933_7#48.cram
ERR1046252	PRJEB9121	SAMEA3447881	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046252/16933_7#49.cram
ERR1046253	PRJEB9121	SAMEA3447882	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046253/16933_7#50.cram
ERR1046254	PRJEB9121	SAMEA3447883	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046254/16933_7#51.cram
ERR1046255	PRJEB9121	SAMEA3447884	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046255/16933_7#52.cram
ERR1046256	PRJEB9121	SAMEA3447885	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046256/16933_7#53.cram
ERR1046257	PRJEB9121	SAMEA3447886	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046257/16933_7#54.cram
ERR1046258	PRJEB9121	SAMEA3447887	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046258/16933_7#55.cram
ERR1046259	PRJEB9121	SAMEA3447888	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046259/16933_7#56.cram
ERR1046260	PRJEB9121	SAMEA3447889	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046260/16933_7#57.cram
ERR1046261	PRJEB9121	SAMEA3447890	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046261/16933_7#58.cram
ERR1046262	PRJEB9121	SAMEA3447891	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046262/16933_7#59.cram
ERR1046263	PRJEB9121	SAMEA3447892	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046263/16933_7#60.cram
ERR1046264	PRJEB9121	SAMEA3447893	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046264/16933_7#61.cram
ERR1046265	PRJEB9121	SAMEA3447894	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046265/16933_7#62.cram
ERR1046266	PRJEB9121	SAMEA3447895	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046266/16933_7#63.cram
ERR1046267	PRJEB9121	SAMEA3447896	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046267/16933_7#64.cram
ERR1046268	PRJEB9121	SAMEA3447897	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046268/16933_7#65.cram
ERR1046269	PRJEB9121	SAMEA3447898	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046269/16933_7#66.cram
ERR1046270	PRJEB9121	SAMEA3447899	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046270/16933_7#67.cram
ERR1046271	PRJEB9121	SAMEA3447900	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046271/16933_7#68.cram
ERR1046272	PRJEB9121	SAMEA3447901	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046272/16933_7#69.cram
ERR1046273	PRJEB9121	SAMEA3447903	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046273/16933_7#70.cram
ERR1046274	PRJEB9121	SAMEA3447904	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046274/16933_7#71.cram
ERR1046275	PRJEB9121	SAMEA3447905	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046275/16933_7#72.cram
ERR1046276	PRJEB9121	SAMEA3447906	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046276/16933_7#73.cram
ERR1046277	PRJEB9121	SAMEA3447908	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046277/16933_7#74.cram
ERR1046278	PRJEB9121	SAMEA3447910	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046278/16933_7#75.cram
ERR1046279	PRJEB9121	SAMEA3447911	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046279/16933_7#76.cram
ERR1046280	PRJEB9121	SAMEA3447912	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046280/16933_7#77.cram
ERR1046281	PRJEB9121	SAMEA3447913	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046281/16933_7#78.cram
ERR1046282	PRJEB9121	SAMEA3447914	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046282/16933_7#79.cram
ERR1046283	PRJEB9121	SAMEA3447915	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046283/16933_7#80.cram
ERR1046284	PRJEB9121	SAMEA3447916	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046284/16933_7#81.cram
ERR1046285	PRJEB9121	SAMEA3447917	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046285/16933_7#82.cram
ERR1046286	PRJEB9121	SAMEA3447918	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046286/16933_7#83.cram
ERR1046287	PRJEB9121	SAMEA3447919	599	Salmonella sp.	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1046287/16933_7#84.cram
