run_accession	study_accession	sample_accession	tax_id	scientific_name	submitted_ftp
ERR4372633	PRJEB39112	SAMEA7082332	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372633/AI2996.411.CRE_06.9771AB.HGTY7DSXX.3.177UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372633/AI2996.411.CRE_06.9771AB.HGTY7DSXX.3.177UDI-idt-UMI.2.fastq.gz
ERR4372634	PRJEB39112	SAMEA7082332	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372634/AI2996.411.CRE_06.9771AB.HGTY7DSXX.4.177UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372634/AI2996.411.CRE_06.9771AB.HGTY7DSXX.4.177UDI-idt-UMI.2.fastq.gz
ERR4372635	PRJEB39112	SAMEA7082333	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372635/AI2998.413.CRE_06.9772AB.HGTY7DSXX.1.189UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372635/AI2998.413.CRE_06.9772AB.HGTY7DSXX.1.189UDI-idt-UMI.2.fastq.gz
ERR4372636	PRJEB39112	SAMEA7082333	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372636/AI2998.413.CRE_06.9772AB.HGTY7DSXX.2.189UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372636/AI2998.413.CRE_06.9772AB.HGTY7DSXX.2.189UDI-idt-UMI.2.fastq.gz
ERR4372637	PRJEB39112	SAMEA7082333	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372637/AI2998.413.CRE_06.9772AB.HGTY7DSXX.3.189UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372637/AI2998.413.CRE_06.9772AB.HGTY7DSXX.3.189UDI-idt-UMI.2.fastq.gz
ERR4372638	PRJEB39112	SAMEA7082333	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372638/AI2998.413.CRE_06.9772AB.HGTY7DSXX.4.189UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372638/AI2998.413.CRE_06.9772AB.HGTY7DSXX.4.189UDI-idt-UMI.2.fastq.gz
ERR4372639	PRJEB39112	SAMEA7082334	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372639/AI3000.418.CRE_06.9774AB.HGTY7DSXX.1.213UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372639/AI3000.418.CRE_06.9774AB.HGTY7DSXX.1.213UDI-idt-UMI.2.fastq.gz
ERR4372640	PRJEB39112	SAMEA7082334	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372640/AI3000.418.CRE_06.9774AB.HGTY7DSXX.2.213UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372640/AI3000.418.CRE_06.9774AB.HGTY7DSXX.2.213UDI-idt-UMI.2.fastq.gz
ERR4372641	PRJEB39112	SAMEA7082334	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372641/AI3000.418.CRE_06.9774AB.HGTY7DSXX.3.213UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372641/AI3000.418.CRE_06.9774AB.HGTY7DSXX.3.213UDI-idt-UMI.2.fastq.gz
ERR4372642	PRJEB39112	SAMEA7082334	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372642/AI3000.418.CRE_06.9774AB.HGTY7DSXX.4.213UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372642/AI3000.418.CRE_06.9774AB.HGTY7DSXX.4.213UDI-idt-UMI.2.fastq.gz
ERR4372643	PRJEB39112	SAMEA7082335	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372643/AI2775.419.CRE_04.8325AB.HGV2KDSXX.1.200UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372643/AI2775.419.CRE_04.8325AB.HGV2KDSXX.1.200UDI-idt-UMI.2.fastq.gz
ERR4372644	PRJEB39112	SAMEA7082335	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372644/AI2775.419.CRE_04.8325AB.HGV2KDSXX.2.200UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372644/AI2775.419.CRE_04.8325AB.HGV2KDSXX.2.200UDI-idt-UMI.2.fastq.gz
ERR4372645	PRJEB39112	SAMEA7082335	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372645/AI2775.419.CRE_04.8325AB.HGV2KDSXX.3.200UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372645/AI2775.419.CRE_04.8325AB.HGV2KDSXX.3.200UDI-idt-UMI.2.fastq.gz
ERR4372646	PRJEB39112	SAMEA7082335	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372646/AI2775.419.CRE_04.8325AB.HGV2KDSXX.4.200UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372646/AI2775.419.CRE_04.8325AB.HGV2KDSXX.4.200UDI-idt-UMI.2.fastq.gz
ERR4372647	PRJEB39112	SAMEA7082336	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372647/AI3007.437.CRE_06.9780AB.HGV2NDSXX.1.190UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372647/AI3007.437.CRE_06.9780AB.HGV2NDSXX.1.190UDI-idt-UMI.2.fastq.gz
ERR4372648	PRJEB39112	SAMEA7082336	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372648/AI3007.437.CRE_06.9780AB.HGV2NDSXX.2.190UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372648/AI3007.437.CRE_06.9780AB.HGV2NDSXX.2.190UDI-idt-UMI.2.fastq.gz
ERR4372649	PRJEB39112	SAMEA7082336	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372649/AI3007.437.CRE_06.9780AB.HGV2NDSXX.3.190UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372649/AI3007.437.CRE_06.9780AB.HGV2NDSXX.3.190UDI-idt-UMI.2.fastq.gz
ERR4372650	PRJEB39112	SAMEA7082336	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372650/AI3007.437.CRE_06.9780AB.HGV2NDSXX.4.190UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372650/AI3007.437.CRE_06.9780AB.HGV2NDSXX.4.190UDI-idt-UMI.2.fastq.gz
ERR4372651	PRJEB39112	SAMEA7082337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372651/AI3008.439.CRE_06.9781AB.HGV2NDSXX.1.202UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372651/AI3008.439.CRE_06.9781AB.HGV2NDSXX.1.202UDI-idt-UMI.2.fastq.gz
ERR4372652	PRJEB39112	SAMEA7082337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372652/AI3008.439.CRE_06.9781AB.HGV2NDSXX.2.202UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372652/AI3008.439.CRE_06.9781AB.HGV2NDSXX.2.202UDI-idt-UMI.2.fastq.gz
ERR4372653	PRJEB39112	SAMEA7082337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372653/AI3008.439.CRE_06.9781AB.HGV2NDSXX.3.202UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372653/AI3008.439.CRE_06.9781AB.HGV2NDSXX.3.202UDI-idt-UMI.2.fastq.gz
ERR4372654	PRJEB39112	SAMEA7082337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372654/AI3008.439.CRE_06.9781AB.HGV2NDSXX.4.202UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372654/AI3008.439.CRE_06.9781AB.HGV2NDSXX.4.202UDI-idt-UMI.2.fastq.gz
ERR4372655	PRJEB39112	SAMEA7082338	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372655/AN2352.487.CRE_12.5609AD.HLJTFDSXX.1.275UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372655/AN2352.487.CRE_12.5609AD.HLJTFDSXX.1.275UDI-idt-UMI.2.fastq.gz
ERR4372656	PRJEB39112	SAMEA7082338	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372656/AN2352.487.CRE_12.5609AD.HLJTFDSXX.2.275UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372656/AN2352.487.CRE_12.5609AD.HLJTFDSXX.2.275UDI-idt-UMI.2.fastq.gz
ERR4372657	PRJEB39112	SAMEA7082338	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372657/AN2352.487.CRE_12.5609AD.HLJTFDSXX.3.275UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372657/AN2352.487.CRE_12.5609AD.HLJTFDSXX.3.275UDI-idt-UMI.2.fastq.gz
ERR4372658	PRJEB39112	SAMEA7082338	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372658/AN2352.487.CRE_12.5609AD.HLJTFDSXX.4.275UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372658/AN2352.487.CRE_12.5609AD.HLJTFDSXX.4.275UDI-idt-UMI.2.fastq.gz
ERR4372659	PRJEB39112	SAMEA7082339	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372659/AN2360.495.CRE_12.5615AD.HLJTFDSXX.1.252UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372659/AN2360.495.CRE_12.5615AD.HLJTFDSXX.1.252UDI-idt-UMI.2.fastq.gz
ERR4372660	PRJEB39112	SAMEA7082339	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372660/AN2360.495.CRE_12.5615AD.HLJTFDSXX.2.252UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372660/AN2360.495.CRE_12.5615AD.HLJTFDSXX.2.252UDI-idt-UMI.2.fastq.gz
ERR4372661	PRJEB39112	SAMEA7082339	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372661/AN2360.495.CRE_12.5615AD.HLJTFDSXX.3.252UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372661/AN2360.495.CRE_12.5615AD.HLJTFDSXX.3.252UDI-idt-UMI.2.fastq.gz
ERR4372662	PRJEB39112	SAMEA7082339	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372662/AN2360.495.CRE_12.5615AD.HLJTFDSXX.4.252UDI-idt-UMI.1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR437/ERR4372662/AN2360.495.CRE_12.5615AD.HLJTFDSXX.4.252UDI-idt-UMI.2.fastq.gz
ERR5173339	PRJEB39112	SAMEA7082322	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR517/ERR5173339/AI2763.FAK47108.fast5s.tar.gz
ERR5191772	PRJEB39112	SAMEA7082323	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191772/AI2764.FAK47108.fast5s.tar.gz
ERR5191773	PRJEB39112	SAMEA7082324	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191773/AI2765.FAK47108.fast5s.tar.gz
ERR5191774	PRJEB39112	SAMEA7082325	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191774/AI2766.FAK47108.fast5s.tar.gz
ERR5191775	PRJEB39112	SAMEA7082326	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191775/AI2767.FAK47108.fast5s.tar.gz
ERR5191776	PRJEB39112	SAMEA7082328	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191776/AI2768.FAK47108.fast5s.tar.gz
ERR5191777	PRJEB39112	SAMEA7082329	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191777/AI2769.FAK47108.fast5s.tar.gz
ERR5191778	PRJEB39112	SAMEA7082330	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191778/AI2770.FAK47108.fast5s.tar.gz
ERR5191779	PRJEB39112	SAMEA7082335	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191779/AI2775.FAK47108.fast5s.tar.gz
ERR5191780	PRJEB39112	SAMEA7082317	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191780/AI2830.FAK60674.fast5s.tar.gz
ERR5191781	PRJEB39112	SAMEA7082318	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191781/AI2855.FAK60493.fast5s.tar.gz
ERR5191782	PRJEB39112	SAMEA7082319	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191782/AI2856.FAK60493.fast5s.tar.gz
ERR5191783	PRJEB39112	SAMEA7082320	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191783/AI2898.FAK60889.fast5s.tar.gz
ERR5191784	PRJEB39112	SAMEA7082321	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191784/AI2934.FAK64123.fast5s.tar.gz
ERR5191785	PRJEB39112	SAMEA7082327	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191785/AI2993.FAK60430.fast5s.tar.gz
ERR5191786	PRJEB39112	SAMEA7082332	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191786/AI2996.FAK60430.fast5s.tar.gz
ERR5191787	PRJEB39112	SAMEA7082333	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191787/AI2998.FAK60430.fast5s.tar.gz
ERR5191788	PRJEB39112	SAMEA7082334	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191788/AI3000.FAK60430.fast5s.tar.gz
ERR5191789	PRJEB39112	SAMEA7082336	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191789/AI3007.FAK60430.fast5s.tar.gz
ERR5191790	PRJEB39112	SAMEA7082337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191790/AI3008.FAK60492.fast5s.tar.gz
ERR5191791	PRJEB39112	SAMEA7082338	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191791/AN2352.FAL12022.fast5s.tar.gz
ERR5191792	PRJEB39112	SAMEA7082339	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/run/ERR519/ERR5191792/AN2360.FAL12022.fast5s.tar.gz
ERR5243236	PRJEB39112	SAMEA7082316	550	Enterobacter cloacae	ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243236/AI2613.FAK47153.fast5s.tar.gz
ERR5671646	PRJEB39112	SAMEA7082337	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR567/ERR5671646/AI3008.FAL12360.fast5s.tar.gz
ERR5671647	PRJEB39112	SAMEA7082331	573	Klebsiella pneumoniae	ftp.sra.ebi.ac.uk/vol1/run/ERR567/ERR5671647/AI3065.FAL12360.fast5s.tar.gz
