Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Isolate,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,specific_host,body_site,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,Label,Host,Cystic_fibrosis,Infection_site,MEM,MIC_MEM,CAZ,MIC_CAZ,TOB,MIC_TOB,CIP,MIC_CIP
SRR1056170,RNA-Seq,214,773110738,PRJNA231236,SAMN02470424,494796783,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396984,Illumina Genome Analyzer IIx,PSAE1152,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc10,SRP034661,clinical isolate,Homo sapiens,drainage catheter,Germany,Europe,Germany: Stuttgart,"Strain collection University of Freiburg\, Germany",NA,NA,nd,drainage_catheter,R,64,R,128,R,32,R,32
SRR1056171,RNA-Seq,214,889753364,PRJNA231236,SAMN02470425,558775095,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396985,Illumina Genome Analyzer IIx,PSAE2162,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc11,SRP034661,clinical isolate,Homo sapiens,nd,Italy,Europe,Italy: Catania,"Strain collection University of Freiburg\, Germany",NA,NA,nd,nd,R,32,R,128,R,8,R,16
SRR1056172,RNA-Seq,214,963531148,PRJNA231236,SAMN02470426,604781141,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396986,Illumina Genome Analyzer IIx,PSAE2136,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc12,SRP034661,clinical isolate,Homo sapiens,respiratory tract,uncalculated,uncalculated,"Timisoara\, Rumania","Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,16,R,64,R,128,R,16
SRR1056173,RNA-Seq,214,1148209082,PRJNA231236,SAMN02470427,713540816,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396987,Illumina Genome Analyzer IIx,PSAE1747,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc2,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Freiburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,16,R,64,R,>1024,R,16
SRR1056174,RNA-Seq,214,830879182,PRJNA231236,SAMN02470428,522526009,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396988,Illumina Genome Analyzer IIx,PSAE1471,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc3,SRP034661,clinical isolate,Homo sapiens,repiratory tract,Germany,Europe,Germany: Berlin,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,S,0.5,S,2,S,0.25,R,4
SRR1056175,RNA-Seq,214,954249540,PRJNA231236,SAMN02470429,609279896,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396989,Illumina Genome Analyzer IIx,PSAE2324,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc4,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Neubrandenburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,S,4,S,2,S,0.5,S,0.063
SRR1056176,RNA-Seq,214,627125716,PRJNA231236,SAMN02470430,399707536,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396990,Illumina Genome Analyzer IIx,PSAE2328,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc5,SRP034661,clinical isolate,Homo sapiens,urine,Germany,Europe,Germany: Neubrandenburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,urine,R,8-16.,S,2,S,1,S,0.125
SRR1056177,RNA-Seq,214,965160972,PRJNA231236,SAMN02470431,611877544,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"sra,fastq",s3,s3.us-east-1,SRX396991,Illumina Genome Analyzer IIx,PSAE1758,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc6,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Limburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,S,0.25,S,2,S,0.25,R,4
SRR1056178,RNA-Seq,214,913518706,PRJNA231236,SAMN02470432,572923392,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396992,Illumina Genome Analyzer IIx,PSAE1711,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc7,SRP034661,clinical isolate,Homo sapiens,nd,Germany,Europe,Germany: Regensburg,"Strain collection University of Freiburg\, Germany",NA,NA,nd,nd,S,0.5,S,1,S,0.5,R,>128
SRR1056179,RNA-Seq,214,852253716,PRJNA231236,SAMN02470433,537217668,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396993,Illumina Genome Analyzer IIx,PSAE1766,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc8,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Bremen,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,16,S,8,S,0.5,S,1
SRR1056180,RNA-Seq,214,668430498,PRJNA231236,SAMN02470434,421526765,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,sra",s3,s3.us-east-1,SRX396994,Illumina Genome Analyzer IIx,PSAE1875,PAIRED,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,ILLUMINA,2015-06-17T00:00:00Z,PSAE_1_PE_bc9,SRP034661,clinical isolate,Homo sapiens,respiratory tract,Germany,Europe,Germany: Berlin,"Strain collection University of Freiburg\, Germany",NA,NA,nd,respiratory_tract,R,16,S,4,S,2,S,0.5
