study_accession,Isolate accession number,secondary_sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Nucleotide archive,Set,Isoniazid,Rifampicin,Ethambutol,Pyrazinamide,Streptomycin,Ciprofloxacin,Moxifloxacin,Ofloxacin,Amikacin,Capreomycin,Kanamycin,sample_accession
PRJNA282721,SAMN03647622,SRS990355,SRX1095143,SRR2100449,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100449/SRR2100449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100449/SRR2100449_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647623,SRS990354,SRX1095144,SRR2100450,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100450/SRR2100450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100450/SRR2100450_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647624,SRS990353,SRX1095145,SRR2100451,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100451/SRR2100451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100451/SRR2100451_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647625,SRS990352,SRX1095146,SRR2100452,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100452/SRR2100452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100452/SRR2100452_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647626,SRS990351,SRX1095147,SRR2100453,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100453/SRR2100453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100453/SRR2100453_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647627,SRS990350,SRX1095148,SRR2100454,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100454/SRR2100454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100454/SRR2100454_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647628,SRS990349,SRX1095149,SRR2100455,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100455/SRR2100455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100455/SRR2100455_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647629,SRS990348,SRX1095150,SRR2100456,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100456/SRR2100456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100456/SRR2100456_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647630,SRS990347,SRX1095151,SRR2100457,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100457/SRR2100457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100457/SRR2100457_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647631,SRS990346,SRX1095152,SRR2100458,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100458/SRR2100458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100458/SRR2100458_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647632,SRS990345,SRX1095153,SRR2100459,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100459/SRR2100459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100459/SRR2100459_2.fastq.gz,NA,NA,ncbi,training,R,R,R,S,R,No result,S,S,S,R,No result,NA
PRJNA282721,SAMN03647633,SRS990344,SRX1095154,SRR2100460,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100460/SRR2100460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100460/SRR2100460_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647634,SRS990342,SRX1095155,SRR2100461,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100461/SRR2100461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100461/SRR2100461_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647635,SRS990343,SRX1095156,SRR2100462,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100462/SRR2100462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100462/SRR2100462_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647636,SRS990341,SRX1095157,SRR2100463,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100463/SRR2100463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100463/SRR2100463_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647637,SRS990338,SRX1095158,SRR2100464,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100464/SRR2100464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100464/SRR2100464_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647638,SRS990052,SRX1095159,SRR2100465,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100465/SRR2100465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100465/SRR2100465_2.fastq.gz,NA,NA,ncbi,training,S,No result,No result,No result,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647639,SRS990337,SRX1095160,SRR2100466,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100466/SRR2100466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100466/SRR2100466_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,S,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647640,SRS990340,SRX1095161,SRR2100467,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100467/SRR2100467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100467/SRR2100467_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647641,SRS990336,SRX1095162,SRR2100468,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100468/SRR2100468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100468/SRR2100468_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647642,SRS990335,SRX1095163,SRR2100469,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100469/SRR2100469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100469/SRR2100469_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647643,SRS990053,SRX1095164,SRR2100470,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100470/SRR2100470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100470/SRR2100470_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647644,SRS990054,SRX1095165,SRR2100471,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100471/SRR2100471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100471/SRR2100471_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647645,SRS990334,SRX1095166,SRR2100472,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100472/SRR2100472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100472/SRR2100472_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647646,SRS990333,SRX1095167,SRR2100473,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100473/SRR2100473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100473/SRR2100473_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647647,SRS990339,SRX1095168,SRR2100474,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100474/SRR2100474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100474/SRR2100474_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647648,SRS990332,SRX1095169,SRR2100475,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100475/SRR2100475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100475/SRR2100475_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647649,SRS990331,SRX1095170,SRR2100476,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100476/SRR2100476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100476/SRR2100476_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647650,SRS990330,SRX1095171,SRR2100477,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100477/SRR2100477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100477/SRR2100477_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647651,SRS990329,SRX1095172,SRR2100478,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100478/SRR2100478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100478/SRR2100478_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647652,SRS990327,SRX1095173,SRR2100479,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100479/SRR2100479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100479/SRR2100479_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647653,SRS990328,SRX1095174,SRR2100480,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100480/SRR2100480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100480/SRR2100480_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647654,SRS990326,SRX1095175,SRR2100481,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100481/SRR2100481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100481/SRR2100481_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647655,SRS990325,SRX1095176,SRR2100482,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100482/SRR2100482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100482/SRR2100482_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647656,SRS990324,SRX1095177,SRR2100483,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100483/SRR2100483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100483/SRR2100483_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647657,SRS990322,SRX1095178,SRR2100484,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100484/SRR2100484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100484/SRR2100484_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647658,SRS990323,SRX1095179,SRR2100485,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100485/SRR2100485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100485/SRR2100485_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647659,SRS990321,SRX1095180,SRR2100486,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100486/SRR2100486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100486/SRR2100486_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647660,SRS990320,SRX1095181,SRR2100487,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100487/SRR2100487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100487/SRR2100487_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647661,SRS990319,SRX1095182,SRR2100488,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100488/SRR2100488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100488/SRR2100488_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647662,SRS990318,SRX1095183,SRR2100489,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100489/SRR2100489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100489/SRR2100489_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647663,SRS990317,SRX1095184,SRR2100490,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100490/SRR2100490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100490/SRR2100490_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647664,SRS990316,SRX1095185,SRR2100491,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100491/SRR2100491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100491/SRR2100491_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647665,SRS990315,SRX1095186,SRR2100492,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100492/SRR2100492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100492/SRR2100492_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647666,SRS990313,SRX1095187,SRR2100493,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100493/SRR2100493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100493/SRR2100493_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647667,SRS990314,SRX1095188,SRR2100494,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100494/SRR2100494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100494/SRR2100494_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647668,SRS990312,SRX1095189,SRR2100495,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100495/SRR2100495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100495/SRR2100495_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647669,SRS990311,SRX1095190,SRR2100496,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100496/SRR2100496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100496/SRR2100496_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647670,SRS990310,SRX1095191,SRR2100497,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100497/SRR2100497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100497/SRR2100497_2.fastq.gz,NA,NA,ncbi,training,No result,No result,No result,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647671,SRS990055,SRX1095192,SRR2100498,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100498/SRR2100498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100498/SRR2100498_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647672,SRS990308,SRX1095193,SRR2100499,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100499/SRR2100499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100499/SRR2100499_2.fastq.gz,NA,NA,ncbi,training,R,S,S,S,No result,S,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647673,SRS990309,SRX1095194,SRR2100500,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100500/SRR2100500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100500/SRR2100500_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647674,SRS990307,SRX1095195,SRR2100501,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100501/SRR2100501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100501/SRR2100501_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647675,SRS990306,SRX1095196,SRR2100502,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100502/SRR2100502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100502/SRR2100502_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647676,SRS990056,SRX1095197,SRR2100503,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100503/SRR2100503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100503/SRR2100503_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647677,SRS990305,SRX1095198,SRR2100504,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100504/SRR2100504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100504/SRR2100504_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647678,SRS990304,SRX1095199,SRR2100505,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100505/SRR2100505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/005/SRR2100505/SRR2100505_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647679,SRS990058,SRX1095200,SRR2100506,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100506/SRR2100506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/006/SRR2100506/SRR2100506_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647680,SRS990303,SRX1095201,SRR2100507,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100507/SRR2100507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/007/SRR2100507/SRR2100507_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647681,SRS990302,SRX1095202,SRR2100508,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100508/SRR2100508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/008/SRR2100508/SRR2100508_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647682,SRS990301,SRX1095203,SRR2100509,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100509/SRR2100509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/009/SRR2100509/SRR2100509_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647683,SRS990300,SRX1095204,SRR2100510,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100510/SRR2100510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/000/SRR2100510/SRR2100510_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647684,SRS990299,SRX1095205,SRR2100511,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100511/SRR2100511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/001/SRR2100511/SRR2100511_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647685,SRS990298,SRX1095206,SRR2100512,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100512/SRR2100512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/002/SRR2100512/SRR2100512_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647686,SRS990297,SRX1095207,SRR2100513,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100513/SRR2100513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/003/SRR2100513/SRR2100513_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
PRJNA282721,SAMN03647687,SRS990296,SRX1095208,SRR2100514,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100514/SRR2100514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR210/004/SRR2100514/SRR2100514_2.fastq.gz,NA,NA,ncbi,training,S,S,S,S,No result,No result,No result,No result,No result,No result,No result,NA
